Geneid	1714__ROC_LEVO_N=3_library-read-1.fastq.gz
gene-b1469	70
gene-b1471	9
gene-b1472	3
gene-b1473	97
gene-b1474	2219
gene-b1475	733
gene-b1476	426
gene-b1477	446
gene-b1478	358
gene-b1479	10837
gene-b1480	243
gene-b1481	15
gene-b1482	343
gene-b1483	155
gene-b1484	98
gene-b1485	177
gene-b1486	133
gene-b1487	280
gene-b1488	80
gene-b1489	245
gene-b1490	147
gene-b4746	17
gene-b1491	823
gene-b1492	17585
gene-b1493	11359
gene-b1494	1715
gene-b1495	677
gene-b1496	258
gene-b4747	44
gene-b1497	1302
gene-b1498	1635
gene-b1499	21
gene-b1500	2
gene-b1501	277
gene-b1502	10
gene-b1503	15
gene-b1504	21
gene-b1505	68
gene-b1507	640
gene-b1508	192
gene-b1511	6929
gene-b1512	10405
gene-b1513	8613
gene-b1514	4475
gene-b1515	3483
gene-b1516	3074
gene-b1517	6182
gene-b1518	1214
gene-b1519	1504
gene-b1520	296
gene-b1521	2985
gene-b1522	404
gene-b1523	430
gene-b1524	2507
gene-b1525	1300
gene-b1526	496
gene-b1527	115
gene-b1528	155
gene-b1529	359
gene-b1530	659
gene-b1531	1136
gene-b1532	722
gene-b1533	977
gene-b1534	385
gene-b4599	1758
gene-b4698	73
gene-b1535	591
gene-b1536	35
gene-b1537	261
gene-b1538	7492
gene-b1539	5090
gene-b1540	842
gene-b1541	85
gene-b1542	137
gene-b1543	92
gene-b4748	102
gene-b1544	47
gene-b1545	25
gene-b1546	11
gene-b1547	27
gene-b1548	27
gene-b4533	17
gene-b1549	101
gene-b1550	455
gene-b1551	6
gene-b4749	1
gene-b4724	7
gene-b1552	10
gene-b1553	12
gene-b4689	9
gene-b1554	41
gene-b1555	37
gene-b1556	16
gene-b1557	411
gene-b1558	103
gene-b4750	142
gene-b1559	87
gene-b1560	62
gene-b1561	84
gene-b1562	885
gene-b1563	643
gene-b1564	571
gene-b1565	311
gene-b1566	116
gene-b1567	13
gene-b1568	32
gene-b1569	17
gene-b1570	732
gene-b1571	20
gene-b1572	14
gene-b1573	22
gene-b1574	9
gene-b1575	17
gene-b1576	7
gene-b4534	71
gene-b1580	1876
gene-b1581	2100
gene-b1582	68
gene-b1583	347
gene-b1584	2643
gene-b1585	980
gene-b1586	170
gene-b1587	83
gene-b1588	653
gene-b1589	86
gene-b1590	918
gene-b1591	1365
gene-b1592	418
gene-b1593	682
gene-b1594	4226
gene-b1595	162
gene-b1596	17074
gene-b1597	71
gene-b4601	50
gene-b1598	339
gene-b1599	187
gene-b1600	143
gene-b1601	414
gene-b1602	8530
gene-b1603	4206
gene-b1604	6932
gene-b1605	344
gene-b1606	488
gene-b1607	451
gene-b1608	1212
gene-b1609	1429
gene-b1610	2940
gene-b1611	14714
gene-b1612	77117
gene-b1613	4828
gene-b1614	2284
gene-b1615	47
gene-b1616	371
gene-b1617	1198
gene-b1618	1404
gene-b1619	2262
gene-b1620	356
gene-b1621	6562
gene-b1622	3948
gene-b1623	6796
gene-b1624	2520
gene-b4409	459
gene-b1625	745
gene-b1626	917
gene-b1627	813
gene-b1628	1601
gene-b1629	2280
gene-b1630	932
gene-b1631	581
gene-b1632	1469
gene-b1633	892
gene-b1634	8197
gene-b1635	2307
gene-b1636	2756
gene-b1637	15964
gene-b1638	1316
gene-b1639	623
gene-b1640	2588
gene-b1641	10506
gene-b1642	1507
gene-b1643	154
gene-b1644	294
gene-b1645	879
gene-b1646	948
gene-b1647	3757
gene-b1648	31
gene-b1649	236
gene-b1650	1534
gene-b1651	1882
gene-b1652	737
gene-b1653	3277
gene-b1654	8211
gene-b1655	992
gene-b1656	3864
gene-b1657	186
gene-b4602	508
gene-b1658	1950
gene-b1659	1008
gene-b1660	586
gene-b1661	8167
gene-b1662	6139
gene-b1663	953
gene-b1664	4790
gene-b1665	60
gene-b1666	72
gene-b1667	1710
gene-b1668	206
gene-b1669	80
gene-b1670	73
gene-b1671	104
gene-b1672	55
gene-b1673	120
gene-b1674	24
gene-b1675	68
gene-b1676	27073
gene-b1677	5457
gene-b1678	568
gene-b1679	196
gene-b1680	838
gene-b1681	1110
gene-b1682	1097
gene-b1683	1494
gene-b1684	249
gene-b4430	47
gene-b1685	415
gene-b1686	334
gene-b1687	2349
gene-b1688	1222
gene-b4431	22
gene-b1689	102
gene-b1690	40
gene-b1691	19
gene-b1692	136
gene-b1693	337
gene-b1694	75
gene-b1695	48
gene-b1696	158
gene-b1697	90
gene-b1698	129
gene-b1699	53
gene-b1700	72
gene-b1701	313
gene-b1702	34838
gene-b1703	737
gene-b1704	657
gene-b1705	305
gene-b1706	5221
gene-b1707	285
gene-b1708	1411
gene-b1709	407
gene-b1710	1030
gene-b1711	1053
gene-b1712	12977
gene-b1713	36219
gene-b1714	10276
gene-b1715	498
gene-b1716	41927
gene-b1717	49095
gene-b1718	180779
gene-b1719	94076
gene-b4535	34
gene-b1722	185
gene-b1723	460
gene-b1724	261
gene-b1725	1897
gene-b1726	1633
gene-b1727	491
gene-b1728	386
gene-b1729	1833
gene-b1730	120
gene-b1731	72
gene-b1732	1808
gene-b1733	559
gene-b1734	422
gene-b1735	418
gene-b1736	453
gene-b1737	576
gene-b1738	101
gene-b1739	220
gene-b1740	2336
gene-b1741	3079
gene-b1742	388
gene-b1743	612
gene-b1744	135
gene-b1745	499
gene-b1746	566
gene-b1747	428
gene-b1748	1017
gene-b1749	2079
gene-b1750	194
gene-b1751	50
gene-b1752	73
gene-b1753	119
gene-b1754	231
gene-b1755	262
gene-b1756	216
gene-b1757	634
gene-b1758	202
gene-b1759	55
gene-b1760	82
gene-b1761	1753
gene-b1762	277
gene-b1763	17087
gene-b1764	19377
gene-b1765	1255
gene-b1766	3880
gene-b1767	4144
gene-b1768	1566
gene-b1769	835
gene-b1770	1991
gene-b1771	202
gene-b1772	158
gene-b1773	196
gene-b1774	129
gene-b1775	302
gene-b1776	193
gene-b1777	4289
gene-b1778	9649
gene-b1779	336536
gene-b1780	11383
gene-b1781	2212
gene-b1782	8823
gene-b1783	1503
gene-b1784	431
gene-b1785	50
gene-b1786	3002
gene-b1787	487
gene-b1788	143
gene-b1789	106
gene-b1790	313
gene-b1791	726
gene-b1792	407
gene-b1793	147
gene-b1794	2508
gene-b4676	125
gene-b4675	85
gene-b1795	359
gene-b1796	101
gene-b1797	654
gene-b1798	581
gene-b1799	2988
gene-b1800	148
gene-b1801	115
gene-b1802	153
gene-b1803	144
gene-b1804	965
gene-b1805	1938
gene-b1806	1708
gene-b1807	4012
gene-b1808	4211
gene-b1809	902
gene-b1810	155
gene-b1811	213
gene-b1812	2447
gene-b1813	1581
gene-b1814	34155
gene-b1815	711
gene-b1816	2379
gene-b4751	298
gene-b1817	27853
gene-b1818	29477
gene-b1819	44463
gene-b1820	4062
gene-b1821	289
gene-b1822	1261
gene-b1823	169197
gene-b1824	80701
gene-b1825	1858
gene-b1826	154
gene-b4536	437
gene-b1827	13506
gene-b1828	335
gene-b1829	1508
gene-b1830	14435
gene-b1831	9251
gene-b1832	1141
gene-b1833	649
gene-b1834	1897
gene-b1835	2749
gene-b1836	186
gene-b1837	186
gene-b1838	206
gene-b4432	869
gene-b4433	427
gene-b1839	1102
gene-b1840	2073
gene-b1841	1834
gene-b1842	443
gene-b1843	1303
gene-b1844	1404
gene-b1845	1729
gene-b1846	621
gene-b1847	8433
gene-b1848	6222
gene-b1849	827
gene-b1850	4278
gene-b1851	1478
gene-b1852	10722
gene-b1853	3885
gene-b1854	34313
gene-b1855	4986
gene-b1856	8888
gene-b1857	10150
gene-b1858	1606
gene-b1859	1019
gene-b1860	6362
gene-b1861	6707
gene-b4677	20
gene-b1862	203
gene-b1863	2366
gene-b1864	8559
gene-b1865	7908
gene-b1866	22744
gene-b1867	441
gene-b1868	762
gene-b1869	264
gene-b1870	2007
gene-b1871	2365
gene-b1872	921
gene-b1873	177
gene-b4717	109
gene-b1874	1859
gene-b1875	2501
gene-b1876	15809
gene-b1877	644
gene-b1878	957
gene-b1879	4173
gene-b1880	2385
gene-b1881	732
gene-b1882	425
gene-b1883	314
gene-b1884	405
gene-b1885	698
gene-b1886	558
gene-b1887	602
gene-b1888	1873
gene-b1889	374
gene-b1890	453
gene-b1891	3593
gene-b1892	2847
gene-b1893	254
gene-b1894	5
gene-b1895	221
gene-b1896	2124
gene-b1897	445
gene-b4460	380
gene-b1900	572
gene-b1901	618
gene-b1902	350
gene-b4537	169
gene-b4663	157
gene-b1904	1737
gene-b1905	2496
gene-b1906	471
gene-b1907	3319
gene-b1908	1241
gene-b1909	370
gene-b1910	536
gene-b1911	378
gene-b1912	3312
gene-b1913	2418
gene-b1914	545
gene-b4752	384
gene-b1915	1248
gene-b1916	286
gene-b4719	80
gene-b1917	772
gene-b1918	650
gene-b1919	1669
gene-b1920	2637
gene-b1921	5227
gene-b1922	17768
gene-b1923	4900
gene-b1924	1218
gene-b1925	1032
gene-b1926	1158
gene-b1927	702
gene-b1928	1359
gene-b1929	8307
gene-b1930	739
gene-b1931	283
gene-b1932	75
gene-b1937	981
gene-b1938	13152
gene-b1939	9334
gene-b1940	2780
gene-b1941	4062
gene-b1942	965
gene-b1943	1268
gene-b1944	6828
gene-b1945	20855
gene-b1946	9145
gene-b1947	2489
gene-b1948	2623
gene-b1949	1215
gene-b1950	1933
gene-b1951	2225
gene-b1952	161
gene-b1953	252
gene-b1954	421
gene-b1955	188
gene-b1956	1078
gene-b1957	180
gene-b1958	1291
gene-b1959	292
gene-b1960	887
gene-b1961	4368
gene-b1962	228
gene-b1963	69
gene-b4603	10
gene-b1967	2486
gene-b1968	1098
gene-b1969	423
gene-b1970	64
gene-b1971	362
gene-b1972	129
gene-b1973	1064
gene-b1974	50
gene-b1975	440
gene-b1976	18204
gene-b1977	1015
gene-b1978	1833
gene-b1981	1782
gene-b1982	3814
gene-b1983	11516
gene-b1984	13
gene-b1985	225
gene-b1986	35
gene-b1987	371
gene-b1988	109
gene-b1989	9
gene-b1990	762
gene-b1991	1640
gene-b1992	544
gene-b1993	632
gene-b1994	93
gene-b1996	40
gene-b1997	3
gene-b4435	304
gene-b2000	5297
gene-b2001	607
gene-b2002	113
gene-b2003	19
gene-b2004	62
gene-b2005	14
gene-b2006	29
gene-b4538	510
gene-b2007	8173
gene-b2008	7337
gene-b2009	12908
gene-b2010	291
gene-b2011	4340
gene-b2012	573
gene-b2013	197
gene-b2014	1531
gene-b4678	78
gene-b2015	1241
gene-b2016	2213
gene-b4539	1059
gene-b2017	1154
gene-b2018	12
gene-b2019	422
gene-b2020	955
gene-b2021	429
gene-b2022	1098
gene-b2023	555
gene-b2024	414
gene-b2025	615
gene-b2026	805
gene-b2027	19834
gene-b2028	3596
gene-b2029	96907
gene-b2030	2092
gene-b2032	13033
gene-b2033	16437
gene-b2034	27595
gene-b2035	10068
gene-b2036	26080
gene-b2037	7159
gene-b2038	7121
gene-b2039	9342
gene-b2040	7662
gene-b2041	9158
gene-b2042	3124
gene-b2043	208
gene-b2044	176
gene-b2045	163
gene-b2046	245
gene-b2047	161
gene-b2048	336
gene-b2049	182
gene-b2050	331
gene-b2051	293
gene-b2052	670
gene-b2053	823
gene-b2054	97
gene-b2055	320
gene-b2056	318
gene-b2057	248
gene-b2058	39
gene-b2059	140
gene-b2060	148
gene-b2061	8
gene-b2062	50
gene-b2063	1209
gene-b2064	5583
gene-b2065	3157
gene-b2066	3253
gene-b2067	1648
gene-b2068	376
gene-b2069	2027
gene-b2070	644
gene-b2071	15
gene-b2072	53
gene-b2073	71
gene-b4436	177
gene-b4667	115
gene-b4437	90
gene-b4668	74
gene-b2074	229
gene-b2075	472
gene-b2076	241
gene-b2077	198
gene-b2078	251
gene-b2079	544
gene-b2080	67
gene-b2081	3179
gene-b4438	890
gene-b2082	56
gene-b2085	31
gene-b2086	206
gene-b2088	8
gene-b2089	192
gene-b2091	31963
gene-b2093	51929
gene-b2094	105050
gene-b2095	315824
gene-b2096	228968
gene-b2097	2497
gene-b2098	319
gene-b2099	790
gene-b2100	850
gene-b2101	445
gene-b2102	117
gene-b2103	253
gene-b2104	264
gene-b2105	170
gene-b2106	135
gene-b2107	334
gene-b2108	106
gene-b2109	50
gene-b2110	2
gene-b2111	2
gene-b2112	69
gene-b2113	9163
gene-b2114	17143
gene-b2115	103
gene-b2118	262
gene-b4541	22
gene-b2119	12
gene-b2120	53
gene-b2121	43
gene-b2122	58
gene-b2123	113
gene-b2124	2450
gene-b2125	7423
gene-b2126	8880
gene-b2127	259
gene-b4542	59
gene-b2128	140
gene-b2129	105
gene-b2130	235
gene-b2131	287
gene-b2132	2497
gene-b2133	4364
gene-b2134	2016
gene-b2135	300
gene-b2136	281
gene-b2137	144
gene-b4679	42
gene-b2140	731
gene-b2141	73
gene-b2142	117
gene-b2143	4316
gene-b2144	1356
gene-b2145	507
gene-b2146	3015
gene-b2147	3547
gene-b2148	29058
gene-b2149	65778
gene-b2150	130818
gene-b2151	15114
gene-b2152	1866
gene-b2153	1799
gene-b2154	663
gene-b2155	705
gene-b2156	2331
gene-b2157	1050
gene-b2158	481
gene-b2159	1407
gene-b2160	1463
gene-b2161	73
gene-b2162	6
gene-b2163	48
gene-b2164	330
gene-b2165	305
gene-b2166	224
gene-b2167	3410
gene-b2168	2114
gene-b2169	3092
gene-b2170	237
gene-b4502	110
gene-b2171	657
gene-b2172	3301
gene-b2173	2963
gene-b2174	1820
gene-b2175	46299
gene-b2176	909
gene-b2177	718
gene-b2178	534
gene-b2179	434
gene-b2180	1486
gene-b2181	542
gene-b2182	2040
gene-b2183	1136
gene-b2184	709
gene-b2185	935
gene-b2186	8209
gene-b2187	1137
gene-b2188	5629
gene-b2189	376
gene-b2192	116
gene-b2193	603
gene-b2194	656
gene-b2195	457
gene-b2196	1208
gene-b2197	501
gene-b2198	265
gene-b2199	781
gene-b2200	387
gene-b2201	802
gene-b2202	230
gene-b2203	53
gene-b2204	265
gene-b2205	355
gene-b2206	1125
gene-b2207	120
gene-b2208	116
gene-b4604	22
gene-b2209	4027
gene-b2210	1894
gene-b2211	1126
gene-b2212	366
gene-b2213	647
gene-b2214	665
gene-b2215	290906
gene-b4439	79
gene-b2216	6365
gene-b2217	6620
gene-b2218	3349
gene-b2219	1711
gene-b2220	1539
gene-b2221	38
gene-b2222	7
gene-b2223	41
gene-b2224	49
gene-b2225	40
gene-b2226	132
gene-b2229	26
gene-b2230	104
gene-b2231	22685
gene-b2232	1365
gene-b2233	822
gene-b4605	4
gene-b2234	22357
gene-b2235	14398
gene-b2236	4557
gene-b2237	2448
gene-b2239	346760
gene-b2240	356957
gene-b2241	56234
gene-b2242	47255
gene-b2243	16711
gene-b2244	757
gene-b2245	136
gene-b2246	201
gene-b2247	167
gene-b2248	111
gene-b2249	1027
gene-b2250	126
gene-b2251	312
gene-b2252	30
gene-b2253	54
gene-b2254	64
gene-b2255	267
gene-b2256	99
gene-b2257	88
gene-b4544	34
gene-b2258	131
gene-b2259	195
gene-b2260	3833
gene-b2261	8036
gene-b2262	5661
gene-b2263	1781
gene-b2264	2883
gene-b2265	4277
gene-b2266	483
gene-b2267	365
gene-b2268	501
gene-b2269	275
gene-b2270	112
gene-b2271	28
gene-b2272	140
gene-b2273	63
gene-b2274	82
gene-b2275	2105
gene-b2276	34314
gene-b2277	32883
gene-b2278	53847
gene-b2279	4656
gene-b2280	10223
gene-b2281	12348
gene-b2282	30677
gene-b2283	121858
gene-b2284	66460
gene-b2285	39663
gene-b2286	121822
gene-b2287	41543
gene-b2288	30429
gene-b2289	9704
gene-b2290	1769
gene-b2291	533
gene-b2292	1347
gene-b2293	3455
gene-b2294	3210
gene-b2295	2524
gene-b2296	49125
gene-b2297	237610
gene-b2298	197
gene-b2299	2514
gene-b2300	2014
gene-b2301	242
gene-b2302	78
gene-b2303	3786
gene-b2304	4791
gene-b2305	603
gene-b2306	428
gene-b2307	619
gene-b2308	980
gene-b2309	4269
gene-b2310	2743
gene-b2311	174
gene-b2312	2757
gene-b2313	2071
gene-b2314	1997
gene-b2315	6247
gene-b2316	32159
gene-b2317	2278
gene-b2318	4749
gene-b2319	8218
gene-b2320	5475
gene-b2321	821
gene-b2322	596
gene-b2323	38646
gene-b2324	5337
gene-b2325	1194
gene-b2326	1830
gene-b2327	1268
gene-b2328	2057
gene-b2329	10544
gene-b2330	5540
gene-b2331	287
gene-b2332	358
gene-b2333	11
gene-b2334	46
gene-b2335	27
gene-b2336	24
gene-b2339	30
gene-b2340	4406
gene-b2341	4673
gene-b2342	3258
gene-b2343	220
gene-b2344	6128
gene-b2345	303
gene-b2346	2461
gene-b2347	105
gene-b2348	14
gene-b2349	1415
gene-b2350	2867
gene-b2351	9105
gene-b2352	7084
gene-b2354	111
gene-b2356	7
gene-b2357	3
gene-b2358	4
gene-b2359	14
gene-b2360	202
gene-b2361	18
gene-b2362	18
gene-b2363	304
gene-b4545	36
gene-b4501	269
gene-b2364	2608
gene-b2365	7596
gene-b2366	12183
gene-b2367	71
gene-b2368	24
gene-b2369	530
gene-b2370	1413
gene-b2371	31
gene-b2372	37
gene-b2373	68
gene-b2374	62
gene-b2375	13
gene-b2376	68
gene-b2377	221
gene-b2378	574
gene-b4680	18
gene-b2379	669
gene-b2380	934
gene-b2381	1332
gene-b2382	195
gene-b2383	97
gene-b2384	72
gene-b2385	71
gene-b2386	37
gene-b2387	12
gene-b2388	7365
gene-b2389	121
gene-b2390	198
gene-b2392	660
gene-b2393	12457
gene-b2394	695
gene-b2395	1905
gene-b2396	154
gene-b2397	75
gene-b2398	1415
gene-b2399	1839
gene-b2400	22366
gene-b2401	30
gene-b2402	217
gene-b2403	1480
gene-b2404	775
gene-b2405	125
gene-b2406	124
gene-b2407	83
gene-b2408	40
gene-b2409	244
gene-b2410	3460
gene-b4546	873
gene-b2411	4072
gene-b2412	3779
gene-b2413	1241
gene-b2414	3593
gene-b2415	5630
gene-b2416	63896
gene-b2417	27327
gene-b2418	2658
gene-b2419	300
gene-b2420	737
gene-b2421	364
gene-b2422	205
gene-b2423	93
gene-b2424	85
gene-b2425	79
gene-b2426	14594
gene-b2427	259
gene-b2428	1018
gene-b2429	834
gene-b2430	630
gene-b2431	3339
gene-b2432	674
gene-b2433	445
gene-b2434	512
gene-b2435	1912
gene-b2436	1469
gene-b2437	946
gene-b2438	542
gene-b2439	610
gene-b2440	563
gene-b2441	2766
gene-b2442	801
gene-b2443	564
gene-b2444	19
gene-b2445	50
gene-b2446	18
gene-b2447	47
gene-b2448	109
gene-b2449	438
gene-b2450	1512
gene-b2451	29
gene-b2452	18
gene-b2453	171
gene-b2454	40
gene-b2455	57
gene-b2456	4
gene-b2457	92
gene-b2458	230
gene-b2459	139
gene-b2460	119
gene-b2461	139
gene-b2462	134
gene-b2463	48621
gene-b2464	1023
gene-b2465	849
gene-b2466	676
gene-b2467	635
gene-b2468	267
gene-b2469	450
gene-b2470	466
gene-b4606	1145
gene-b2471	388
gene-b2472	734
gene-b4547	643
gene-b2473	314
gene-b2474	3572
gene-b2475	1598
gene-b2476	1271
gene-b2477	13464
gene-b2478	9693
gene-b2479	1918
gene-b2480	2620
gene-b2481	14
gene-b2482	84
gene-b2483	30
gene-b2484	49
gene-b2485	19
gene-b2486	172
gene-b2487	151
gene-b2488	117
gene-b2489	105
gene-b2490	25
gene-b2491	218
gene-b2492	241
gene-b2493	886
gene-b2494	3164
gene-b2495	1133
gene-b2496	2971
gene-b2497	483
gene-b2498	9756
gene-b2499	422
gene-b2500	616
gene-b2501	9146
gene-b2502	5824
gene-b2503	407
gene-b2504	631
gene-b2505	17
gene-b2506	173
gene-b2507	115275
gene-b2508	40035
gene-b2509	2145
gene-b2510	800
gene-b2511	6148
gene-b2512	16310
gene-b2513	9363
gene-b2514	13655
gene-b2515	7998
gene-b2516	3557
gene-b2517	4739
gene-b2518	3909
gene-b2519	391
gene-b2520	5511
gene-b2521	5664
gene-b4440	1093
gene-b2522	7632
gene-b2523	17547
gene-b2524	4252
gene-b2525	6792
gene-b2526	24693
gene-b2527	8686
gene-b2528	10915
gene-b2529	25552
gene-b2530	54650
gene-b2531	8776
gene-b2532	8734
gene-b2533	4368
gene-b2534	132
gene-b2535	6695
gene-b2536	1032
gene-b4706	240
gene-b2537	2117
gene-b2538	164
gene-b2539	67
gene-b2540	44
gene-b2541	117
gene-b2542	138
gene-b2543	103
gene-b2544	115
gene-b2545	157
gene-b2546	21
gene-b2547	69
gene-b2548	70
gene-b2549	499
gene-b2550	470
gene-b2551	41871
gene-b2552	1272
gene-b2553	497
gene-b2554	856
gene-b2555	1574
gene-b2556	1019
gene-b4441	81
gene-b2557	2409
gene-b2558	698
gene-b2559	331
gene-b2560	712
gene-b2561	217
gene-b2562	553
gene-b4687	167
gene-b4608	294
gene-b2563	3515
gene-b2564	3656
gene-b2565	4192
gene-b2566	15926
gene-b2567	8452
gene-b2568	6549
gene-b2569	12210
gene-b2570	1548
gene-b2571	14543
gene-b2572	18808
gene-b2573	12220
gene-b4725	790
gene-b2574	593
gene-b2575	823
gene-b2576	3930
gene-b2577	726
gene-b2578	90
gene-b2579	4720
gene-b2580	532
gene-b2581	1767
gene-b2582	838
gene-b2583	520
gene-b2584	18993
gene-b2585	14996
gene-b2586	1344
gene-b2587	17890
gene-b2588	101
gene-b2589	8262
gene-b2590	59402
gene-b2591	19008
gene-b2592	33672
gene-b4609	1750
gene-b2593	2434
gene-b2594	3223
gene-b2595	14046
gene-b2597	5813
gene-b2598	142
gene-b2599	1090
gene-b2600	3756
gene-b2601	2865
gene-b2602	88
gene-b2603	676
gene-b2604	959
gene-b2605	284
gene-b2606	62129
gene-b2607	43573
gene-b2608	36816
gene-b2609	13292
gene-b2610	7173
gene-b2611	1338
gene-b4461	1408
gene-b2614	19839
gene-b2615	1480
gene-b2616	47272
gene-b2617	11059
gene-b2618	5608
gene-b2619	9111
gene-b2620	901
gene-b2621	220939
gene-b2622	1325
gene-b2623	542
gene-b2624	40
gene-b2625	82
gene-b2626	62
gene-b2627	1933
gene-b2628	2058
gene-b2629	36
gene-b2630	8798
gene-b2631	2017
gene-b2632	69
gene-b2633	14
gene-b2634	91
gene-b2635	19
gene-b2636	26
gene-b2637	37
gene-b2638	145
gene-b2642	849
gene-b2643	8
gene-b2644	8
gene-b4548	9
gene-b2645	19
gene-b2646	31
gene-b2647	408
gene-b2649	13
gene-b2650	9
gene-b2652	1
gene-b2659	704
gene-b2660	255
gene-b2661	226
gene-b2662	284
gene-b2663	82
gene-b2664	453
gene-b2665	275
gene-b2666	42
gene-b2667	69
gene-b2668	196
gene-b2669	16997
gene-b2670	3154
gene-b2671	1128
gene-b2672	241
gene-b2673	111
gene-b2674	577
gene-b2675	844
gene-b2676	314
gene-b2677	1408
gene-b2678	783
gene-b2679	890
gene-b2682	1084
gene-b2683	156
gene-b2684	1247
gene-b2685	572
gene-b2686	599
gene-b2687	1631
gene-b4442	544
gene-b2688	10114
gene-b2689	1144
gene-b2690	773
gene-b2691	3426
gene-b2692	13407
gene-b2693	16720
gene-b2694	5332
gene-b2695	3788
gene-b2696	1829
gene-b2697	51646
gene-b2698	2453
gene-b2699	55782
gene-b2700	1883
gene-b2701	413
gene-b2702	1995
gene-b2703	1461
gene-b2704	341
gene-b2705	1120
gene-b2706	207
gene-b2707	2073
gene-b2708	2010
gene-b2709	2163
gene-b2710	175
gene-b2711	159
gene-b2712	1309
gene-b2713	100
gene-b2714	877
gene-b2715	591
gene-b2716	537
gene-b2717	416
gene-b2718	250
gene-b2719	119
gene-b2720	51
gene-b2721	117
gene-b2722	40
gene-b2723	24
gene-b2724	26
gene-b2725	9
gene-b2726	238
gene-b2727	777
gene-b2728	299
gene-b2729	1176
gene-b2730	1364
gene-b2731	610
gene-b2732	68
gene-b2733	9758
gene-b2734	231
gene-b2735	889
gene-b2736	629
gene-b2737	986
gene-b2738	565
gene-b2739	405
gene-b2740	150
gene-b2741	22096
gene-b2742	7788
gene-b2743	3058
gene-b2744	2536
gene-b2745	4376
gene-b2746	3022
gene-b2747	4270
gene-b2748	2270
gene-b2749	123
gene-b2750	236
gene-b2751	377
gene-b2752	110
gene-b2753	291
gene-b2754	59
gene-b2755	262
gene-b2756	203
gene-b2757	84
gene-b2758	131
gene-b2759	57
gene-b2760	61
gene-b2761	335
gene-b4701	0
gene-b2762	130
gene-b2763	156
gene-b2764	164
gene-b2765	209
gene-b2766	1402
gene-b2767	162
gene-b2768	223
gene-b2769	71
gene-b2770	35
gene-b2771	19
gene-b4463	28
gene-b2774	31
gene-b2775	37
gene-b2776	142
gene-b2777	793
gene-b4682	1
gene-b2778	29
gene-b2779	201343
gene-b2780	21073
gene-b2781	1628
gene-b2782	1465
gene-b2783	1068
gene-b2784	9470
gene-b2785	2585
gene-b2786	2541
gene-b2787	344
gene-b2788	166
gene-b2789	182
gene-b2790	1598
gene-b2791	968
gene-b2792	731
gene-b4408	11506
gene-b2793	574
gene-b2794	1511
gene-b2795	9206
gene-b2796	295549
gene-b2797	239131
gene-b2798	2400
gene-b2799	1317
gene-b2800	275
gene-b2801	1089
gene-b2802	8221
gene-b2803	6358
gene-b2804	1402
gene-b2805	6895
gene-b2806	2303
gene-b2807	885
gene-b2808	440
gene-b4443	13193
gene-b2809	319
gene-b2810	2021
gene-b2811	1507
gene-b2812	1194
gene-b2813	1270
gene-b2814	60
gene-b2815	87
gene-b2816	83
gene-b2817	820
gene-b2818	725
gene-b2819	1948
gene-b2820	4459
gene-b2821	2306
gene-b2822	4558
gene-b2823	155
gene-b2824	84
gene-b2825	143
gene-b2826	113
gene-b2827	2523
gene-b2828	4305
gene-b2829	8995
gene-b2830	2945
gene-b4610	44
gene-b2831	140
gene-b2832	1529
gene-b2833	347
gene-b2834	1148
gene-b2835	497
gene-b2836	863
gene-b4444	19
gene-b4445	10
gene-b2837	1371
gene-b2838	233
gene-b2839	530
gene-b2840	483
gene-b2841	1051
gene-b2842	279
gene-b2843	416
gene-b2844	8509
gene-b2845	3614
gene-b2846	83
gene-b2847	186
gene-b2848	99
gene-b4683	16
gene-b2849	29
gene-b2851	9
gene-b2852	44
gene-b2853	29
gene-b2860	14
gene-b2861	20
gene-b2863	262
gene-b2864	108
gene-b2865	773
gene-b2866	840
gene-b2867	284
gene-b2868	224
gene-b2869	7853
gene-b2870	75
gene-b2871	43
gene-b2872	163
gene-b2873	45
gene-b2874	127
gene-b2875	5345
gene-b2876	2698
gene-b2877	280
gene-b2878	383
gene-b2879	50
gene-b2880	46
gene-b2881	254
gene-b2882	28
gene-b2883	194
gene-b4464	149
gene-b2886	52
gene-b2887	103
gene-b2888	21
gene-b4684	7
gene-b4753	12
gene-b2889	532
gene-b2890	27646
gene-b2891	6931
gene-b2892	6878
gene-b2893	3082
gene-b2894	1704
gene-b2895	1215
gene-b2896	2835
gene-b2897	2704
gene-b2898	16348
gene-b2899	1399
gene-b2900	2071
gene-b2901	7575
gene-b2902	423
gene-b2903	51307
gene-b2904	21058
gene-b2905	16105
gene-b4754	26
gene-b2906	4235
gene-b2907	7250
gene-b2908	11532
gene-b2909	14271
gene-b2910	2294
gene-b2911	4440
gene-b2912	1113
gene-b4446	124
gene-b4665	41
gene-b2913	2728
gene-b2914	7938
gene-b2916	415
gene-b2917	135
gene-b2918	78
gene-b2919	94
gene-b2920	134
gene-b2921	304
gene-b2922	2210
gene-b2923	508
gene-b2924	1419
gene-b2925	132632
gene-b2926	51952
gene-b2927	8527
gene-b2928	786
gene-b2929	855
gene-b2930	158
gene-b4465	121
gene-b2933	174
gene-b2934	22
gene-b2935	31126
gene-b2936	4132
gene-b2937	5174
gene-b2938	15801
gene-b2939	957
gene-b2940	2539
gene-b2941	61
gene-b2942	1591
gene-b2943	685
gene-b2944	89
gene-b2945	68
gene-b2946	1476
