Geneid	1714__30min_-_N=3_library-read-1.fastq.gz
gene-b2944	46
gene-b2945	166
gene-b2946	931
gene-b2947	3322
gene-b2948	859
gene-b2949	274
gene-b2950	194
gene-b2951	641
gene-b2952	399
gene-b2953	89
gene-b2954	257
gene-b2955	123
gene-b2956	135
gene-b2957	641
gene-b2958	6942
gene-b2959	9999
gene-b2960	11822
gene-b2961	571
gene-b2962	191
gene-b2963	263
gene-b2964	8326
gene-b2965	181
gene-b2966	337
gene-b2967	24
gene-b2968	172
gene-b2971	5
gene-b2972	81
gene-b4466	2647
gene-b2975	1882
gene-b2976	5383
gene-b2977	1508
gene-b4467	1388
gene-b4468	560
gene-b2979	1403
gene-b2980	5221
gene-b2981	395
gene-b2982	75
gene-b2983	75
gene-b2984	8
gene-b2985	4
gene-b2986	13
gene-b2987	188
gene-b2988	5206
gene-b2989	2304
gene-b2990	105
gene-b2991	445
gene-b2992	788
gene-b2993	495
gene-b2994	1288
gene-b2995	213
gene-b2996	88
gene-b2997	146
gene-b2998	144
gene-b4755	2201
gene-b3001	8035
gene-b3002	929
gene-b3003	7488
gene-b3005	9307
gene-b3006	12393
gene-b3008	741
gene-b3009	8382
gene-b3010	3842
gene-b3011	1617
gene-b3012	15952
gene-b3013	224
gene-b3014	14
gene-b4469	163
gene-b3017	675
gene-b3018	441
gene-b3019	1879
gene-b3020	1235
gene-b3021	24308
gene-b3022	4025
gene-b3023	3917
gene-b3024	14943
gene-b3025	130
gene-b3026	960
gene-b3027	55
gene-b3028	2770
gene-b3029	10641
gene-b3030	2621
gene-b3031	1046
gene-b3032	3327
gene-b3033	1167
gene-b3034	970
gene-b3035	3680
gene-b3036	887
gene-b3037	3944
gene-b3038	4181
gene-b3039	839
gene-b3040	11162
gene-b4756	668
gene-b3041	16619
gene-b3042	876
gene-b3043	27
gene-b3044	14
gene-b3045	74
gene-b3047	9
gene-b3048	375
gene-b3049	34665
gene-b3050	228
gene-b3051	127
gene-b4447	851
gene-b4664	756
gene-b4611	308
gene-b4666	266
gene-b3052	2063
gene-b3053	2967
gene-b3054	2408
gene-b3055	2235
gene-b3056	4654
gene-b3057	951
gene-b3058	376
gene-b3059	2050
gene-b3060	257
gene-b3061	11
gene-b3062	36
gene-b3063	105
gene-b3064	794
gene-b3065	929
gene-b3066	7895
gene-b3067	114353
gene-b3068	2174
gene-b3069	28
gene-b3070	366
gene-b3071	1939
gene-b3072	993
gene-b3073	103699
gene-b3074	2012
gene-b3075	161
gene-b3076	193
gene-b3077	26
gene-b3078	79
gene-b3079	41
gene-b3080	208
gene-b3081	3661
gene-b3082	253
gene-b3083	128
gene-b3084	259
gene-b3085	93
gene-b3086	14
gene-b3087	9442
gene-b3088	43
gene-b3089	20088
gene-b3090	776
gene-b3091	6338
gene-b3092	7348
gene-b3093	5609
gene-b3094	7289
gene-b3095	8872
gene-b3096	2980
gene-b3097	20246
gene-b3098	17574
gene-b3099	36521
gene-b3100	21192
gene-b3101	455
gene-b3102	22692
gene-b3103	2795
gene-b3104	378
gene-b3105	387
gene-b3106	317
gene-b3107	273
gene-b4470	284
gene-b3110	84
gene-b4471	363
gene-b3113	205
gene-b3114	307
gene-b3115	155
gene-b3116	501
gene-b3117	142
gene-b3118	86
gene-b3119	5
gene-b3120	57
gene-b3121	52
gene-b3123	5036
gene-b3124	1785
gene-b3125	390
gene-b3126	232
gene-b3127	217
gene-b3128	976
gene-b3129	5226
gene-b3130	4610
gene-b3131	1460
gene-b3132	127
gene-b3133	121
gene-b3136	54
gene-b3137	1
gene-b3138	20
gene-b3139	32
gene-b3140	861
gene-b3141	238
gene-b3142	231
gene-b3143	222
gene-b3144	21899
gene-b3145	697
gene-b3146	333
gene-b3147	2683
gene-b3148	287
gene-b3149	651
gene-b3150	587
gene-b3151	914
gene-b3152	5456
gene-b3153	1769
gene-b3154	804
gene-b3155	1023
gene-b3156	3830
gene-b3157	5619
gene-b3158	21
gene-b3159	140
gene-b3160	2403
gene-b3161	468
gene-b3162	28997
gene-b4685	2090
gene-b3163	18819
gene-b3164	8864
gene-b4449	629
gene-b3165	3357
gene-b3166	2033
gene-b3167	1622
gene-b3168	13882
gene-b3169	7864
gene-b3170	1755
gene-b3171	311
gene-b3172	2425
gene-b3173	588
gene-b3174	521
gene-b3175	1278
gene-b3176	3173
gene-b3177	994
gene-b3178	147191
gene-b3179	66396
gene-b3180	2330
gene-b3181	1520
gene-b3182	377
gene-b3183	34912
gene-b3184	5752
gene-b3185	8206
gene-b3186	8547
gene-b3187	3257
gene-b3188	34
gene-b3189	551
gene-b3190	132
gene-b3191	2368
gene-b3192	7167
gene-b3193	1875
gene-b3194	1260
gene-b3195	2159
gene-b3196	939
gene-b3197	2719
gene-b3198	5525
gene-b3199	11031
gene-b3200	6574
gene-b3201	7525
gene-b3202	16691
gene-b3203	3256
gene-b3204	2820
gene-b3205	1963
gene-b3206	594
gene-b3207	115746
gene-b3208	38755
gene-b3209	812
gene-b4450	430
gene-b3210	4445
gene-b3211	16
gene-b3212	1902
gene-b3213	995
gene-b3214	138
gene-b3215	127
gene-b3216	840
gene-b3218	34
gene-b3219	624
gene-b3220	717
gene-b3221	613
gene-b3222	3002
gene-b3223	1522
gene-b3224	7446
gene-b3225	18132
gene-b3226	776
gene-b3227	113
gene-b3228	1898
gene-b3229	5392
gene-b3230	3515
gene-b3231	2323
gene-b3232	331
gene-b3233	22399
gene-b3234	4533
gene-b3235	1989
gene-b3236	18274
gene-b3237	750
gene-b3238	1371
gene-b3239	4091
gene-b3240	545
gene-b3241	142
gene-b3242	231
gene-b3243	670
gene-b3244	8201
gene-b4472	2455
gene-b3247	3191
gene-b3248	2734
gene-b3249	577
gene-b3250	445
gene-b3251	4240
gene-b3252	3230
gene-b3253	6647
gene-b3255	953
gene-b3256	3166
gene-b3257	1
gene-b3258	3896
gene-b3259	4224
gene-b3260	766
gene-b3261	263
gene-b3262	40
gene-b3263	35
gene-b3264	30
gene-b3265	37
gene-b3266	576
gene-b3267	168
gene-b3269	570
gene-b3270	196
gene-b3271	402
gene-b3272	1212
gene-b3273	84
gene-b3274	99
gene-b3275	46595
gene-b3276	2
gene-b3277	5
gene-b3278	60720
gene-b3279	4535
gene-b3280	5199
gene-b3281	12970
gene-b3282	2044
gene-b3283	14777
gene-b3284	18350
gene-b4473	4717
gene-b3287	32691
gene-b3288	38950
gene-b3289	5283
gene-b3290	7556
gene-b3291	24516
gene-b4550	10784
gene-b3292	8640
gene-b3293	12006
gene-b3294	21982
gene-b3295	47499
gene-b3296	31897
gene-b3297	23514
gene-b3298	16917
gene-b3299	7699
gene-b3300	184726
gene-b3301	34106
gene-b3302	39908
gene-b3303	45733
gene-b3304	41776
gene-b3305	28902
gene-b3306	22761
gene-b3307	16126
gene-b3308	38835
gene-b3309	47775
gene-b3310	16322
gene-b3311	9926
gene-b3312	2578
gene-b3313	6842
gene-b3314	14131
gene-b3315	8103
gene-b3316	2470
gene-b3317	2600
gene-b3318	1565
gene-b3319	1708
gene-b3320	3719
gene-b3321	1785
gene-b3322	129
gene-b3323	79
gene-b3324	42
gene-b3325	118
gene-b3326	48
gene-b3327	108
gene-b3328	4
gene-b3329	30
gene-b3330	36
gene-b3331	57
gene-b3332	348
gene-b3333	318
gene-b3334	245
gene-b3335	975
gene-b3336	3829
gene-b3337	1192
gene-b3338	1243
gene-b3339	79721
gene-b3340	275704
gene-b3341	30726
gene-b3342	20498
gene-b3343	1211
gene-b3344	254
gene-b3345	575
gene-b3346	3674
gene-b3347	15860
gene-b3348	341
gene-b3349	5958
gene-b4551	242
gene-b3350	1926
gene-b3351	251
gene-b3352	934
gene-b3353	682
gene-b3354	248
gene-b3355	922
gene-b3356	291
gene-b3357	6613
gene-b3358	376
gene-b3359	552
gene-b3360	5482
gene-b3361	29622
gene-b3362	12782
gene-b3363	3405
gene-b3364	438
gene-b3365	403
gene-b3366	27
gene-b3367	329
gene-b3368	1583
gene-b3369	16
gene-b3370	14
gene-b3371	389
gene-b4474	214
gene-b3374	303
gene-b3375	504
gene-b3376	431
gene-b3377	187
gene-b3378	51
gene-b3379	103
gene-b3380	33
gene-b3381	109
gene-b3382	246
gene-b3383	287
gene-b3384	2850
gene-b3385	347
gene-b3386	781
gene-b3387	1024
gene-b3388	8598
gene-b3389	4256
gene-b3390	2597
gene-b3391	51
gene-b3392	0
gene-b3393	2
gene-b3394	7
gene-b3395	23
gene-b3396	477
gene-b3397	1264
gene-b3398	858
gene-b3399	2188
gene-b3400	8588
gene-b3401	12607
gene-b3402	1756
gene-b3403	10591
gene-b3404	7435
gene-b3405	3647
gene-b3406	125
gene-b3407	414
gene-b3408	429
gene-b3409	1930
gene-b3410	170
gene-b3411	125
gene-b3412	133
gene-b3413	1137
gene-b3414	7772
gene-b3415	2627
gene-b3416	2350
gene-b3417	3824
gene-b3418	4896
gene-b4475	3906
gene-b3421	6479
gene-b3422	484
gene-b3424	744
gene-b3425	430
gene-b3426	336562
gene-b3427	12071
gene-b3428	18131
gene-b3429	13102
gene-b3430	10273
gene-b3431	11005
gene-b3432	9434
gene-b3433	7743
gene-b3434	249
gene-b4476	472
gene-b3437	625
gene-b3438	2779
gene-b3439	2267
gene-b3440	3348
gene-b4451	222
gene-b3441	38
gene-b3442	37
gene-b3444	0
gene-b3445	0
gene-b4612	42
gene-b3446	738
gene-b3447	871
gene-b3448	83761
gene-b3449	17150
gene-b3450	946
gene-b3451	616
gene-b3452	639
gene-b3453	7866
gene-b3454	234
gene-b3455	165
gene-b3456	258
gene-b3457	337
gene-b3458	483
gene-b3459	44
gene-b3460	683
gene-b3461	74908
gene-b3462	9907
gene-b3463	8585
gene-b3464	4039
gene-b3465	373
gene-b3466	235
gene-b3467	175
gene-b3468	1012
gene-b3469	1251
gene-b3470	473
gene-b3471	237
gene-b3472	1272
gene-b3473	244
gene-b3474	5809
gene-b3475	1640
gene-b3476	54
gene-b3477	9
gene-b3478	26
gene-b3479	44
gene-b3480	181
gene-b3481	1768
gene-b3482	305
gene-b3483	4
gene-b3484	148
gene-b3485	250
gene-b3486	1425
gene-b3487	2674
gene-b3488	685
gene-b3491	10850
gene-b3492	956
gene-b3493	20910
gene-b3494	31802
gene-b3495	23455
gene-b3496	18129
gene-b3497	2986
gene-b3498	22754
gene-b3499	2722
gene-b3500	3284
gene-b4613	405
gene-b4712	33
gene-b4713	74
gene-b3501	46
gene-b3502	530
gene-b3503	84
gene-b3505	188
gene-b3506	73501
gene-b3507	1256
gene-b3508	2555
gene-b3509	169884
gene-b3510	223752
gene-b3511	52820
gene-b4704	4026
gene-b3512	44667
gene-b4718	16430
gene-b3513	1115
gene-b3514	1252
gene-b3515	7146
gene-b4452	4022
gene-b3516	19146
gene-b3517	64783
gene-b3518	487
gene-b3519	14345
gene-b3520	1172
gene-b3521	32
gene-b3522	15718
gene-b3523	727
gene-b3524	33921
gene-b3525	119
gene-b3526	618
gene-b3527	1956
gene-b3528	11368
gene-b3529	3581
gene-b3530	5321
gene-b3531	60
gene-b3532	340
gene-b3533	232
gene-b3535	933
gene-b3536	1581
gene-b3537	307
gene-b3538	460
gene-b4453	409
gene-b4454	93
gene-b3539	175
gene-b3540	219
gene-b3541	139
gene-b3542	78
gene-b3543	59
gene-b3544	1917
gene-b3545	103
gene-b3546	1108
gene-b3547	272
gene-b3548	6613
gene-b3549	394
gene-b3550	330
gene-b3551	3174
gene-b3552	204
gene-b3553	806
gene-b3554	16426
gene-b3555	10771
gene-b3556	746
gene-b4455	12
gene-b3557	42
gene-b3558	70
gene-b3559	7386
gene-b3560	2600
gene-b4553	69
gene-b3561	252
gene-b3562	5
gene-b3563	61
gene-b3564	9950
gene-b3565	5088
gene-b3566	283
gene-b3567	104
gene-b3568	510
gene-b3569	497
gene-b3570	7148
gene-b3571	1051
gene-b3572	3903
gene-b3573	43
gene-b3574	434
gene-b3575	77
gene-b3576	14
gene-b3577	20
gene-b3578	77
gene-b3579	68
gene-b3580	90
gene-b3581	40
gene-b3582	57
gene-b3583	271
gene-b3584	424
gene-b3585	469
gene-b3586	315
gene-b3587	30
gene-b3588	18043
gene-b3589	2
gene-b3590	1116
gene-b3591	631
gene-b3592	2325
gene-b3593	1348
gene-b3594	2163
gene-b3596	14
gene-b4615	18
gene-b3597	3197
gene-b3598	2751
gene-b3599	36672
gene-b3600	25958
gene-b3601	57506
gene-b4554	64260
gene-b3602	948
gene-b3603	3861
gene-b3604	1792
gene-b3605	1486
gene-b3606	256
gene-b3607	2115
gene-b3608	97104
gene-b3609	174456
gene-b3610	8874
gene-b3611	3488
gene-b3612	5144
gene-b3613	441
gene-b3614	310
gene-b3615	143
gene-b3616	8842
gene-b3617	4870
gene-b3618	312
gene-b3619	19732
gene-b3620	3251
gene-b3621	452
gene-b3622	489
gene-b3623	349
gene-b3624	219
gene-b3625	304
gene-b3626	498
gene-b3627	624
gene-b3628	906
gene-b3629	779
gene-b3630	518
gene-b3631	1771
gene-b3632	1278
gene-b3633	907
gene-b3634	811
gene-b3635	1057
gene-b3636	1614
gene-b3637	1538
gene-b3638	138
gene-b3639	1021
gene-b3640	456
gene-b3641	126
gene-b3642	112
gene-b3643	426
gene-b3644	2239
gene-b3645	366
gene-b3646	20
gene-b3647	179
gene-b3648	8637
gene-b3649	8318
gene-b3650	3994
gene-b3651	72
gene-b3652	469
gene-b3653	4247
gene-b3654	164
gene-b3655	8188
gene-b3656	532
gene-b3657	97
gene-b3658	18
gene-b3659	81
gene-b3660	865
gene-b3661	1330
gene-b4555	69
gene-b3662	238
gene-b3663	1072
gene-b3664	285
gene-b3665	263
gene-b3666	140
gene-b3667	135
gene-b3668	152
gene-b3669	435
gene-b3670	1142
gene-b3671	3720
gene-b3672	212
gene-b4616	77
gene-b4618	2223
gene-b3673	644
gene-b3674	866
gene-b3675	635
gene-b3676	893
gene-b3677	87
gene-b3678	234
gene-b3679	81
gene-b3680	78
gene-b3681	19
gene-b3682	24
gene-b3683	39
gene-b3684	396
gene-b3685	2096
gene-b3686	3897
gene-b3687	25047
gene-b3688	978
gene-b3689	694
gene-b3690	34
gene-b3691	127
gene-b4478	241
gene-b4477	121
gene-b3693	579
gene-b4479	635
gene-b3696	702
gene-b3697	1349
gene-b3698	1415
gene-b3699	11555
gene-b3700	1824
gene-b3701	4295
gene-b3702	6446
gene-b4757	525
gene-b3703	8448
gene-b3704	7462
gene-b4557	94
gene-b3705	1544
gene-b3706	4432
gene-b3707	326
gene-b3708	5021
gene-b3709	648
gene-b3710	77
gene-b3711	443
gene-b3712	994
gene-b3713	2118
gene-b3714	393
gene-b3715	381
gene-b3716	134
gene-b3717	265
gene-b3718	121
gene-b3719	131
gene-b3720	41
gene-b3721	20
gene-b3722	94
gene-b3723	34
gene-b3724	1005
gene-b3725	2673
gene-b3726	786
gene-b3727	992
gene-b3728	3437
gene-b3729	24500
gene-b3730	6263
gene-b3731	1945
gene-b3732	9048
gene-b3733	5820
gene-b3734	5665
gene-b3735	1238
gene-b3736	1090
gene-b3737	1736
gene-b3738	1574
gene-b3739	290
gene-b3740	98
gene-b3741	1301
gene-b3742	550
gene-b3743	420
gene-b3744	396
gene-b3745	641
gene-b3746	2238
gene-b3747	2765
gene-b3748	4738
gene-b3749	2375
gene-b3750	963
gene-b3751	2019
gene-b3752	315
gene-b3753	283
gene-b3754	316
gene-b3755	795
gene-b3756	363598
gene-b3757	574
gene-b3758	210865
gene-b3759	857
gene-b3760	801
gene-b3761	1656
gene-b4480	531
gene-b3764	3521
gene-b3765	1841
gene-b3766	967
gene-b4669	61
gene-b3769	139
gene-b3770	1189
gene-b3771	1913
gene-b3772	1241
gene-b3773	1190
gene-b3774	440
gene-b3775	290
gene-b3778	1049
gene-b3779	3068
gene-b3780	10481
gene-b3781	14277
gene-b3782	2470
gene-b3783	17639
gene-b3784	2056
gene-b3785	1339
gene-b3786	626
gene-b3787	293
gene-b3788	600
gene-b3789	830
gene-b3790	768
gene-b3791	2703
gene-b3792	1469
gene-b4481	1399
gene-b3793	1024
gene-b3794	461
gene-b3795	2615
gene-b3796	1168
gene-b3797	2212
gene-b3798	825
gene-b3799	191
gene-b3800	77
gene-b3801	607
gene-b4456	2179
gene-b3802	1398
gene-b3803	1730
gene-b3804	2074
gene-b3805	5445
gene-b3806	28521
gene-b3807	279
gene-b3808	182
gene-b4558	913
gene-b3809	1216
gene-b3810	261
gene-b3811	118
gene-b3812	473
gene-b3813	2111
gene-b4482	142
gene-b3816	11711
gene-b3817	161
gene-b3818	8
gene-b3819	264
gene-b3820	920
gene-b3821	353
gene-b3822	121
gene-b3823	248
gene-b3824	343
gene-b3825	1013
gene-b3826	615
gene-b3827	135
gene-b3828	97
gene-b3829	615
gene-b3830	7402
gene-b3831	3944
gene-b3832	706
gene-b3833	1392
gene-b3834	959
gene-b4707	328
gene-b3835	1057
gene-b3836	2540
gene-b3838	1164
gene-b3839	120
gene-b4483	218
gene-b3842	452
gene-b3843	9325
gene-b3844	3454
gene-b3845	5783
gene-b3846	10605
gene-b3847	1496
gene-b3848	703
gene-b3849	5884
gene-b3850	514
gene-b3851	116497
gene-b3852	6
gene-b3853	0
gene-b3854	315814
gene-b3855	1294
gene-b3856	632
gene-b3857	348
gene-b3858	416
gene-b3859	1293
gene-b3860	3440
gene-b3861	58
gene-b3862	68
gene-b3863	5348
gene-b3864	169
gene-b3865	779
gene-b4457	27581
gene-b3866	1276
gene-b3867	3504
gene-b4686	3031
gene-b3868	3060
gene-b3869	2298
gene-b3870	512
gene-b3871	21611
gene-b3872	299
gene-b3873	508
gene-b3874	36
gene-b3875	81
gene-b3876	1406
gene-b3877	76
gene-b3878	204
gene-b3879	40
gene-b3880	277
gene-b3881	142
gene-b3882	130
gene-b3883	933
gene-b3884	933
gene-b3885	2876
gene-b3886	7150
gene-b3887	4442
gene-b3888	5845
gene-b3889	40
gene-b3890	225
gene-b3891	928
gene-b3892	1764
gene-b3893	3594
gene-b3894	11013
gene-b3895	1628
gene-b3896	29
gene-b3897	58
gene-b3898	162
gene-b3899	186
gene-b3900	18
gene-b3901	22
gene-b3902	0
gene-b3903	15
gene-b3904	2
gene-b3905	110
gene-b3906	468
gene-b3907	567
gene-b3908	7463
gene-b3909	519
gene-b3910	4522
gene-b3911	3644
gene-b3912	2751
gene-b4484	5994
gene-b4716	5263
gene-b3915	3712
gene-b3916	20766
gene-b3917	132
gene-b3918	277
gene-b3919	6940
gene-b3920	109
gene-b3921	804
gene-b3922	7803
gene-b3923	14239
gene-b3924	4361
gene-b3925	5134
gene-b3926	112896
gene-b3927	132409
gene-b3928	2915
gene-b3929	4500
gene-b3930	696
gene-b3931	30118
gene-b3932	8989
gene-b3933	1596
gene-b3934	907
gene-b3935	433
gene-b3936	14373
gene-b3937	543
gene-b3938	1257
gene-b3939	101
gene-b3940	1023
gene-b3941	814
gene-b3942	7682
gene-b3943	215
gene-b3944	7
gene-b3945	710
gene-b3946	167
gene-b3947	349
gene-b3949	15
gene-b3950	7
gene-b3951	471
gene-b3952	189
gene-b3953	42
gene-b3954	185
gene-b3955	1239
gene-b3956	5229
gene-b3957	2486
gene-b3958	135
gene-b3959	830
gene-b3960	4733
gene-b4458	0
gene-b3961	441
gene-b3962	6216
gene-b3963	4432
gene-b3964	6035
gene-b3965	19732
gene-b3966	2571
gene-b3967	1331
gene-b3968	2552
gene-b3969	1070
gene-b3970	507
gene-b3971	61
gene-b3972	766
gene-b3973	1542
gene-b3974	349
gene-b3976	98
gene-b3977	190
gene-b3978	196
gene-b3979	150
gene-b3980	4241
gene-b3981	18077
gene-b3982	9277
gene-b3983	5580
gene-b3984	17809
gene-b3985	16547
gene-b3986	87743
gene-b3987	147983
gene-b3988	166712
gene-b3989	150
gene-b4691	404
gene-b3990	5201
gene-b3991	3399
gene-b4407	3285
gene-b3992	9503
gene-b3993	3408
gene-b3994	18559
gene-b3995	5662
gene-b3996	2472
gene-b3997	1475
gene-b3998	1018
gene-b3999	967
gene-b4000	2632
gene-b4001	682
gene-b4002	463
gene-b4003	234
gene-b4004	946
gene-b4005	588
gene-b4006	176
gene-b4007	763
gene-b4008	230
gene-b4009	634
gene-b4010	7
gene-b4011	574
gene-b4012	676
gene-b4013	252
gene-b4014	64667
gene-b4015	56565
gene-b4016	52771
gene-b4017	33
gene-b4018	345
gene-b4019	2274
gene-b4020	2918
gene-b4021	275
gene-b4022	1089
gene-b4023	342
gene-b4024	1597
gene-b4025	22768
gene-b4026	1791
gene-b4027	12
gene-b4028	7
gene-b4029	420
gene-b4620	288
gene-b4030	186
gene-b4031	624
gene-b4032	346
gene-b4033	68
gene-b4034	175
gene-b4035	3
gene-b4036	205
gene-b4037	617
gene-b4039	891
gene-b4040	3106
gene-b4041	13974
gene-b4042	1875
gene-b4043	17799
gene-b4044	4847
gene-b4045	2590
gene-b4046	732
gene-b4047	2
gene-b4048	19
gene-b4049	525
gene-b4050	358
gene-b4051	13931
gene-b4052	942
gene-b4053	175
gene-b4054	288
gene-b4621	32
gene-b4055	144
gene-b4056	5545
gene-b4057	6835
gene-b4058	33041
gene-b4059	3059
gene-b4060	62
gene-b4061	5793
gene-b4062	4418
gene-b4063	2385
gene-b4459	1989
gene-b4064	181
gene-b4065	1861
gene-b4066	93
gene-b4067	3674
gene-b4068	1304
gene-b4069	29161
gene-b4070	74
gene-b4071	44
gene-b4072	41
gene-b4073	59
gene-b4074	114
gene-b4075	10
gene-b4076	14
gene-b4077	656
gene-b4078	212
gene-b4079	990
gene-b4080	44
gene-b4081	94
gene-b4082	91
gene-b4622	1
gene-b4083	29
gene-b4084	894
gene-b4085	171
gene-b4086	102
gene-b4087	76
gene-b4088	88
gene-b4089	513
gene-b4090	220
gene-b4487	422
gene-b4092	1355
gene-b4093	364
gene-b4094	156
gene-b4095	101
gene-b4096	197
gene-b4097	130
gene-b4098	11
gene-b4099	17
gene-b4100	21
gene-b4101	46
gene-b4102	37
gene-b4105	66
gene-b4106	64
gene-b4107	13530
gene-b4108	8142
gene-b4109	107
gene-b4110	90
gene-b4111	1714
gene-b4703	258
gene-b4112	1076
gene-b4113	2715
gene-b4114	1325
gene-b4115	264
gene-b4116	207
gene-b4117	432
gene-b4118	569
gene-b4119	2662
gene-b4120	1235
gene-b4121	141
gene-b4122	330
gene-b4123	35
gene-b4124	614
gene-b4125	318
gene-b4126	827
gene-b4127	3064
gene-b4128	287
gene-b4559	196
gene-b4129	2383
gene-b4130	439
gene-b4131	440
gene-b4132	87
gene-b4133	636
gene-b4134	392
gene-b4135	4817
gene-b4136	504
gene-b4137	196
gene-b4138	8224
gene-b4139	18089
gene-b4140	47921
gene-b4141	4938
gene-b4142	61889
gene-b4143	323151
gene-b4144	747
gene-b4145	326
gene-b4146	677
gene-b4147	2382
gene-b4410	320
gene-b4411	3089
gene-b4148	1652
gene-b4149	4571
gene-b4150	201
gene-b4151	2599
gene-b4152	4203
gene-b4153	8175
gene-b4154	15646
gene-b4155	734
gene-b4156	248
gene-b4157	82
gene-b4158	115
gene-b4159	1037
gene-b4160	1203
gene-b4161	3926
gene-b4162	382
gene-b4163	58
gene-b4164	189
gene-b4165	241
gene-b4670	44
gene-b4166	5314
gene-b4167	18462
gene-b4168	1195
gene-b4169	1583
gene-b4170	1239
gene-b4171	23544
gene-b4172	7932
gene-b4173	12444
gene-b4174	15193
gene-b4175	3915
gene-b4176	30
gene-b4177	10500
gene-b4178	4777
gene-b4179	23609
gene-b4180	3271
gene-b4181	8
gene-b4182	98
gene-b4183	18
gene-b4184	16
gene-b4185	18
gene-b4186	156
gene-b4187	81452
gene-b4188	32381
gene-b4189	9139
gene-b4190	727
gene-b4191	430
gene-b4192	1141
gene-b4193	159
gene-b4194	120
gene-b4195	220
gene-b4196	289
gene-b4197	690
gene-b4198	339
gene-b4199	8914
gene-b4200	1497
gene-b4201	845
gene-b4202	930
gene-b4203	9905
gene-b4204	26
gene-b4206	1407
gene-b4207	690
gene-b4208	11340
gene-b4209	1324
gene-b4210	827
gene-b4211	86
gene-b4212	1336
gene-b4213	1024
gene-b4214	106364
gene-b4215	686
gene-b4216	1279
gene-b4217	3782
gene-b4218	2954
gene-b4219	3553
gene-b4220	639
gene-b4221	2378
gene-b4222	479
gene-b4223	341
gene-b4224	4655
gene-b4225	5396
gene-b4226	3492
gene-b4227	12116
gene-b4485	6597
gene-b4230	2924
gene-b4231	2505
gene-b4232	6555
gene-b4233	2394
gene-b4234	27137
gene-b4235	5616
gene-b4237	1208
gene-b4238	15438
gene-b4239	303
gene-b4240	773
gene-b4241	577
gene-b4702	1215
gene-b4242	1124
gene-b4243	342
gene-b4244	73
gene-b4245	80
gene-b4246	100
gene-b4248	873
gene-b4249	77
gene-b4251	136
gene-b4252	2946
gene-b4253	367
gene-b4254	395
gene-b4255	3173
gene-b4256	154
gene-b4257	184
gene-b4258	11649
gene-b4259	993
gene-b4260	12517
gene-b4261	7684
gene-b4262	11379
gene-b4263	8625
gene-b4264	115
gene-b4265	235
gene-b4266	116
gene-b4267	145
gene-b4268	779
gene-b4269	4834
gene-b4270	34
gene-b4272	5
gene-b4273	434
gene-b4277	54
gene-b4278	1237
gene-b4279	1254
gene-b4280	1116
gene-b4655	6
gene-b4284	153
gene-b4287	105
gene-b4288	116
gene-b4289	76
gene-b4290	175
gene-b4291	616
gene-b4292	1520
gene-b4293	1844
gene-b4294	676
gene-b4295	3668
gene-b4296	116
gene-b4297	673
gene-b4298	251
gene-b4299	176
gene-b4300	1096
gene-b4301	1100
gene-b4302	782
gene-b4624	737
gene-b4303	2458
gene-b4304	4142
gene-b4565	1462
gene-b4305	6433
gene-b4306	112
gene-b4307	80
gene-b4566	122
gene-b4309	257
gene-b4310	3255
gene-b4311	73
gene-b4312	65
gene-b4313	128
gene-b4314	655
gene-b4315	73
gene-b4316	40
gene-b4317	183
gene-b4318	30
gene-b4319	83
gene-b4320	458
gene-b4321	552
gene-b4322	1260
gene-b4323	1673
gene-b4324	4707
gene-b4325	42
gene-b4720	10
gene-b4721	71
gene-b4722	83
gene-b4326	585
gene-b4327	981
gene-b4328	337
gene-b4329	25
gene-b4330	6
gene-b4331	73
gene-b4332	523
gene-b4333	162
gene-b4715	232
gene-b4334	120
gene-b4335	758
gene-b4336	3994
gene-b4337	295
gene-b4340	999
gene-b4341	11
gene-b4342	402
gene-b4345	22
gene-b4346	1568
gene-b4347	147
gene-b4625	16
gene-b4348	162
gene-b4349	526
gene-b4350	938
gene-b4351	681
gene-b4352	527
gene-b4353	58
gene-b4354	706
gene-b4355	712
gene-b4356	1158
gene-b4357	188
gene-b4358	46
gene-b4359	3146
gene-b4360	178
gene-b4361	1140
gene-b4362	1349
gene-b4363	171
gene-b4364	243
gene-b4365	1
gene-b4366	998
gene-b4367	10431
gene-b4567	12674
gene-b4368	8321
gene-b4369	4525
gene-b4370	1328
gene-b4371	1005
gene-b4372	213
gene-b4373	962
gene-b4374	3141
gene-b4375	474
gene-b4376	142359
gene-b4568	12158
gene-b4377	4291
gene-b4378	1866
gene-b4379	291
gene-b4380	12579
gene-b4381	19488
gene-b4382	20078
gene-b4383	42133
gene-b4384	27175
gene-b4385	755
gene-b4386	480
gene-b4387	509
gene-b4388	635
gene-b4389	1393
gene-b4390	7768
gene-b4391	5349
gene-b4392	5271
gene-b4393	490
gene-b4394	465
gene-b4395	14298
gene-b4396	29417
gene-b4397	472
gene-b4398	334
gene-b4399	412
gene-b4400	445
gene-b4401	139119
gene-b4402	6012
gene-b4403	328
