Geneid	1714__ROC_MOXI_library-read-1.fastq.gz
gene-b2920	198
gene-b2921	409
gene-b2922	2996
gene-b2923	785
gene-b2924	1935
gene-b2925	162057
gene-b2926	65739
gene-b2927	13598
gene-b2928	1010
gene-b2929	1105
gene-b2930	238
gene-b4465	162
gene-b2933	227
gene-b2934	48
gene-b2935	42563
gene-b2936	6332
gene-b2937	8429
gene-b2938	24735
gene-b2939	1654
gene-b2940	3489
gene-b2941	80
gene-b2942	2160
gene-b2943	751
gene-b2944	191
gene-b2945	128
gene-b2946	1887
gene-b2947	5935
gene-b2948	3995
gene-b2949	1286
gene-b2950	654
gene-b2951	2974
gene-b2952	2044
gene-b2953	717
gene-b2954	3068
gene-b2955	1586
gene-b2956	345
gene-b2957	681
gene-b2958	4338
gene-b2959	5170
gene-b2960	6461
gene-b2961	1440
gene-b2962	894
gene-b2963	1257
gene-b2964	38663
gene-b2965	1088
gene-b2966	148
gene-b2967	31
gene-b2968	301
gene-b2971	61
gene-b2972	111
gene-b4466	978
gene-b2975	111
gene-b2976	1582
gene-b2977	290
gene-b4467	370
gene-b4468	35
gene-b2979	95
gene-b2980	15149
gene-b2981	1676
gene-b2982	326
gene-b2983	165
gene-b2984	29
gene-b2985	16
gene-b2986	26
gene-b2987	72
gene-b2988	6591
gene-b2989	1702
gene-b2990	484
gene-b2991	1742
gene-b2992	2647
gene-b2993	1519
gene-b2994	5980
gene-b2995	2919
gene-b2996	3319
gene-b2997	1907
gene-b2998	10
gene-b4755	20
gene-b3001	21371
gene-b3002	6362
gene-b3003	146
gene-b3005	6595
gene-b3006	7278
gene-b3008	324
gene-b3009	4000
gene-b3010	1899
gene-b3011	2358
gene-b3012	677
gene-b3013	190
gene-b3014	131
gene-b4469	1663
gene-b3017	2954
gene-b3018	1368
gene-b3019	6846
gene-b3020	2368
gene-b3021	1725
gene-b3022	331
gene-b3023	282
gene-b3024	251
gene-b3025	235
gene-b3026	386
gene-b3027	49
gene-b3028	2980
gene-b3029	4844
gene-b3030	9123
gene-b3031	6430
gene-b3032	10255
gene-b3033	3626
gene-b3034	1050
gene-b3035	5711
gene-b3036	1148
gene-b3037	9703
gene-b3038	15147
gene-b3039	378
gene-b3040	1315
gene-b4756	505
gene-b3041	41950
gene-b3042	970
gene-b3043	85
gene-b3044	7
gene-b3045	17
gene-b3047	73
gene-b3048	384
gene-b3049	541
gene-b3050	334
gene-b3051	229
gene-b4447	159
gene-b4664	116
gene-b4611	369
gene-b4666	257
gene-b3052	4311
gene-b3053	5580
gene-b3054	2978
gene-b3055	11292
gene-b3056	5865
gene-b3057	1408
gene-b3058	1689
gene-b3059	1527
gene-b3060	352
gene-b3061	34
gene-b3062	36
gene-b3063	184
gene-b3064	2404
gene-b3065	10675
gene-b3066	6119
gene-b3067	28237
gene-b3068	708
gene-b3069	69
gene-b3070	1664
gene-b3071	1888
gene-b3072	897
gene-b3073	555
gene-b3074	112
gene-b3075	549
gene-b3076	416
gene-b3077	105
gene-b3078	189
gene-b3079	26
gene-b3080	160
gene-b3081	2804
gene-b3082	272
gene-b3083	190
gene-b3084	708
gene-b3085	242
gene-b3086	43
gene-b3087	8809
gene-b3088	178
gene-b3089	2089
gene-b3090	349
gene-b3091	18874
gene-b3092	23324
gene-b3093	10894
gene-b3094	2510
gene-b3095	2881
gene-b3096	2230
gene-b3097	1069
gene-b3098	1128
gene-b3099	2597
gene-b3100	1582
gene-b3101	61
gene-b3102	516
gene-b3103	191
gene-b3104	91
gene-b3105	629
gene-b3106	244
gene-b3107	416
gene-b4470	627
gene-b3110	198
gene-b4471	23725
gene-b3113	16736
gene-b3114	84616
gene-b3115	48597
gene-b3116	114187
gene-b3117	74473
gene-b3118	12292
gene-b3119	47
gene-b3120	56
gene-b3121	88
gene-b3123	1778
gene-b3124	601
gene-b3125	526
gene-b3126	898
gene-b3127	900
gene-b3128	946
gene-b3129	828
gene-b3130	1579
gene-b3131	1925
gene-b3132	733
gene-b3133	331
gene-b3136	54
gene-b3137	43
gene-b3138	11
gene-b3139	65
gene-b3140	116
gene-b3141	56
gene-b3142	172
gene-b3143	21
gene-b3144	817
gene-b3145	533
gene-b3146	492
gene-b3147	5298
gene-b3148	1110
gene-b3149	4714
gene-b3150	3849
gene-b3151	285
gene-b3152	385
gene-b3153	44
gene-b3154	70
gene-b3155	821
gene-b3156	2741
gene-b3157	3842
gene-b3158	62
gene-b3159	97
gene-b3160	1478
gene-b3161	300
gene-b3162	13609
gene-b4685	967
gene-b3163	23599
gene-b3164	45981
gene-b4449	2871
gene-b3165	17524
gene-b3166	6730
gene-b3167	3260
gene-b3168	26627
gene-b3169	21239
gene-b3170	11100
gene-b3171	128
gene-b3172	902
gene-b3173	294
gene-b3174	3189
gene-b3175	12038
gene-b3176	16617
gene-b3177	3324
gene-b3178	26704
gene-b3179	6908
gene-b3180	2242
gene-b3181	5542
gene-b3182	1454
gene-b3183	5155
gene-b3184	2979
gene-b3185	30567
gene-b3186	34130
gene-b3187	6245
gene-b3188	257
gene-b3189	5533
gene-b3190	2227
gene-b3191	2176
gene-b3192	5177
gene-b3193	4619
gene-b3194	2483
gene-b3195	4662
gene-b3196	1956
gene-b3197	8794
gene-b3198	8324
gene-b3199	3935
gene-b3200	3193
gene-b3201	5090
gene-b3202	18010
gene-b3203	4797
gene-b3204	5418
gene-b3205	3956
gene-b3206	989
gene-b3207	12586
gene-b3208	5328
gene-b3209	3205
gene-b4450	1080
gene-b3210	7184
gene-b3211	56
gene-b3212	5746
gene-b3213	1824
gene-b3214	139
gene-b3215	56
gene-b3216	457
gene-b3218	520
gene-b3219	242
gene-b3220	1993
gene-b3221	9049
gene-b3222	32430
gene-b3223	29948
gene-b3224	95405
gene-b3225	185847
gene-b3226	1563
gene-b3227	234
gene-b3228	8821
gene-b3229	18224
gene-b3230	53890
gene-b3231	33269
gene-b3232	874
gene-b3233	10725
gene-b3234	1084
gene-b3235	3547
gene-b3236	155782
gene-b3237	1061
gene-b3238	327
gene-b3239	57
gene-b3240	284
gene-b3241	117
gene-b3242	124
gene-b3243	370
gene-b3244	3090
gene-b4472	3285
gene-b3247	6422
gene-b3248	2935
gene-b3249	2623
gene-b3250	9372
gene-b3251	22344
gene-b3252	1924
gene-b3253	2487
gene-b3255	19099
gene-b3256	38904
gene-b3257	134
gene-b3258	1864
gene-b3259	3316
gene-b3260	5896
gene-b3261	2286
gene-b3262	123
gene-b3263	1150
gene-b3264	1316
gene-b3265	60
gene-b3266	321
gene-b3267	233
gene-b3269	71
gene-b3270	66
gene-b3271	62
gene-b3272	605
gene-b3273	295
gene-b3274	302
gene-b3275	5915
gene-b3276	5
gene-b3277	11
gene-b3278	6930
gene-b3279	4296
gene-b3280	3575
gene-b3281	4640
gene-b3282	2155
gene-b3283	7453
gene-b3284	6600
gene-b4473	1270
gene-b3287	4998
gene-b3288	8039
gene-b3289	4653
gene-b3290	3574
gene-b3291	2137
gene-b4550	1033
gene-b3292	1170
gene-b3293	1624
gene-b3294	123507
gene-b3295	245689
gene-b3296	187852
gene-b3297	99263
gene-b3298	73953
gene-b3299	25514
gene-b3300	317380
gene-b3301	68144
gene-b3302	119138
gene-b3303	163248
gene-b3304	105567
gene-b3305	84703
gene-b3306	82988
gene-b3307	46253
gene-b3308	136489
gene-b3309	185375
gene-b3310	53260
gene-b3311	199449
gene-b3312	52540
gene-b3313	191783
gene-b3314	398315
gene-b3315	257869
gene-b3316	80118
gene-b3317	91693
gene-b3318	64062
gene-b3319	78179
gene-b3320	197463
gene-b3321	74512
gene-b3322	75
gene-b3323	75
gene-b3324	58
gene-b3325	178
gene-b3326	143
gene-b3327	72
gene-b3328	7
gene-b3329	14
gene-b3330	43
gene-b3331	37
gene-b3332	273
gene-b3333	279
gene-b3334	67
gene-b3335	168
gene-b3336	405
gene-b3337	176
gene-b3338	379
gene-b3339	324232
gene-b3340	819542
gene-b3341	78358
gene-b3342	58882
gene-b3343	573
gene-b3344	940
gene-b3345	1299
gene-b3346	4972
gene-b3347	18623
gene-b3348	269
gene-b3349	17629
gene-b4551	404
gene-b3350	1361
gene-b3351	154
gene-b3352	3477
gene-b3353	2372
gene-b3354	303
gene-b3355	1056
gene-b3356	1412
gene-b3357	26053
gene-b3358	4222
gene-b3359	576
gene-b3360	524
gene-b3361	307
gene-b3362	235
gene-b3363	2326
gene-b3364	236
gene-b3365	310
gene-b3366	23
gene-b3367	98
gene-b3368	888
gene-b3369	3
gene-b3370	77
gene-b3371	176
gene-b4474	116
gene-b3374	210
gene-b3375	362
gene-b3376	215
gene-b3377	145
gene-b3378	34
gene-b3379	95
gene-b3380	112
gene-b3381	198
gene-b3382	389
gene-b3383	582
gene-b3384	10164
gene-b3385	2657
gene-b3386	3593
gene-b3387	2947
gene-b3388	7920
gene-b3389	7812
gene-b3390	6867
gene-b3391	100
gene-b3392	28
gene-b3393	87
gene-b3394	46
gene-b3395	96
gene-b3396	4124
gene-b3397	4449
gene-b3398	2972
gene-b3399	769
gene-b3400	1632
gene-b3401	3158
gene-b3402	1656
gene-b3403	162419
gene-b3404	8175
gene-b3405	2437
gene-b3406	248
gene-b3407	4801
gene-b3408	1702
gene-b3409	5904
gene-b3410	401
gene-b3411	183
gene-b3412	630
gene-b3413	891
gene-b3414	6341
gene-b3415	739
gene-b3416	1079
gene-b3417	1161
gene-b3418	27698
gene-b4475	822
gene-b3421	495
gene-b3422	140
gene-b3424	1956
gene-b3425	902
gene-b3426	115893
gene-b3427	6345
gene-b3428	5791
gene-b3429	3044
gene-b3430	3338
gene-b3431	2365
gene-b3432	4578
gene-b3433	6599
gene-b3434	991
gene-b4476	560
gene-b3437	231
gene-b3438	1527
gene-b3439	621
gene-b3440	1533
gene-b4451	40
gene-b3441	41
gene-b3442	26
gene-b3444	12
gene-b3445	30
gene-b4612	12
gene-b3446	25
gene-b3447	97
gene-b3448	510
gene-b3449	1025
gene-b3450	403
gene-b3451	403
gene-b3452	257
gene-b3453	507
gene-b3454	60
gene-b3455	62
gene-b3456	90
gene-b3457	83
gene-b3458	89
gene-b3459	252
gene-b3460	143
gene-b3461	18189
gene-b3462	4712
gene-b3463	5235
gene-b3464	5727
gene-b3465	494
gene-b3466	583
gene-b3467	633
gene-b3468	741
gene-b3469	33923
gene-b3470	1942
gene-b3471	9445
gene-b3472	13629
gene-b3473	1936
gene-b3474	106
gene-b3475	527
gene-b3476	42
gene-b3477	38
gene-b3478	22
gene-b3479	34
gene-b3480	112
gene-b3481	642
gene-b3482	98
gene-b3483	46
gene-b3484	117
gene-b3485	296
gene-b3486	2495
gene-b3487	1757
gene-b3488	176
gene-b3491	212
gene-b3492	880
gene-b3493	15670
gene-b3494	310
gene-b3495	20937
gene-b3496	6113
gene-b3497	1250
gene-b3498	7084
gene-b3499	2395
gene-b3500	4766
gene-b4613	554
gene-b4712	92
gene-b4713	73
gene-b3501	57
gene-b3502	578
gene-b3503	85
gene-b3505	966
gene-b3506	405
gene-b3507	108
gene-b3508	278
gene-b3509	3930
gene-b3510	5389
gene-b3511	239
gene-b4704	200
gene-b3512	590
gene-b4718	98
gene-b3513	238
gene-b3514	555
gene-b3515	261
gene-b4452	196
gene-b3516	1315
gene-b3517	346
gene-b3518	45
gene-b3519	419
gene-b3520	77
gene-b3521	294
gene-b3522	810
gene-b3523	61
gene-b3524	370
gene-b3525	106
gene-b3526	2342
gene-b3527	3612
gene-b3528	73409
gene-b3529	2606
gene-b3530	745
gene-b3531	58
gene-b3532	346
gene-b3533	219
gene-b3535	151
gene-b3536	708
gene-b3537	90
gene-b3538	410
gene-b4453	118
gene-b4454	30
gene-b3539	1412
gene-b3540	403
gene-b3541	106
gene-b3542	88
gene-b3543	109
gene-b3544	3461
gene-b3545	100
gene-b3546	3430
gene-b3547	1434
gene-b3548	183
gene-b3549	145
gene-b3550	293
gene-b3551	3180
gene-b3552	432
gene-b3553	4276
gene-b3554	4974
gene-b3555	67
gene-b3556	16179
gene-b4455	53
gene-b3557	83
gene-b3558	211
gene-b3559	41280
gene-b3560	8790
gene-b4553	16
gene-b3561	195
gene-b3562	19
gene-b3563	18
gene-b3564	716
gene-b3565	583
gene-b3566	938
gene-b3567	476
gene-b3568	331
gene-b3569	671
gene-b3570	11806
gene-b3571	335
gene-b3572	4026
gene-b3573	312
gene-b3574	735
gene-b3575	122
gene-b3576	40
gene-b3577	24
gene-b3578	54
gene-b3579	92
gene-b3580	130
gene-b3581	93
gene-b3582	69
gene-b3583	77
gene-b3584	34
gene-b3585	253
gene-b3586	143
gene-b3587	10
gene-b3588	600
gene-b3589	16
gene-b3590	2698
gene-b3591	1378
gene-b3592	202
gene-b3593	132
gene-b3594	497
gene-b3596	18
gene-b4615	12
gene-b3597	304
gene-b3598	213
gene-b3599	4941
gene-b3600	3092
gene-b3601	2990
gene-b4554	925
gene-b3602	407
gene-b3603	11115
gene-b3604	7125
gene-b3605	7543
gene-b3606	777
gene-b3607	3326
gene-b3608	32191
gene-b3609	59740
gene-b3610	19546
gene-b3611	17683
gene-b3612	4784
gene-b3613	1768
gene-b3614	1445
gene-b3615	559
gene-b3616	26820
gene-b3617	20958
gene-b3618	1712
gene-b3619	24677
gene-b3620	5754
gene-b3621	3337
gene-b3622	7769
gene-b3623	3222
gene-b3624	2152
gene-b3625	2594
gene-b3626	3388
gene-b3627	3843
gene-b3628	3736
gene-b3629	3481
gene-b3630	1454
gene-b3631	3802
gene-b3632	2536
gene-b3633	2222
gene-b3634	638
gene-b3635	570
gene-b3636	14974
gene-b3637	12844
gene-b3638	368
gene-b3639	7049
gene-b3640	3114
gene-b3641	1963
gene-b3642	430
gene-b3643	1719
gene-b3644	2562
gene-b3645	15502
gene-b3646	551
gene-b3647	370
gene-b3648	4565
gene-b3649	10895
gene-b3650	19268
gene-b3651	2093
gene-b3652	2352
gene-b3653	1404
gene-b3654	84
gene-b3655	1707
gene-b3656	334
gene-b3657	49
gene-b3658	53
gene-b3659	127
gene-b3660	391
gene-b3661	233
gene-b4555	31
gene-b3662	102
gene-b3663	391
gene-b3664	64
gene-b3665	716
gene-b3666	436
gene-b3667	297
gene-b3668	1038
gene-b3669	642
gene-b3670	285
gene-b3671	599
gene-b3672	53
gene-b4616	9
gene-b4618	1442
gene-b3673	4844
gene-b3674	1446
gene-b3675	350
gene-b3676	144
gene-b3677	104
gene-b3678	143
gene-b3679	66
gene-b3680	184
gene-b3681	134
gene-b3682	45
gene-b3683	32
gene-b3684	387
gene-b3685	2106
gene-b3686	536
gene-b3687	4197
gene-b3688	1428
gene-b3689	1668
gene-b3690	48
gene-b3691	88
gene-b4478	481
gene-b4477	154
gene-b3693	648
gene-b4479	873
gene-b3696	437
gene-b3697	2475
gene-b3698	810
gene-b3699	18775
gene-b3700	4305
gene-b3701	5195
gene-b3702	10313
gene-b4757	3
gene-b3703	28798
gene-b3704	25379
gene-b4557	5098
gene-b3705	26764
gene-b3706	4696
gene-b3707	58660
gene-b3708	1378479
gene-b3709	145020
gene-b3710	1105
gene-b3711	599
gene-b3712	692
gene-b3713	906
gene-b3714	453
gene-b3715	316
gene-b3716	157
gene-b3717	160
gene-b3718	35
gene-b3719	61
gene-b3720	230
gene-b3721	138
gene-b3722	224
gene-b3723	946
gene-b3724	14626
gene-b3725	50863
gene-b3726	15236
gene-b3727	30018
gene-b3728	89322
gene-b3729	40034
gene-b3730	13544
gene-b3731	35340
gene-b3732	153942
gene-b3733	223293
gene-b3734	259914
gene-b3735	60422
gene-b3736	67931
gene-b3737	72831
gene-b3738	44636
gene-b3739	6205
gene-b3740	1188
gene-b3741	5126
gene-b3742	2469
gene-b3743	657
gene-b3744	5419
gene-b3745	1338
gene-b3746	2422
gene-b3747	2486
gene-b3748	23615
gene-b3749	47396
gene-b3750	37883
gene-b3751	107961
gene-b3752	16846
gene-b3753	6019
gene-b3754	1156
gene-b3755	1114
gene-b3756	13067
gene-b3757	10549
gene-b3758	15819
gene-b3759	1752
gene-b3760	1604
gene-b3761	2633
gene-b4480	896
gene-b3764	5246
gene-b3765	2536
gene-b3766	113
gene-b4669	45
gene-b3769	104
gene-b3770	1400
gene-b3771	1779
gene-b3772	763
gene-b3773	1055
gene-b3774	405
gene-b3775	473
gene-b3778	3500
gene-b3779	8526
gene-b3780	15324
gene-b3781	12033
gene-b3782	4676
gene-b3783	46911
gene-b3784	6106
gene-b3785	3275
gene-b3786	3289
gene-b3787	5558
gene-b3788	4161
gene-b3789	1269
gene-b3790	1351
gene-b3791	2890
gene-b3792	1416
gene-b4481	1733
gene-b3793	816
gene-b3794	259
gene-b3795	616
gene-b3796	673
gene-b3797	2845
gene-b3798	3127
gene-b3799	1768
gene-b3800	638
gene-b3801	146
gene-b4456	324
gene-b3802	2420
gene-b3803	5095
gene-b3804	3597
gene-b3805	4797
gene-b3806	11657
gene-b3807	785
gene-b3808	402
gene-b4558	4495
gene-b3809	6765
gene-b3810	3888
gene-b3811	2882
gene-b3812	3447
gene-b3813	8390
gene-b4482	436
gene-b3816	11360
gene-b3817	547
gene-b3818	44
gene-b3819	463
gene-b3820	395
gene-b3821	2237
gene-b3822	2906
gene-b3823	551
gene-b3824	162
gene-b3825	2777
gene-b3826	3531
gene-b3827	318
gene-b3828	68
gene-b3829	311
gene-b3830	251
gene-b3831	7702
gene-b3832	6300
gene-b3833	10077
gene-b3834	6783
gene-b4707	2305
gene-b3835	14767
gene-b3836	12133
gene-b3838	5752
gene-b3839	4909
gene-b4483	943
gene-b3842	508
gene-b3843	25119
gene-b3844	9116
gene-b3845	1964
gene-b3846	6863
gene-b3847	3150
gene-b3848	853
gene-b3849	2136
gene-b3850	625
gene-b3851	5257
gene-b3852	5
gene-b3853	2
gene-b3854	12075
gene-b3855	1480
gene-b3856	300
gene-b3857	275
gene-b3858	1058
gene-b3859	6409
gene-b3860	12396
gene-b3861	112
gene-b3862	378
gene-b3863	17020
gene-b3864	679
gene-b3865	2138
gene-b4457	1039
gene-b3866	638
gene-b3867	5855
gene-b4686	4619
gene-b3868	1092
gene-b3869	1090
gene-b3870	7940
gene-b3871	20496
gene-b3872	1447
gene-b3873	3242
gene-b3874	917
gene-b3875	32
gene-b3876	79
gene-b3877	91
gene-b3878	76
gene-b3879	16
gene-b3880	374
gene-b3881	433
gene-b3882	168
gene-b3883	240
gene-b3884	1372
gene-b3885	3135
gene-b3886	2613
gene-b3887	3427
gene-b3888	4536
gene-b3889	54
gene-b3890	324
gene-b3891	13676
gene-b3892	26177
gene-b3893	67590
gene-b3894	108853
gene-b3895	456
gene-b3896	81
gene-b3897	68
gene-b3898	122
gene-b3899	87
gene-b3900	9
gene-b3901	29
gene-b3902	55
gene-b3903	53
gene-b3904	48
gene-b3905	203
gene-b3906	308
gene-b3907	200
gene-b3908	7063
gene-b3909	641
gene-b3910	923
gene-b3911	3559
gene-b3912	2217
gene-b4484	436
gene-b4716	87
gene-b3915	2210
gene-b3916	5834
gene-b3917	24
gene-b3918	343
gene-b3919	5880
gene-b3920	653
gene-b3921	153
gene-b3922	853
gene-b3923	1695
gene-b3924	1054
gene-b3925	9751
gene-b3926	202133
gene-b3927	144275
gene-b3928	5195
gene-b3929	2070
gene-b3930	1507
gene-b3931	8325
gene-b3932	1985
gene-b3933	2916
gene-b3934	8021
gene-b3935	1021
gene-b3936	9024
gene-b3937	1103
gene-b3938	850
gene-b3939	498
gene-b3940	2780
gene-b3941	146
gene-b3942	12764
gene-b3943	708
gene-b3944	136
gene-b3945	755
gene-b3946	287
gene-b3947	766
gene-b3949	321
gene-b3950	369
gene-b3951	1126
gene-b3952	208
gene-b3953	84
gene-b3954	167
gene-b3955	3017
gene-b3956	6768
gene-b3957	1064
gene-b3958	162
gene-b3959	248
gene-b3960	1037
gene-b4458	21
gene-b3961	4473
gene-b3962	40500
gene-b3963	8940
gene-b3964	8537
gene-b3965	5126
gene-b3966	11685
gene-b3967	3948
gene-b3968	3448
gene-b3969	3468
gene-b3970	1562
gene-b3971	121
gene-b3972	2814
gene-b3973	2643
gene-b3974	3951
gene-b3976	403
gene-b3977	993
gene-b3978	8314
gene-b3979	5098
gene-b3980	276754
gene-b3981	19327
gene-b3982	7797
gene-b3983	23697
gene-b3984	63475
gene-b3985	42666
gene-b3986	202405
gene-b3987	243801
gene-b3988	242802
gene-b3989	244
gene-b4691	83
gene-b3990	267
gene-b3991	115
gene-b4407	104
gene-b3992	335
gene-b3993	124
gene-b3994	577
gene-b3995	3103
gene-b3996	811
gene-b3997	3389
gene-b3998	2697
gene-b3999	4953
gene-b4000	18022
gene-b4001	3352
gene-b4002	77
gene-b4003	856
gene-b4004	1118
gene-b4005	604
gene-b4006	427
gene-b4007	360
gene-b4008	13187
gene-b4009	1528
gene-b4010	91
gene-b4011	87
gene-b4012	110
gene-b4013	216
gene-b4014	120839
gene-b4015	89278
gene-b4016	36692
gene-b4017	743
gene-b4018	1364
gene-b4019	7610
gene-b4020	997
gene-b4021	3208
gene-b4022	2024
gene-b4023	267
gene-b4024	829
gene-b4025	23307
gene-b4026	2
gene-b4027	2
gene-b4028	21
gene-b4029	109
gene-b4620	19
gene-b4030	30
gene-b4031	116
gene-b4032	132
gene-b4033	331
gene-b4034	1098
gene-b4035	239
gene-b4036	503
gene-b4037	249
gene-b4039	1701
gene-b4040	5984
gene-b4041	21282
gene-b4042	1160
gene-b4043	36141
gene-b4044	14873
gene-b4045	535
gene-b4046	1061
gene-b4047	2
gene-b4048	25
gene-b4049	3318
gene-b4050	79
gene-b4051	1044
gene-b4052	10030
gene-b4053	3711
gene-b4054	2637
gene-b4621	22
gene-b4055	1865
gene-b4056	2014
gene-b4057	1469
gene-b4058	16994
gene-b4059	3507
gene-b4060	141
gene-b4061	899
gene-b4062	1423
gene-b4063	195
gene-b4459	306
gene-b4064	191
gene-b4065	1501
gene-b4066	56
gene-b4067	1103
gene-b4068	346
gene-b4069	4521
gene-b4070	145
gene-b4071	22
gene-b4072	33
gene-b4073	6
gene-b4074	114
gene-b4075	29
gene-b4076	42
gene-b4077	2820
gene-b4078	469
gene-b4079	710
gene-b4080	21
gene-b4081	137
gene-b4082	26
gene-b4622	11
gene-b4083	80
gene-b4084	2748
gene-b4085	5006
gene-b4086	5372
gene-b4087	8873
gene-b4088	6160
gene-b4089	8937
gene-b4090	1515
gene-b4487	1527
gene-b4092	610
gene-b4093	78
gene-b4094	29
gene-b4095	36
gene-b4096	116
gene-b4097	75
gene-b4098	13
gene-b4099	28
gene-b4100	18
gene-b4101	42
gene-b4102	10
gene-b4105	56
gene-b4106	23
gene-b4107	70
gene-b4108	13563
gene-b4109	274
gene-b4110	152
gene-b4111	1503
gene-b4703	304
gene-b4112	792
gene-b4113	781
gene-b4114	167
gene-b4115	65
gene-b4116	130
gene-b4117	1057
gene-b4118	1216
gene-b4119	738
gene-b4120	595
gene-b4121	247
gene-b4122	935
gene-b4123	147
gene-b4124	3439
gene-b4125	2117
gene-b4126	31
gene-b4127	142
gene-b4128	195
gene-b4559	131
gene-b4129	68186
gene-b4130	1090
gene-b4131	33420
gene-b4132	8035
gene-b4133	608
gene-b4134	71
gene-b4135	1102
gene-b4136	3950
gene-b4137	864
gene-b4138	21604
gene-b4139	95343
gene-b4140	1380
gene-b4141	761
gene-b4142	48627
gene-b4143	240265
gene-b4144	1406
gene-b4145	1021
gene-b4146	3109
gene-b4147	20049
gene-b4410	905
gene-b4411	801
gene-b4148	154
gene-b4149	131
gene-b4150	278
gene-b4151	767
gene-b4152	1295
gene-b4153	3213
gene-b4154	5165
gene-b4155	466
gene-b4156	1147
gene-b4157	184
gene-b4158	312
gene-b4159	3174
gene-b4160	3941
gene-b4161	10260
gene-b4162	1226
gene-b4163	146
gene-b4164	1370
gene-b4165	2575
gene-b4670	133
gene-b4166	1152
gene-b4167	1720
gene-b4168	603
gene-b4169	1246
gene-b4170	2927
gene-b4171	8559
gene-b4172	2649
gene-b4173	9348
gene-b4174	14892
gene-b4175	5844
gene-b4176	102
gene-b4177	24582
gene-b4178	2315
gene-b4179	8557
gene-b4180	2402
gene-b4181	26
gene-b4182	36
gene-b4183	9
gene-b4184	8
gene-b4185	28
gene-b4186	66
gene-b4187	518
gene-b4188	5118
gene-b4189	2560
gene-b4190	442
gene-b4191	575
gene-b4192	224
gene-b4193	329
gene-b4194	207
gene-b4195	327
gene-b4196	369
gene-b4197	704
gene-b4198	287
gene-b4199	9
gene-b4200	15200
gene-b4201	8991
gene-b4202	5994
gene-b4203	103774
gene-b4204	424
gene-b4206	428
gene-b4207	5738
gene-b4208	4408
gene-b4209	881
gene-b4210	338
gene-b4211	285
gene-b4212	100
gene-b4213	4647
gene-b4214	1933
gene-b4215	426
gene-b4216	3102
gene-b4217	692
gene-b4218	1949
gene-b4219	1377
gene-b4220	3286
gene-b4221	4683
gene-b4222	861
gene-b4223	681
gene-b4224	1578
gene-b4225	1046
gene-b4226	23177
gene-b4227	2236
gene-b4485	1248
gene-b4230	469
gene-b4231	1920
gene-b4232	11955
gene-b4233	7408
gene-b4234	6403
gene-b4235	2251
gene-b4237	687
gene-b4238	2063
gene-b4239	27891
gene-b4240	39717
gene-b4241	485
gene-b4702	1779
gene-b4242	18505
gene-b4243	8432
gene-b4244	742
gene-b4245	1289
gene-b4246	62
gene-b4248	443
gene-b4249	208
gene-b4251	399
gene-b4252	2133
gene-b4253	634
gene-b4254	86
gene-b4255	2243
gene-b4256	144
gene-b4257	63
gene-b4258	21798
gene-b4259	1973
gene-b4260	24366
gene-b4261	2527
gene-b4262	3830
gene-b4263	973
gene-b4264	350
gene-b4265	281
gene-b4266	174
gene-b4267	246
gene-b4268	115
gene-b4269	149
gene-b4270	1
gene-b4272	20
gene-b4273	246
gene-b4277	37
gene-b4278	774
gene-b4279	110033
gene-b4280	196402
gene-b4655	1793
gene-b4284	210
gene-b4287	964
gene-b4288	708
gene-b4289	679
gene-b4290	1057
gene-b4291	2405
gene-b4292	978
gene-b4293	1229
gene-b4294	289
gene-b4295	3358
gene-b4296	86
gene-b4297	1035
gene-b4298	545
gene-b4299	383
gene-b4300	457
gene-b4301	273
gene-b4302	232
gene-b4624	316
gene-b4303	875
gene-b4304	616
gene-b4565	277
gene-b4305	2535
gene-b4306	806
gene-b4307	453
gene-b4566	576
gene-b4309	7810
gene-b4310	53221
gene-b4311	39847
gene-b4312	1126
gene-b4313	233
gene-b4314	11065
gene-b4315	1581
gene-b4316	1295
gene-b4317	2259
gene-b4318	566
gene-b4319	333
gene-b4320	644
gene-b4321	10362
gene-b4322	14006
gene-b4323	25203
gene-b4324	1781
gene-b4325	127
gene-b4720	2
gene-b4721	21
gene-b4722	15
gene-b4326	188
gene-b4327	975
gene-b4328	853
gene-b4329	24
gene-b4330	61
gene-b4331	144
gene-b4332	231
gene-b4333	176
gene-b4715	101
gene-b4334	203
gene-b4335	492
gene-b4336	268
gene-b4337	90
gene-b4340	786
gene-b4341	9
gene-b4342	2618
gene-b4345	521
gene-b4346	1829
gene-b4347	163
gene-b4625	106
gene-b4348	2615
gene-b4349	3018
gene-b4350	11966
gene-b4351	1146
gene-b4352	13311
gene-b4353	2021
gene-b4354	137516
gene-b4355	729
gene-b4356	1382
gene-b4357	1831
gene-b4358	149
gene-b4359	6199
gene-b4360	619
gene-b4361	1837
gene-b4362	2383
gene-b4363	127
gene-b4364	392
gene-b4365	49
gene-b4366	489
gene-b4367	2919
gene-b4567	2552
gene-b4368	4604
gene-b4369	4265
gene-b4370	1988
gene-b4371	1726
gene-b4372	814
gene-b4373	1372
gene-b4374	1979
gene-b4375	16655
gene-b4376	1044
gene-b4568	119
gene-b4377	1856
gene-b4378	1268
gene-b4379	478
gene-b4380	410
gene-b4381	4522
gene-b4382	6589
gene-b4383	8791
gene-b4384	9121
gene-b4385	206
gene-b4386	808
gene-b4387	482
