Geneid	1714__ROC_MOXI_N=3_library-read-1.fastq.gz
gene-b2937	6004
gene-b2938	18203
gene-b2939	1210
gene-b2940	2326
gene-b2941	37
gene-b2942	1304
gene-b2943	1282
gene-b2944	140
gene-b2945	84
gene-b2946	1913
gene-b2947	5054
gene-b2948	2953
gene-b2949	1295
gene-b2950	345
gene-b2951	1563
gene-b2952	1601
gene-b2953	541
gene-b2954	2118
gene-b2955	1486
gene-b2956	202
gene-b2957	488
gene-b2958	2840
gene-b2959	3457
gene-b2960	4347
gene-b2961	1281
gene-b2962	614
gene-b2963	819
gene-b2964	48367
gene-b2965	778
gene-b2966	70
gene-b2967	7
gene-b2968	149
gene-b2971	43
gene-b2972	109
gene-b4466	1025
gene-b2975	43
gene-b2976	1006
gene-b2977	285
gene-b4467	352
gene-b4468	53
gene-b2979	81
gene-b2980	8331
gene-b2981	827
gene-b2982	215
gene-b2983	94
gene-b2984	10
gene-b2985	13
gene-b2986	12
gene-b2987	39
gene-b2988	4498
gene-b2989	1180
gene-b2990	271
gene-b2991	1226
gene-b2992	1938
gene-b2993	1149
gene-b2994	3938
gene-b2995	1820
gene-b2996	2325
gene-b2997	1169
gene-b2998	18
gene-b4755	14
gene-b3001	13838
gene-b3002	2796
gene-b3003	113
gene-b3005	5326
gene-b3006	6327
gene-b3008	185
gene-b3009	3148
gene-b3010	1481
gene-b3011	1772
gene-b3012	649
gene-b3013	92
gene-b3014	89
gene-b4469	1389
gene-b3017	2414
gene-b3018	928
gene-b3019	5271
gene-b3020	1484
gene-b3021	826
gene-b3022	170
gene-b3023	174
gene-b3024	160
gene-b3025	222
gene-b3026	290
gene-b3027	62
gene-b3028	2384
gene-b3029	2728
gene-b3030	8530
gene-b3031	5270
gene-b3032	8229
gene-b3033	2975
gene-b3034	720
gene-b3035	4490
gene-b3036	1217
gene-b3037	7590
gene-b3038	11602
gene-b3039	361
gene-b3040	1029
gene-b4756	343
gene-b3041	30465
gene-b3042	678
gene-b3043	41
gene-b3044	5
gene-b3045	12
gene-b3047	56
gene-b3048	241
gene-b3049	367
gene-b3050	188
gene-b3051	178
gene-b4447	97
gene-b4664	67
gene-b4611	267
gene-b4666	201
gene-b3052	4161
gene-b3053	3882
gene-b3054	1990
gene-b3055	6136
gene-b3056	4283
gene-b3057	1021
gene-b3058	1157
gene-b3059	925
gene-b3060	207
gene-b3061	23
gene-b3062	25
gene-b3063	141
gene-b3064	1773
gene-b3065	7162
gene-b3066	4158
gene-b3067	28441
gene-b3068	640
gene-b3069	48
gene-b3070	1222
gene-b3071	1510
gene-b3072	441
gene-b3073	511
gene-b3074	40
gene-b3075	434
gene-b3076	348
gene-b3077	74
gene-b3078	89
gene-b3079	23
gene-b3080	45
gene-b3081	2072
gene-b3082	181
gene-b3083	102
gene-b3084	512
gene-b3085	166
gene-b3086	42
gene-b3087	7014
gene-b3088	95
gene-b3089	1983
gene-b3090	292
gene-b3091	14673
gene-b3092	20254
gene-b3093	9593
gene-b3094	1388
gene-b3095	1901
gene-b3096	1624
gene-b3097	866
gene-b3098	770
gene-b3099	1594
gene-b3100	994
gene-b3101	48
gene-b3102	247
gene-b3103	94
gene-b3104	32
gene-b3105	384
gene-b3106	243
gene-b3107	271
gene-b4470	728
gene-b3110	349
gene-b4471	13313
gene-b3113	8767
gene-b3114	56638
gene-b3115	37506
gene-b3116	90282
gene-b3117	63910
gene-b3118	12112
gene-b3119	29
gene-b3120	37
gene-b3121	43
gene-b3123	1301
gene-b3124	316
gene-b3125	206
gene-b3126	324
gene-b3127	351
gene-b3128	531
gene-b3129	447
gene-b3130	922
gene-b3131	1378
gene-b3132	373
gene-b3133	146
gene-b3136	65
gene-b3137	17
gene-b3138	6
gene-b3139	13
gene-b3140	70
gene-b3141	26
gene-b3142	71
gene-b3143	13
gene-b3144	438
gene-b3145	312
gene-b3146	386
gene-b3147	2947
gene-b3148	972
gene-b3149	3655
gene-b3150	2797
gene-b3151	257
gene-b3152	271
gene-b3153	45
gene-b3154	79
gene-b3155	688
gene-b3156	2315
gene-b3157	2307
gene-b3158	36
gene-b3159	59
gene-b3160	1604
gene-b3161	323
gene-b3162	14639
gene-b4685	968
gene-b3163	16903
gene-b3164	33925
gene-b4449	2163
gene-b3165	10915
gene-b3166	5118
gene-b3167	2307
gene-b3168	23530
gene-b3169	14859
gene-b3170	6852
gene-b3171	108
gene-b3172	609
gene-b3173	186
gene-b3174	1928
gene-b3175	6106
gene-b3176	12261
gene-b3177	2852
gene-b3178	22832
gene-b3179	5077
gene-b3180	1093
gene-b3181	2655
gene-b3182	985
gene-b3183	4589
gene-b3184	2488
gene-b3185	15725
gene-b3186	19793
gene-b3187	4253
gene-b3188	281
gene-b3189	5087
gene-b3190	1743
gene-b3191	1295
gene-b3192	3737
gene-b3193	2922
gene-b3194	1938
gene-b3195	2719
gene-b3196	1375
gene-b3197	5352
gene-b3198	5535
gene-b3199	2226
gene-b3200	2126
gene-b3201	3962
gene-b3202	11407
gene-b3203	2920
gene-b3204	3115
gene-b3205	2368
gene-b3206	525
gene-b3207	7580
gene-b3208	2959
gene-b3209	1797
gene-b4450	612
gene-b3210	5029
gene-b3211	25
gene-b3212	3662
gene-b3213	1256
gene-b3214	163
gene-b3215	20
gene-b3216	333
gene-b3218	279
gene-b3219	75
gene-b3220	831
gene-b3221	4020
gene-b3222	11780
gene-b3223	12859
gene-b3224	36341
gene-b3225	80854
gene-b3226	992
gene-b3227	327
gene-b3228	6885
gene-b3229	13767
gene-b3230	41663
gene-b3231	30992
gene-b3232	514
gene-b3233	8105
gene-b3234	662
gene-b3235	2391
gene-b3236	75126
gene-b3237	873
gene-b3238	160
gene-b3239	56
gene-b3240	163
gene-b3241	106
gene-b3242	105
gene-b3243	334
gene-b3244	2029
gene-b4472	2413
gene-b3247	3974
gene-b3248	2262
gene-b3249	1669
gene-b3250	7218
gene-b3251	15313
gene-b3252	1056
gene-b3253	1557
gene-b3255	12300
gene-b3256	33214
gene-b3257	101
gene-b3258	1314
gene-b3259	2709
gene-b3260	4622
gene-b3261	1905
gene-b3262	124
gene-b3263	637
gene-b3264	698
gene-b3265	41
gene-b3266	180
gene-b3267	119
gene-b3269	54
gene-b3270	47
gene-b3271	77
gene-b3272	716
gene-b3273	252
gene-b3274	245
gene-b3275	6276
gene-b3276	3
gene-b3277	3
gene-b3278	7135
gene-b3279	2376
gene-b3280	1828
gene-b3281	2901
gene-b3282	1155
gene-b3283	3484
gene-b3284	3560
gene-b4473	824
gene-b3287	3667
gene-b3288	6270
gene-b3289	3322
gene-b3290	2157
gene-b3291	1433
gene-b4550	784
gene-b3292	878
gene-b3293	1397
gene-b3294	83544
gene-b3295	189327
gene-b3296	149725
gene-b3297	84878
gene-b3298	63925
gene-b3299	16323
gene-b3300	252879
gene-b3301	50020
gene-b3302	76695
gene-b3303	99639
gene-b3304	71665
gene-b3305	54696
gene-b3306	51663
gene-b3307	29877
gene-b3308	91243
gene-b3309	109708
gene-b3310	32204
gene-b3311	165364
gene-b3312	45081
gene-b3313	136247
gene-b3314	310369
gene-b3315	181871
gene-b3316	66554
gene-b3317	98883
gene-b3318	61978
gene-b3319	75620
gene-b3320	176518
gene-b3321	64123
gene-b3322	48
gene-b3323	71
gene-b3324	33
gene-b3325	113
gene-b3326	96
gene-b3327	38
gene-b3328	10
gene-b3329	6
gene-b3330	10
gene-b3331	45
gene-b3332	166
gene-b3333	203
gene-b3334	39
gene-b3335	125
gene-b3336	439
gene-b3337	226
gene-b3338	380
gene-b3339	293823
gene-b3340	735962
gene-b3341	70508
gene-b3342	40050
gene-b3343	524
gene-b3344	908
gene-b3345	1419
gene-b3346	3732
gene-b3347	11883
gene-b3348	148
gene-b3349	10029
gene-b4551	260
gene-b3350	840
gene-b3351	67
gene-b3352	2523
gene-b3353	1464
gene-b3354	265
gene-b3355	731
gene-b3356	926
gene-b3357	16124
gene-b3358	3143
gene-b3359	421
gene-b3360	353
gene-b3361	226
gene-b3362	171
gene-b3363	1181
gene-b3364	164
gene-b3365	216
gene-b3366	32
gene-b3367	51
gene-b3368	656
gene-b3369	5
gene-b3370	37
gene-b3371	101
gene-b4474	110
gene-b3374	89
gene-b3375	220
gene-b3376	154
gene-b3377	132
gene-b3378	10
gene-b3379	121
gene-b3380	57
gene-b3381	107
gene-b3382	286
gene-b3383	338
gene-b3384	7652
gene-b3385	2453
gene-b3386	2886
gene-b3387	2235
gene-b3388	5391
gene-b3389	4905
gene-b3390	4406
gene-b3391	48
gene-b3392	22
gene-b3393	26
gene-b3394	28
gene-b3395	43
gene-b3396	3042
gene-b3397	2109
gene-b3398	1890
gene-b3399	760
gene-b3400	1495
gene-b3401	3111
gene-b3402	1226
gene-b3403	91626
gene-b3404	4808
gene-b3405	1531
gene-b3406	125
gene-b3407	3609
gene-b3408	987
gene-b3409	4273
gene-b3410	406
gene-b3411	186
gene-b3412	451
gene-b3413	639
gene-b3414	3745
gene-b3415	522
gene-b3416	951
gene-b3417	1069
gene-b3418	24171
gene-b4475	727
gene-b3421	355
gene-b3422	116
gene-b3424	1316
gene-b3425	536
gene-b3426	92611
gene-b3427	5324
gene-b3428	5092
gene-b3429	2190
gene-b3430	2353
gene-b3431	1521
gene-b3432	3019
gene-b3433	4647
gene-b3434	699
gene-b4476	286
gene-b3437	145
gene-b3438	1120
gene-b3439	471
gene-b3440	1006
gene-b4451	25
gene-b3441	12
gene-b3442	35
gene-b3444	4
gene-b3445	31
gene-b4612	4
gene-b3446	33
gene-b3447	67
gene-b3448	435
gene-b3449	892
gene-b3450	201
gene-b3451	314
gene-b3452	134
gene-b3453	354
gene-b3454	76
gene-b3455	28
gene-b3456	63
gene-b3457	49
gene-b3458	90
gene-b3459	134
gene-b3460	199
gene-b3461	10328
gene-b3462	3567
gene-b3463	3928
gene-b3464	4262
gene-b3465	363
gene-b3466	322
gene-b3467	402
gene-b3468	531
gene-b3469	27454
gene-b3470	1255
gene-b3471	6957
gene-b3472	9134
gene-b3473	1265
gene-b3474	151
gene-b3475	330
gene-b3476	32
gene-b3477	28
gene-b3478	8
gene-b3479	54
gene-b3480	65
gene-b3481	426
gene-b3482	76
gene-b3483	18
gene-b3484	45
gene-b3485	170
gene-b3486	1563
gene-b3487	1009
gene-b3488	101
gene-b3491	173
gene-b3492	790
gene-b3493	9861
gene-b3494	194
gene-b3495	8684
gene-b3496	4190
gene-b3497	856
gene-b3498	6161
gene-b3499	2270
gene-b3500	3553
gene-b4613	347
gene-b4712	80
gene-b4713	50
gene-b3501	41
gene-b3502	302
gene-b3503	50
gene-b3505	663
gene-b3506	2578
gene-b3507	487
gene-b3508	891
gene-b3509	19590
gene-b3510	30558
gene-b3511	860
gene-b4704	694
gene-b3512	1826
gene-b4718	318
gene-b3513	556
gene-b3514	1058
gene-b3515	233
gene-b4452	252
gene-b3516	980
gene-b3517	2949
gene-b3518	27
gene-b3519	277
gene-b3520	40
gene-b3521	188
gene-b3522	488
gene-b3523	41
gene-b3524	291
gene-b3525	121
gene-b3526	1804
gene-b3527	2889
gene-b3528	45348
gene-b3529	2071
gene-b3530	531
gene-b3531	57
gene-b3532	278
gene-b3533	214
gene-b3535	102
gene-b3536	500
gene-b3537	71
gene-b3538	332
gene-b4453	108
gene-b4454	32
gene-b3539	853
gene-b3540	230
gene-b3541	106
gene-b3542	40
gene-b3543	58
gene-b3544	2175
gene-b3545	82
gene-b3546	2792
gene-b3547	2516
gene-b3548	96
gene-b3549	147
gene-b3550	278
gene-b3551	2451
gene-b3552	294
gene-b3553	2803
gene-b3554	3615
gene-b3555	88
gene-b3556	36167
gene-b4455	75
gene-b3557	115
gene-b3558	164
gene-b3559	28696
gene-b3560	7037
gene-b4553	28
gene-b3561	79
gene-b3562	11
gene-b3563	18
gene-b3564	448
gene-b3565	396
gene-b3566	294
gene-b3567	222
gene-b3568	171
gene-b3569	379
gene-b3570	5497
gene-b3571	280
gene-b3572	3609
gene-b3573	216
gene-b3574	469
gene-b3575	57
gene-b3576	8
gene-b3577	1
gene-b3578	23
gene-b3579	24
gene-b3580	50
gene-b3581	40
gene-b3582	32
gene-b3583	49
gene-b3584	42
gene-b3585	120
gene-b3586	65
gene-b3587	3
gene-b3588	345
gene-b3589	10
gene-b3590	2020
gene-b3591	1081
gene-b3592	148
gene-b3593	86
gene-b3594	483
gene-b3596	24
gene-b4615	6
gene-b3597	151
gene-b3598	138
gene-b3599	3217
gene-b3600	2130
gene-b3601	1880
gene-b4554	517
gene-b3602	283
gene-b3603	7943
gene-b3604	4533
gene-b3605	4550
gene-b3606	586
gene-b3607	2779
gene-b3608	19555
gene-b3609	31414
gene-b3610	11346
gene-b3611	8778
gene-b3612	4153
gene-b3613	1258
gene-b3614	1007
gene-b3615	422
gene-b3616	17702
gene-b3617	14639
gene-b3618	811
gene-b3619	13824
gene-b3620	4559
gene-b3621	3104
gene-b3622	4488
gene-b3623	2011
gene-b3624	1446
gene-b3625	1421
gene-b3626	2111
gene-b3627	2494
gene-b3628	2348
gene-b3629	1885
gene-b3630	907
gene-b3631	2481
gene-b3632	1314
gene-b3633	1425
gene-b3634	440
gene-b3635	598
gene-b3636	8772
gene-b3637	8095
gene-b3638	256
gene-b3639	3986
gene-b3640	2489
gene-b3641	1277
gene-b3642	378
gene-b3643	1386
gene-b3644	1858
gene-b3645	13273
gene-b3646	396
gene-b3647	334
gene-b3648	3555
gene-b3649	7075
gene-b3650	14000
gene-b3651	1536
gene-b3652	1820
gene-b3653	776
gene-b3654	87
gene-b3655	762
gene-b3656	205
gene-b3657	66
gene-b3658	32
gene-b3659	50
gene-b3660	345
gene-b3661	208
gene-b4555	30
gene-b3662	73
gene-b3663	188
gene-b3664	72
gene-b3665	612
gene-b3666	378
gene-b3667	229
gene-b3668	644
gene-b3669	345
gene-b3670	152
gene-b3671	370
gene-b3672	38
gene-b4616	14
gene-b4618	953
gene-b3673	3570
gene-b3674	1071
gene-b3675	269
gene-b3676	127
gene-b3677	44
gene-b3678	103
gene-b3679	74
gene-b3680	77
gene-b3681	60
gene-b3682	12
gene-b3683	28
gene-b3684	183
gene-b3685	1278
gene-b3686	189
gene-b3687	2206
gene-b3688	668
gene-b3689	998
gene-b3690	20
gene-b3691	64
gene-b4478	298
gene-b4477	115
gene-b3693	463
gene-b4479	539
gene-b3696	283
gene-b3697	1958
gene-b3698	350
gene-b3699	15390
gene-b3700	2878
gene-b3701	3200
gene-b3702	6808
gene-b4757	7
gene-b3703	14344
gene-b3704	13825
gene-b4557	4438
gene-b3705	23578
gene-b3706	3818
gene-b3707	45624
gene-b3708	731036
gene-b3709	96677
gene-b3710	1139
gene-b3711	437
gene-b3712	524
gene-b3713	587
gene-b3714	476
gene-b3715	195
gene-b3716	61
gene-b3717	113
gene-b3718	25
gene-b3719	78
gene-b3720	74
gene-b3721	107
gene-b3722	148
gene-b3723	701
gene-b3724	12803
gene-b3725	46831
gene-b3726	17046
gene-b3727	35205
gene-b3728	96354
gene-b3729	30703
gene-b3730	11879
gene-b3731	24545
gene-b3732	123724
gene-b3733	134097
gene-b3734	167659
gene-b3735	44948
gene-b3736	41775
gene-b3737	50809
gene-b3738	27575
gene-b3739	3760
gene-b3740	727
gene-b3741	3533
gene-b3742	1421
gene-b3743	374
gene-b3744	3568
gene-b3745	1244
gene-b3746	1823
gene-b3747	1682
gene-b3748	14054
gene-b3749	33848
gene-b3750	23214
gene-b3751	57342
gene-b3752	10428
gene-b3753	4847
gene-b3754	1030
gene-b3755	669
gene-b3756	15904
gene-b3757	8000
gene-b3758	18637
gene-b3759	1920
gene-b3760	1524
gene-b3761	2795
gene-b4480	466
gene-b3764	3643
gene-b3765	1857
gene-b3766	88
gene-b4669	11
gene-b3769	72
gene-b3770	924
gene-b3771	1141
gene-b3772	552
gene-b3773	737
gene-b3774	480
gene-b3775	357
gene-b3778	2553
gene-b3779	6664
gene-b3780	12800
gene-b3781	7051
gene-b3782	3668
gene-b3783	33174
gene-b3784	4171
gene-b3785	2623
gene-b3786	2690
gene-b3787	4703
gene-b3788	3216
gene-b3789	909
gene-b3790	1142
gene-b3791	2368
gene-b3792	1274
gene-b4481	1248
gene-b3793	775
gene-b3794	235
gene-b3795	533
gene-b3796	523
gene-b3797	2075
gene-b3798	2111
gene-b3799	1366
gene-b3800	513
gene-b3801	163
gene-b4456	191
gene-b3802	1939
gene-b3803	4001
gene-b3804	3047
gene-b3805	4090
gene-b3806	8604
gene-b3807	683
gene-b3808	391
gene-b4558	2957
gene-b3809	4687
gene-b3810	2809
gene-b3811	2422
gene-b3812	2297
gene-b3813	7175
gene-b4482	341
gene-b3816	4035
gene-b3817	97
gene-b3818	15
gene-b3819	258
gene-b3820	204
gene-b3821	1394
gene-b3822	2424
gene-b3823	283
gene-b3824	149
gene-b3825	1578
gene-b3826	2497
gene-b3827	263
gene-b3828	47
gene-b3829	215
gene-b3830	210
gene-b3831	9954
gene-b3832	6228
gene-b3833	8798
gene-b3834	5712
gene-b4707	2029
gene-b3835	12730
gene-b3836	7637
gene-b3838	4447
gene-b3839	3574
gene-b4483	1296
gene-b3842	509
gene-b3843	17850
gene-b3844	6961
gene-b3845	1316
gene-b3846	3848
gene-b3847	2664
gene-b3848	762
gene-b3849	1558
gene-b3850	441
gene-b3851	5496
gene-b3852	7
gene-b3853	3
gene-b3854	13777
gene-b3855	1577
gene-b3856	129
gene-b3857	122
gene-b3858	470
gene-b3859	4216
gene-b3860	8182
gene-b3861	64
gene-b3862	196
gene-b3863	11738
gene-b3864	388
gene-b3865	1330
gene-b4457	1089
gene-b3866	515
gene-b3867	4363
gene-b4686	3789
gene-b3868	578
gene-b3869	524
gene-b3870	3781
gene-b3871	19651
gene-b3872	835
gene-b3873	1860
gene-b3874	482
gene-b3875	31
gene-b3876	66
gene-b3877	51
gene-b3878	64
gene-b3879	25
gene-b3880	243
gene-b3881	304
gene-b3882	128
gene-b3883	152
gene-b3884	983
gene-b3885	1875
gene-b3886	1613
gene-b3887	1922
gene-b3888	2452
gene-b3889	12
gene-b3890	205
gene-b3891	10506
gene-b3892	15288
gene-b3893	34793
gene-b3894	75352
gene-b3895	370
gene-b3896	44
gene-b3897	72
gene-b3898	127
gene-b3899	51
gene-b3900	1
gene-b3901	14
gene-b3902	42
gene-b3903	32
gene-b3904	22
gene-b3905	79
gene-b3906	224
gene-b3907	98
gene-b3908	6481
gene-b3909	478
gene-b3910	557
gene-b3911	3000
gene-b3912	1600
gene-b4484	367
gene-b4716	103
gene-b3915	1389
gene-b3916	4184
gene-b3917	64
gene-b3918	254
gene-b3919	3928
gene-b3920	486
gene-b3921	84
gene-b3922	485
gene-b3923	944
gene-b3924	688
gene-b3925	9010
gene-b3926	132719
gene-b3927	82262
gene-b3928	2782
gene-b3929	908
gene-b3930	885
gene-b3931	7343
gene-b3932	2053
gene-b3933	2296
gene-b3934	7441
gene-b3935	993
gene-b3936	4988
gene-b3937	794
gene-b3938	532
gene-b3939	410
gene-b3940	2026
gene-b3941	75
gene-b3942	8254
gene-b3943	604
gene-b3944	94
gene-b3945	673
gene-b3946	235
gene-b3947	676
gene-b3949	215
gene-b3950	222
gene-b3951	906
gene-b3952	150
gene-b3953	81
gene-b3954	190
gene-b3955	1946
gene-b3956	5793
gene-b3957	722
gene-b3958	96
gene-b3959	211
gene-b3960	641
gene-b4458	9
gene-b3961	2767
gene-b3962	26396
gene-b3963	5785
gene-b3964	5254
gene-b3965	3240
gene-b3966	9000
gene-b3967	2913
gene-b3968	3646
gene-b3969	4727
gene-b3970	1552
gene-b3971	160
gene-b3972	2283
gene-b3973	2082
gene-b3974	2434
gene-b3976	279
gene-b3977	636
gene-b3978	3648
gene-b3979	2502
gene-b3980	184376
gene-b3981	13043
gene-b3982	5887
gene-b3983	14340
gene-b3984	40572
gene-b3985	25770
gene-b3986	118076
gene-b3987	197723
gene-b3988	203337
gene-b3989	170
gene-b4691	48
gene-b3990	117
gene-b3991	70
gene-b4407	83
gene-b3992	174
gene-b3993	58
gene-b3994	377
gene-b3995	1830
gene-b3996	557
gene-b3997	2511
gene-b3998	1978
gene-b3999	2971
gene-b4000	11385
gene-b4001	3296
gene-b4002	84
gene-b4003	474
gene-b4004	891
gene-b4005	383
gene-b4006	265
gene-b4007	331
gene-b4008	8550
gene-b4009	1318
gene-b4010	137
gene-b4011	72
gene-b4012	82
gene-b4013	174
gene-b4014	66098
gene-b4015	45959
gene-b4016	16268
gene-b4017	410
gene-b4018	1093
gene-b4019	6690
gene-b4020	672
gene-b4021	2217
gene-b4022	1168
gene-b4023	158
gene-b4024	588
gene-b4025	16218
gene-b4026	18
gene-b4027	8
gene-b4028	5
gene-b4029	69
gene-b4620	8
gene-b4030	35
gene-b4031	82
gene-b4032	172
gene-b4033	340
gene-b4034	1207
gene-b4035	330
gene-b4036	760
gene-b4037	237
gene-b4039	1453
gene-b4040	4530
gene-b4041	16012
gene-b4042	826
gene-b4043	26545
gene-b4044	11242
gene-b4045	371
gene-b4046	664
gene-b4047	7
gene-b4048	13
gene-b4049	1976
gene-b4050	46
gene-b4051	648
gene-b4052	8099
gene-b4053	2896
gene-b4054	2116
gene-b4621	12
gene-b4055	1883
gene-b4056	1790
gene-b4057	1349
gene-b4058	12895
gene-b4059	2009
gene-b4060	111
gene-b4061	584
gene-b4062	838
gene-b4063	152
gene-b4459	191
gene-b4064	159
gene-b4065	944
gene-b4066	43
gene-b4067	503
gene-b4068	202
gene-b4069	1985
gene-b4070	120
gene-b4071	1
gene-b4072	34
gene-b4073	20
gene-b4074	63
gene-b4075	24
gene-b4076	27
gene-b4077	1535
gene-b4078	320
gene-b4079	404
gene-b4080	17
gene-b4081	89
gene-b4082	52
gene-b4622	0
gene-b4083	32
gene-b4084	955
gene-b4085	1983
gene-b4086	2151
gene-b4087	4200
gene-b4088	3071
gene-b4089	4718
gene-b4090	761
gene-b4487	730
gene-b4092	440
gene-b4093	70
gene-b4094	12
gene-b4095	34
gene-b4096	118
gene-b4097	26
gene-b4098	11
gene-b4099	13
gene-b4100	17
gene-b4101	20
gene-b4102	16
gene-b4105	31
gene-b4106	29
gene-b4107	52
gene-b4108	6355
gene-b4109	143
gene-b4110	73
gene-b4111	989
gene-b4703	157
gene-b4112	688
gene-b4113	683
gene-b4114	120
gene-b4115	67
gene-b4116	102
gene-b4117	839
gene-b4118	971
gene-b4119	762
gene-b4120	405
gene-b4121	154
gene-b4122	656
gene-b4123	124
gene-b4124	1782
gene-b4125	1185
gene-b4126	37
gene-b4127	122
gene-b4128	135
gene-b4559	57
gene-b4129	39963
gene-b4130	1184
gene-b4131	31875
gene-b4132	9575
gene-b4133	358
gene-b4134	28
gene-b4135	759
gene-b4136	2951
gene-b4137	548
gene-b4138	14933
gene-b4139	75279
gene-b4140	937
gene-b4141	581
gene-b4142	45864
gene-b4143	217070
gene-b4144	721
gene-b4145	591
gene-b4146	1879
gene-b4147	9594
gene-b4410	674
gene-b4411	983
gene-b4148	78
gene-b4149	98
gene-b4150	253
gene-b4151	508
gene-b4152	885
gene-b4153	2167
gene-b4154	3997
gene-b4155	301
gene-b4156	453
gene-b4157	127
gene-b4158	199
gene-b4159	2124
gene-b4160	2349
gene-b4161	5659
gene-b4162	635
gene-b4163	115
gene-b4164	935
gene-b4165	1614
gene-b4670	52
gene-b4166	797
gene-b4167	1486
gene-b4168	604
gene-b4169	1042
gene-b4170	2477
gene-b4171	6703
gene-b4172	1822
gene-b4173	6880
gene-b4174	11503
gene-b4175	4064
gene-b4176	82
gene-b4177	15250
gene-b4178	1713
gene-b4179	7039
gene-b4180	1699
gene-b4181	4
gene-b4182	23
gene-b4183	11
gene-b4184	18
gene-b4185	21
gene-b4186	40
gene-b4187	883
gene-b4188	3645
gene-b4189	2235
gene-b4190	306
gene-b4191	402
gene-b4192	173
gene-b4193	257
gene-b4194	163
gene-b4195	161
gene-b4196	243
gene-b4197	472
gene-b4198	164
gene-b4199	25
gene-b4200	9199
gene-b4201	5677
gene-b4202	4218
gene-b4203	51891
gene-b4204	298
gene-b4206	327
gene-b4207	3410
gene-b4208	3136
gene-b4209	466
gene-b4210	272
gene-b4211	189
gene-b4212	99
gene-b4213	2801
gene-b4214	1035
gene-b4215	257
gene-b4216	1694
gene-b4217	436
gene-b4218	1111
gene-b4219	689
gene-b4220	2202
gene-b4221	3006
gene-b4222	393
gene-b4223	309
gene-b4224	682
gene-b4225	556
gene-b4226	13222
gene-b4227	1546
gene-b4485	940
gene-b4230	383
gene-b4231	1111
gene-b4232	6374
gene-b4233	6097
gene-b4234	4176
gene-b4235	1880
gene-b4237	415
gene-b4238	1566
gene-b4239	15372
gene-b4240	17965
gene-b4241	241
gene-b4702	583
gene-b4242	7759
gene-b4243	4709
gene-b4244	844
gene-b4245	1267
gene-b4246	64
gene-b4248	215
gene-b4249	114
gene-b4251	283
gene-b4252	963
gene-b4253	328
gene-b4254	64
gene-b4255	1420
gene-b4256	72
gene-b4257	15
gene-b4258	15658
gene-b4259	1471
gene-b4260	14190
gene-b4261	1947
gene-b4262	2461
gene-b4263	625
gene-b4264	236
gene-b4265	174
gene-b4266	154
gene-b4267	155
gene-b4268	133
gene-b4269	156
gene-b4270	5
gene-b4272	2
gene-b4273	116
gene-b4277	35
gene-b4278	553
gene-b4279	27442
gene-b4280	41822
gene-b4655	495
gene-b4284	124
gene-b4287	750
gene-b4288	742
gene-b4289	606
gene-b4290	942
gene-b4291	2520
gene-b4292	1163
gene-b4293	1050
gene-b4294	138
gene-b4295	1754
gene-b4296	34
gene-b4297	738
gene-b4298	281
gene-b4299	164
gene-b4300	247
gene-b4301	220
gene-b4302	167
gene-b4624	210
gene-b4303	563
gene-b4304	524
gene-b4565	251
gene-b4305	1861
gene-b4306	685
gene-b4307	327
gene-b4566	381
gene-b4309	2305
gene-b4310	11544
gene-b4311	8486
gene-b4312	747
gene-b4313	189
gene-b4314	8782
gene-b4315	1141
gene-b4316	957
gene-b4317	1400
gene-b4318	330
gene-b4319	216
gene-b4320	459
gene-b4321	4766
gene-b4322	9610
gene-b4323	17509
gene-b4324	1299
gene-b4325	40
gene-b4720	0
gene-b4721	13
gene-b4722	8
gene-b4326	44
gene-b4327	717
gene-b4328	634
gene-b4329	36
gene-b4330	20
gene-b4331	183
gene-b4332	125
gene-b4333	69
gene-b4715	52
gene-b4334	99
gene-b4335	272
gene-b4336	162
gene-b4337	95
gene-b4340	365
gene-b4341	5
gene-b4342	1551
gene-b4345	334
gene-b4346	941
gene-b4347	85
gene-b4625	47
gene-b4348	1999
gene-b4349	2698
gene-b4350	8710
gene-b4351	735
gene-b4352	9983
gene-b4353	1873
gene-b4354	77619
gene-b4355	540
gene-b4356	841
gene-b4357	1411
gene-b4358	91
gene-b4359	4015
gene-b4360	442
gene-b4361	1093
gene-b4362	1090
gene-b4363	106
gene-b4364	208
gene-b4365	46
gene-b4366	432
gene-b4367	2717
gene-b4567	1232
gene-b4368	2444
gene-b4369	2459
gene-b4370	1024
gene-b4371	1414
gene-b4372	749
gene-b4373	1255
gene-b4374	1614
gene-b4375	11784
gene-b4376	789
gene-b4568	106
gene-b4377	2315
gene-b4378	1512
gene-b4379	410
gene-b4380	443
gene-b4381	9095
gene-b4382	14211
gene-b4383	14756
gene-b4384	9558
gene-b4385	225
gene-b4386	662
gene-b4387	382
gene-b4388	1706
gene-b4389	3778
gene-b4390	2056
gene-b4391	6913
gene-b4392	4974
gene-b4393	1334
gene-b4394	935
gene-b4395	4672
gene-b4396	4384
gene-b4397	1146
gene-b4398	711
gene-b4399	349
gene-b4400	102
gene-b4401	11578
gene-b4402	515
gene-b4403	376
