Geneid	1714__30min_MOXI_N=3_library-read-1.fastq.gz
gene-b2944	4
gene-b2945	109
gene-b2946	793
gene-b2947	1811
gene-b2948	743
gene-b2949	401
gene-b2950	195
gene-b2951	793
gene-b2952	411
gene-b2953	57
gene-b2954	552
gene-b2955	405
gene-b2956	65
gene-b2957	263
gene-b2958	1520
gene-b2959	6710
gene-b2960	5613
gene-b2961	631
gene-b2962	292
gene-b2963	176
gene-b2964	3488
gene-b2965	342
gene-b2966	206
gene-b2967	12
gene-b2968	146
gene-b2971	4
gene-b2972	61
gene-b4466	2815
gene-b2975	1444
gene-b2976	1905
gene-b2977	344
gene-b4467	700
gene-b4468	202
gene-b2979	416
gene-b2980	4539
gene-b2981	534
gene-b2982	119
gene-b2983	151
gene-b2984	4
gene-b2985	28
gene-b2986	14
gene-b2987	88
gene-b2988	2075
gene-b2989	3031
gene-b2990	100
gene-b2991	136
gene-b2992	206
gene-b2993	582
gene-b2994	806
gene-b2995	183
gene-b2996	175
gene-b2997	250
gene-b2998	34
gene-b4755	1161
gene-b3001	7000
gene-b3002	1512
gene-b3003	6790
gene-b3005	5384
gene-b3006	8427
gene-b3008	996
gene-b3009	2104
gene-b3010	837
gene-b3011	2840
gene-b3012	19064
gene-b3013	170
gene-b3014	2
gene-b4469	525
gene-b3017	835
gene-b3018	522
gene-b3019	1715
gene-b3020	1160
gene-b3021	9202
gene-b3022	2367
gene-b3023	1825
gene-b3024	19941
gene-b3025	96
gene-b3026	477
gene-b3027	15
gene-b3028	1543
gene-b3029	5949
gene-b3030	3703
gene-b3031	2198
gene-b3032	4981
gene-b3033	1937
gene-b3034	1590
gene-b3035	4183
gene-b3036	1084
gene-b3037	3291
gene-b3038	2365
gene-b3039	470
gene-b3040	2955
gene-b4756	218
gene-b3041	15000
gene-b3042	1014
gene-b3043	2
gene-b3044	0
gene-b3045	35
gene-b3047	23
gene-b3048	199
gene-b3049	7448
gene-b3050	128
gene-b3051	141
gene-b4447	384
gene-b4664	316
gene-b4611	145
gene-b4666	107
gene-b3052	1658
gene-b3053	1942
gene-b3054	1389
gene-b3055	3836
gene-b3056	6445
gene-b3057	988
gene-b3058	250
gene-b3059	1184
gene-b3060	166
gene-b3061	73
gene-b3062	20
gene-b3063	116
gene-b3064	698
gene-b3065	4544
gene-b3066	6584
gene-b3067	77835
gene-b3068	2009
gene-b3069	33
gene-b3070	392
gene-b3071	1131
gene-b3072	445
gene-b3073	48623
gene-b3074	533
gene-b3075	95
gene-b3076	146
gene-b3077	29
gene-b3078	90
gene-b3079	16
gene-b3080	109
gene-b3081	1536
gene-b3082	140
gene-b3083	76
gene-b3084	183
gene-b3085	204
gene-b3086	11
gene-b3087	4205
gene-b3088	119
gene-b3089	8452
gene-b3090	289
gene-b3091	4033
gene-b3092	10742
gene-b3093	4398
gene-b3094	7169
gene-b3095	3752
gene-b3096	1482
gene-b3097	14414
gene-b3098	16552
gene-b3099	23704
gene-b3100	14091
gene-b3101	303
gene-b3102	10760
gene-b3103	2952
gene-b3104	205
gene-b3105	284
gene-b3106	191
gene-b3107	155
gene-b4470	152
gene-b3110	61
gene-b4471	292
gene-b3113	129
gene-b3114	555
gene-b3115	472
gene-b3116	1077
gene-b3117	831
gene-b3118	237
gene-b3119	2
gene-b3120	14
gene-b3121	44
gene-b3123	10203
gene-b3124	482
gene-b3125	306
gene-b3126	135
gene-b3127	174
gene-b3128	353
gene-b3129	1729
gene-b3130	2023
gene-b3131	796
gene-b3132	195
gene-b3133	57
gene-b3136	36
gene-b3137	33
gene-b3138	29
gene-b3139	26
gene-b3140	160
gene-b3141	29
gene-b3142	77
gene-b3143	52
gene-b3144	5522
gene-b3145	361
gene-b3146	365
gene-b3147	2566
gene-b3148	321
gene-b3149	747
gene-b3150	611
gene-b3151	389
gene-b3152	1495
gene-b3153	540
gene-b3154	320
gene-b3155	473
gene-b3156	2020
gene-b3157	2708
gene-b3158	11
gene-b3159	70
gene-b3160	1784
gene-b3161	563
gene-b3162	17231
gene-b4685	1003
gene-b3163	9316
gene-b3164	6054
gene-b4449	361
gene-b3165	3617
gene-b3166	746
gene-b3167	422
gene-b3168	6625
gene-b3169	4300
gene-b3170	1084
gene-b3171	164
gene-b3172	1270
gene-b3173	209
gene-b3174	799
gene-b3175	2038
gene-b3176	1488
gene-b3177	487
gene-b3178	60544
gene-b3179	20184
gene-b3180	1782
gene-b3181	2832
gene-b3182	310
gene-b3183	21059
gene-b3184	3254
gene-b3185	11146
gene-b3186	18361
gene-b3187	1699
gene-b3188	121
gene-b3189	1513
gene-b3190	499
gene-b3191	1685
gene-b3192	6713
gene-b3193	923
gene-b3194	1358
gene-b3195	1429
gene-b3196	966
gene-b3197	2680
gene-b3198	3969
gene-b3199	5050
gene-b3200	2828
gene-b3201	4594
gene-b3202	7883
gene-b3203	2256
gene-b3204	2091
gene-b3205	1799
gene-b3206	545
gene-b3207	32235
gene-b3208	9146
gene-b3209	837
gene-b4450	305
gene-b3210	3578
gene-b3211	41
gene-b3212	1909
gene-b3213	685
gene-b3214	7
gene-b3215	89
gene-b3216	440
gene-b3218	31
gene-b3219	397
gene-b3220	419
gene-b3221	723
gene-b3222	1615
gene-b3223	1132
gene-b3224	4037
gene-b3225	5690
gene-b3226	606
gene-b3227	171
gene-b3228	5255
gene-b3229	13569
gene-b3230	17188
gene-b3231	14682
gene-b3232	305
gene-b3233	7379
gene-b3234	2584
gene-b3235	1054
gene-b3236	16358
gene-b3237	1397
gene-b3238	436
gene-b3239	1272
gene-b3240	183
gene-b3241	150
gene-b3242	168
gene-b3243	819
gene-b3244	2398
gene-b4472	1278
gene-b3247	1795
gene-b3248	1989
gene-b3249	660
gene-b3250	907
gene-b3251	5926
gene-b3252	1209
gene-b3253	3606
gene-b3255	820
gene-b3256	2332
gene-b3257	19
gene-b3258	1193
gene-b3259	2037
gene-b3260	1245
gene-b3261	587
gene-b3262	66
gene-b3263	13
gene-b3264	39
gene-b3265	43
gene-b3266	208
gene-b3267	138
gene-b3269	158
gene-b3270	158
gene-b3271	146
gene-b3272	1517
gene-b3273	135
gene-b3274	231
gene-b3275	99423
gene-b3276	0
gene-b3277	9
gene-b3278	90025
gene-b3279	822
gene-b3280	719
gene-b3281	2531
gene-b3282	791
gene-b3283	3536
gene-b3284	8076
gene-b4473	3190
gene-b3287	7993
gene-b3288	8410
gene-b3289	1903
gene-b3290	1749
gene-b3291	21981
gene-b4550	5281
gene-b3292	2727
gene-b3293	3225
gene-b3294	12936
gene-b3295	37778
gene-b3296	27223
gene-b3297	26307
gene-b3298	22441
gene-b3299	5126
gene-b3300	133976
gene-b3301	34660
gene-b3302	25157
gene-b3303	30023
gene-b3304	40521
gene-b3305	31592
gene-b3306	21808
gene-b3307	26612
gene-b3308	66587
gene-b3309	99047
gene-b3310	63439
gene-b3311	10592
gene-b3312	4385
gene-b3313	8138
gene-b3314	19218
gene-b3315	8697
gene-b3316	3565
gene-b3317	9966
gene-b3318	5096
gene-b3319	7436
gene-b3320	10529
gene-b3321	5938
gene-b3322	50
gene-b3323	66
gene-b3324	75
gene-b3325	116
gene-b3326	78
gene-b3327	157
gene-b3328	68
gene-b3329	15
gene-b3330	22
gene-b3331	34
gene-b3332	141
gene-b3333	174
gene-b3334	98
gene-b3335	413
gene-b3336	2670
gene-b3337	559
gene-b3338	796
gene-b3339	84806
gene-b3340	237726
gene-b3341	43783
gene-b3342	23091
gene-b3343	681
gene-b3344	485
gene-b3345	861
gene-b3346	3302
gene-b3347	16603
gene-b3348	248
gene-b3349	12404
gene-b4551	194
gene-b3350	1357
gene-b3351	327
gene-b3352	1147
gene-b3353	955
gene-b3354	634
gene-b3355	764
gene-b3356	846
gene-b3357	7353
gene-b3358	518
gene-b3359	697
gene-b3360	1456
gene-b3361	6929
gene-b3362	3000
gene-b3363	2310
gene-b3364	212
gene-b3365	382
gene-b3366	34
gene-b3367	196
gene-b3368	1252
gene-b3369	1
gene-b3370	29
gene-b3371	227
gene-b4474	107
gene-b3374	150
gene-b3375	400
gene-b3376	289
gene-b3377	160
gene-b3378	42
gene-b3379	97
gene-b3380	44
gene-b3381	119
gene-b3382	341
gene-b3383	650
gene-b3384	2258
gene-b3385	605
gene-b3386	1037
gene-b3387	664
gene-b3388	8027
gene-b3389	5904
gene-b3390	4511
gene-b3391	70
gene-b3392	11
gene-b3393	14
gene-b3394	13
gene-b3395	66
gene-b3396	721
gene-b3397	1362
gene-b3398	1239
gene-b3399	4422
gene-b3400	10781
gene-b3401	17589
gene-b3402	1406
gene-b3403	9983
gene-b3404	3125
gene-b3405	5855
gene-b3406	107
gene-b3407	1692
gene-b3408	479
gene-b3409	2458
gene-b3410	139
gene-b3411	120
gene-b3412	219
gene-b3413	549
gene-b3414	17373
gene-b3415	874
gene-b3416	1684
gene-b3417	2322
gene-b3418	4347
gene-b4475	1292
gene-b3421	1987
gene-b3422	140
gene-b3424	1367
gene-b3425	403
gene-b3426	353417
gene-b3427	4696
gene-b3428	4036
gene-b3429	3076
gene-b3430	3104
gene-b3431	2183
gene-b3432	3558
gene-b3433	3504
gene-b3434	83
gene-b4476	127
gene-b3437	76
gene-b3438	1412
gene-b3439	1459
gene-b3440	1035
gene-b4451	82
gene-b3441	39
gene-b3442	25
gene-b3444	0
gene-b3445	14
gene-b4612	35
gene-b3446	129
gene-b3447	560
gene-b3448	25726
gene-b3449	6685
gene-b3450	479
gene-b3451	121
gene-b3452	159
gene-b3453	2949
gene-b3454	63
gene-b3455	178
gene-b3456	190
gene-b3457	167
gene-b3458	535
gene-b3459	63
gene-b3460	554
gene-b3461	41441
gene-b3462	5134
gene-b3463	4098
gene-b3464	4699
gene-b3465	572
gene-b3466	178
gene-b3467	236
gene-b3468	506
gene-b3469	1188
gene-b3470	591
gene-b3471	1297
gene-b3472	2103
gene-b3473	289
gene-b3474	2186
gene-b3475	1109
gene-b3476	64
gene-b3477	5
gene-b3478	0
gene-b3479	27
gene-b3480	54
gene-b3481	355
gene-b3482	49
gene-b3483	1
gene-b3484	28
gene-b3485	260
gene-b3486	1203
gene-b3487	1934
gene-b3488	366
gene-b3491	8330
gene-b3492	790
gene-b3493	4663
gene-b3494	9049
gene-b3495	13230
gene-b3496	4036
gene-b3497	1604
gene-b3498	12413
gene-b3499	1389
gene-b3500	2378
gene-b4613	476
gene-b4712	25
gene-b4713	68
gene-b3501	138
gene-b3502	312
gene-b3503	362
gene-b3505	243
gene-b3506	28741
gene-b3507	2040
gene-b3508	2199
gene-b3509	67497
gene-b3510	92972
gene-b3511	25814
gene-b4704	565
gene-b3512	17439
gene-b4718	9112
gene-b3513	1830
gene-b3514	1396
gene-b3515	5645
gene-b4452	2562
gene-b3516	18525
gene-b3517	72530
gene-b3518	513
gene-b3519	6222
gene-b3520	220
gene-b3521	87
gene-b3522	5598
gene-b3523	825
gene-b3524	10287
gene-b3525	76
gene-b3526	662
gene-b3527	3727
gene-b3528	4847
gene-b3529	1514
gene-b3530	2459
gene-b3531	32
gene-b3532	133
gene-b3533	148
gene-b3535	660
gene-b3536	1528
gene-b3537	165
gene-b3538	837
gene-b4453	369
gene-b4454	56
gene-b3539	176
gene-b3540	201
gene-b3541	85
gene-b3542	72
gene-b3543	59
gene-b3544	1822
gene-b3545	58
gene-b3546	712
gene-b3547	122
gene-b3548	2621
gene-b3549	520
gene-b3550	292
gene-b3551	1578
gene-b3552	130
gene-b3553	556
gene-b3554	4027
gene-b3555	14187
gene-b3556	897
gene-b4455	7
gene-b3557	30
gene-b3558	40
gene-b3559	11602
gene-b3560	7442
gene-b4553	60
gene-b3561	142
gene-b3562	16
gene-b3563	9
gene-b3564	2254
gene-b3565	1459
gene-b3566	226
gene-b3567	234
gene-b3568	234
gene-b3569	332
gene-b3570	6148
gene-b3571	352
gene-b3572	3134
gene-b3573	145
gene-b3574	540
gene-b3575	30
gene-b3576	0
gene-b3577	17
gene-b3578	47
gene-b3579	41
gene-b3580	54
gene-b3581	15
gene-b3582	55
gene-b3583	290
gene-b3584	183
gene-b3585	579
gene-b3586	256
gene-b3587	12
gene-b3588	7697
gene-b3589	34
gene-b3590	1369
gene-b3591	961
gene-b3592	2064
gene-b3593	458
gene-b3594	365
gene-b3596	8
gene-b4615	3
gene-b3597	683
gene-b3598	420
gene-b3599	5449
gene-b3600	7964
gene-b3601	14205
gene-b4554	9611
gene-b3602	446
gene-b3603	3844
gene-b3604	925
gene-b3605	2359
gene-b3606	110
gene-b3607	2067
gene-b3608	22924
gene-b3609	26528
gene-b3610	2591
gene-b3611	1032
gene-b3612	4307
gene-b3613	481
gene-b3614	303
gene-b3615	67
gene-b3616	3263
gene-b3617	2985
gene-b3618	250
gene-b3619	22498
gene-b3620	4291
gene-b3621	696
gene-b3622	745
gene-b3623	403
gene-b3624	247
gene-b3625	302
gene-b3626	522
gene-b3627	610
gene-b3628	865
gene-b3629	752
gene-b3630	661
gene-b3631	1621
gene-b3632	1655
gene-b3633	930
gene-b3634	590
gene-b3635	1081
gene-b3636	6575
gene-b3637	8479
gene-b3638	238
gene-b3639	2372
gene-b3640	751
gene-b3641	209
gene-b3642	40
gene-b3643	659
gene-b3644	2813
gene-b3645	655
gene-b3646	90
gene-b3647	170
gene-b3648	4378
gene-b3649	6927
gene-b3650	4691
gene-b3651	313
gene-b3652	507
gene-b3653	2043
gene-b3654	151
gene-b3655	1134
gene-b3656	267
gene-b3657	49
gene-b3658	16
gene-b3659	102
gene-b3660	529
gene-b3661	863
gene-b4555	54
gene-b3662	169
gene-b3663	347
gene-b3664	112
gene-b3665	353
gene-b3666	58
gene-b3667	76
gene-b3668	217
gene-b3669	729
gene-b3670	825
gene-b3671	3052
gene-b3672	65
gene-b4616	26
gene-b4618	3591
gene-b3673	299
gene-b3674	293
gene-b3675	356
gene-b3676	453
gene-b3677	24
gene-b3678	144
gene-b3679	131
gene-b3680	108
gene-b3681	63
gene-b3682	22
gene-b3683	14
gene-b3684	127
gene-b3685	1019
gene-b3686	2515
gene-b3687	12251
gene-b3688	1269
gene-b3689	719
gene-b3690	74
gene-b3691	148
gene-b4478	268
gene-b4477	51
gene-b3693	315
gene-b4479	338
gene-b3696	202
gene-b3697	1318
gene-b3698	1054
gene-b3699	14279
gene-b3700	925
gene-b3701	3840
gene-b3702	8975
gene-b4757	146
gene-b3703	12789
gene-b3704	7190
gene-b4557	223
gene-b3705	3091
gene-b3706	6818
gene-b3707	755
gene-b3708	18430
gene-b3709	2481
gene-b3710	150
gene-b3711	220
gene-b3712	669
gene-b3713	1093
gene-b3714	629
gene-b3715	222
gene-b3716	46
gene-b3717	78
gene-b3718	41
gene-b3719	39
gene-b3720	85
gene-b3721	21
gene-b3722	28
gene-b3723	55
gene-b3724	1647
gene-b3725	4690
gene-b3726	2404
gene-b3727	4200
gene-b3728	9907
gene-b3729	7012
gene-b3730	4662
gene-b3731	3532
gene-b3732	11673
gene-b3733	8197
gene-b3734	12787
gene-b3735	3276
gene-b3736	3685
gene-b3737	6465
gene-b3738	4280
gene-b3739	1275
gene-b3740	182
gene-b3741	3741
gene-b3742	1098
gene-b3743	254
gene-b3744	447
gene-b3745	652
gene-b3746	860
gene-b3747	1031
gene-b3748	4864
gene-b3749	3811
gene-b3750	2145
gene-b3751	3907
gene-b3752	623
gene-b3753	409
gene-b3754	179
gene-b3755	446
gene-b3756	359985
gene-b3757	905
gene-b3758	501400
gene-b3759	1740
gene-b3760	1357
gene-b3761	2200
gene-b4480	271
gene-b3764	3500
gene-b3765	1285
gene-b3766	122
gene-b4669	34
gene-b3769	30
gene-b3770	257
gene-b3771	656
gene-b3772	599
gene-b3773	1102
gene-b3774	386
gene-b3775	388
gene-b3778	2051
gene-b3779	1230
gene-b3780	6498
gene-b3781	7967
gene-b3782	2466
gene-b3783	15540
gene-b3784	1085
gene-b3785	1260
gene-b3786	522
gene-b3787	509
gene-b3788	594
gene-b3789	663
gene-b3790	323
gene-b3791	994
gene-b3792	817
gene-b4481	700
gene-b3793	389
gene-b3794	380
gene-b3795	1650
gene-b3796	1505
gene-b3797	2509
gene-b3798	1608
gene-b3799	365
gene-b3800	43
gene-b3801	326
gene-b4456	590
gene-b3802	765
gene-b3803	1746
gene-b3804	2156
gene-b3805	4045
gene-b3806	17242
gene-b3807	370
gene-b3808	267
gene-b4558	623
gene-b3809	1438
gene-b3810	824
gene-b3811	473
gene-b3812	365
gene-b3813	4124
gene-b4482	46
gene-b3816	9017
gene-b3817	77
gene-b3818	1
gene-b3819	230
gene-b3820	1267
gene-b3821	279
gene-b3822	447
gene-b3823	252
gene-b3824	277
gene-b3825	1791
gene-b3826	711
gene-b3827	444
gene-b3828	635
gene-b3829	18332
gene-b3830	2979
gene-b3831	6125
gene-b3832	817
gene-b3833	2158
gene-b3834	1186
gene-b4707	310
gene-b3835	1110
gene-b3836	1743
gene-b3838	1831
gene-b3839	697
gene-b4483	184
gene-b3842	375
gene-b3843	6063
gene-b3844	2962
gene-b3845	3162
gene-b3846	4356
gene-b3847	2870
gene-b3848	793
gene-b3849	2249
gene-b3850	878
gene-b3851	105605
gene-b3852	28
gene-b3853	11
gene-b3854	351567
gene-b3855	2236
gene-b3856	126
gene-b3857	164
gene-b3858	560
gene-b3859	1101
gene-b3860	3897
gene-b3861	46
gene-b3862	102
gene-b3863	3288
gene-b3864	96
gene-b3865	1215
gene-b4457	22228
gene-b3866	2807
gene-b3867	2253
gene-b4686	2432
gene-b3868	1067
gene-b3869	430
gene-b3870	536
gene-b3871	16202
gene-b3872	202
gene-b3873	242
gene-b3874	84
gene-b3875	33
gene-b3876	565
gene-b3877	93
gene-b3878	105
gene-b3879	13
gene-b3880	116
gene-b3881	91
gene-b3882	90
gene-b3883	486
gene-b3884	658
gene-b3885	912
gene-b3886	2946
gene-b3887	2567
gene-b3888	1465
gene-b3889	34
gene-b3890	133
gene-b3891	919
gene-b3892	822
gene-b3893	1910
gene-b3894	9925
gene-b3895	845
gene-b3896	56
gene-b3897	52
gene-b3898	68
gene-b3899	73
gene-b3900	26
gene-b3901	9
gene-b3902	16
gene-b3903	54
gene-b3904	32
gene-b3905	74
gene-b3906	71
gene-b3907	201
gene-b3908	38735
gene-b3909	144
gene-b3910	2354
gene-b3911	1820
gene-b3912	2397
gene-b4484	4559
gene-b4716	1432
gene-b3915	1594
gene-b3916	15837
gene-b3917	169
gene-b3918	91
gene-b3919	7571
gene-b3920	85
gene-b3921	179
gene-b3922	2313
gene-b3923	4808
gene-b3924	959
gene-b3925	2801
gene-b3926	58893
gene-b3927	43424
gene-b3928	1846
gene-b3929	7149
gene-b3930	685
gene-b3931	38623
gene-b3932	30717
gene-b3933	1952
gene-b3934	1238
gene-b3935	2001
gene-b3936	9123
gene-b3937	1555
gene-b3938	6551
gene-b3939	1654
gene-b3940	2523
gene-b3941	1378
gene-b3942	17638
gene-b3943	261
gene-b3944	25
gene-b3945	717
gene-b3946	156
gene-b3947	179
gene-b3949	74
gene-b3950	25
gene-b3951	304
gene-b3952	116
gene-b3953	86
gene-b3954	266
gene-b3955	739
gene-b3956	4908
gene-b3957	1394
gene-b3958	82
gene-b3959	1024
gene-b3960	3843
gene-b4458	2
gene-b3961	892
gene-b3962	11774
gene-b3963	1705
gene-b3964	2288
gene-b3965	6730
gene-b3966	815
gene-b3967	1396
gene-b3968	2253
gene-b3969	685
gene-b3970	982
gene-b3971	126
gene-b3972	1440
gene-b3973	1172
gene-b3974	484
gene-b3976	169
gene-b3977	392
gene-b3978	862
gene-b3979	747
gene-b3980	18528
gene-b3981	12830
gene-b3982	7304
gene-b3983	26615
gene-b3984	73281
gene-b3985	40846
gene-b3986	88066
gene-b3987	186886
gene-b3988	133096
gene-b3989	87
gene-b4691	63
gene-b3990	1793
gene-b3991	1520
gene-b4407	935
gene-b3992	2047
gene-b3993	1066
gene-b3994	7431
gene-b3995	4431
gene-b3996	1222
gene-b3997	1150
gene-b3998	954
gene-b3999	746
gene-b4000	1881
gene-b4001	636
gene-b4002	787
gene-b4003	191
gene-b4004	579
gene-b4005	258
gene-b4006	117
gene-b4007	1479
gene-b4008	456
gene-b4009	1047
gene-b4010	61
gene-b4011	139
gene-b4012	306
gene-b4013	2146
gene-b4014	47764
gene-b4015	43585
gene-b4016	23115
gene-b4017	83
gene-b4018	504
gene-b4019	2003
gene-b4020	662
gene-b4021	205
gene-b4022	705
gene-b4023	929
gene-b4024	627
gene-b4025	14178
gene-b4026	3709
gene-b4027	7
gene-b4028	2
gene-b4029	682
gene-b4620	200
gene-b4030	114
gene-b4031	341
gene-b4032	193
gene-b4033	95
gene-b4034	123
gene-b4035	28
gene-b4036	212
gene-b4037	306
gene-b4039	1272
gene-b4040	2072
gene-b4041	9958
gene-b4042	505
gene-b4043	12882
gene-b4044	3219
gene-b4045	2730
gene-b4046	875
gene-b4047	5
gene-b4048	0
gene-b4049	489
gene-b4050	254
gene-b4051	4381
gene-b4052	2137
gene-b4053	451
gene-b4054	308
gene-b4621	9
gene-b4055	77
gene-b4056	2179
gene-b4057	2300
gene-b4058	25924
gene-b4059	4880
gene-b4060	254
gene-b4061	2326
gene-b4062	3245
gene-b4063	1626
gene-b4459	1073
gene-b4064	220
gene-b4065	807
gene-b4066	27
gene-b4067	3606
gene-b4068	1387
gene-b4069	20592
gene-b4070	55
gene-b4071	11
gene-b4072	6
gene-b4073	63
gene-b4074	87
gene-b4075	23
gene-b4076	8
gene-b4077	444
gene-b4078	1195
gene-b4079	1077
gene-b4080	57
gene-b4081	58
gene-b4082	15
gene-b4622	1
gene-b4083	8
gene-b4084	406
gene-b4085	121
gene-b4086	105
gene-b4087	113
gene-b4088	131
gene-b4089	650
gene-b4090	156
gene-b4487	197
gene-b4092	1038
gene-b4093	674
gene-b4094	76
gene-b4095	30
gene-b4096	162
gene-b4097	77
gene-b4098	4
gene-b4099	2
gene-b4100	16
gene-b4101	20
gene-b4102	34
gene-b4105	34
gene-b4106	56
gene-b4107	11612
gene-b4108	2653
gene-b4109	85
gene-b4110	97
gene-b4111	2339
gene-b4703	81
gene-b4112	470
gene-b4113	918
gene-b4114	303
gene-b4115	154
gene-b4116	201
gene-b4117	400
gene-b4118	906
gene-b4119	1079
gene-b4120	435
gene-b4121	166
gene-b4122	130
gene-b4123	34
gene-b4124	344
gene-b4125	390
gene-b4126	245
gene-b4127	738
gene-b4128	161
gene-b4559	40
gene-b4129	1970
gene-b4130	197
gene-b4131	679
gene-b4132	240
gene-b4133	229
gene-b4134	149
gene-b4135	5212
gene-b4136	817
gene-b4137	466
gene-b4138	3149
gene-b4139	9722
gene-b4140	14245
gene-b4141	2020
gene-b4142	48726
gene-b4143	286718
gene-b4144	581
gene-b4145	211
gene-b4146	862
gene-b4147	2385
gene-b4410	159
gene-b4411	1754
gene-b4148	1262
gene-b4149	2261
gene-b4150	66
gene-b4151	1056
gene-b4152	1271
gene-b4153	2704
gene-b4154	7146
gene-b4155	359
gene-b4156	176
gene-b4157	47
gene-b4158	30
gene-b4159	564
gene-b4160	1019
gene-b4161	2723
gene-b4162	466
gene-b4163	129
gene-b4164	258
gene-b4165	493
gene-b4670	103
gene-b4166	4476
gene-b4167	11471
gene-b4168	912
gene-b4169	1738
gene-b4170	1739
gene-b4171	20895
gene-b4172	6070
gene-b4173	7675
gene-b4174	9763
gene-b4175	2600
gene-b4176	41
gene-b4177	62615
gene-b4178	1176
gene-b4179	7735
gene-b4180	838
gene-b4181	2
gene-b4182	13
gene-b4183	7
gene-b4184	6
gene-b4185	15
gene-b4186	55
gene-b4187	51453
gene-b4188	7893
gene-b4189	1473
gene-b4190	476
gene-b4191	232
gene-b4192	414
gene-b4193	99
gene-b4194	56
gene-b4195	72
gene-b4196	59
gene-b4197	168
gene-b4198	92
gene-b4199	2904
gene-b4200	9877
gene-b4201	4773
gene-b4202	3299
gene-b4203	7364
gene-b4204	64
gene-b4206	2067
gene-b4207	314
gene-b4208	4687
gene-b4209	333
gene-b4210	420
gene-b4211	62
gene-b4212	513
gene-b4213	856
gene-b4214	19157
gene-b4215	230
gene-b4216	601
gene-b4217	2164
gene-b4218	2044
gene-b4219	1893
gene-b4220	418
gene-b4221	981
gene-b4222	432
gene-b4223	385
gene-b4224	1972
gene-b4225	1505
gene-b4226	8776
gene-b4227	16262
gene-b4485	5331
gene-b4230	2173
gene-b4231	1787
gene-b4232	3004
gene-b4233	2104
gene-b4234	6562
gene-b4235	4176
gene-b4237	6509
gene-b4238	107410
gene-b4239	609
gene-b4240	961
gene-b4241	477
gene-b4702	1275
gene-b4242	4809
gene-b4243	875
gene-b4244	159
gene-b4245	71
gene-b4246	18
gene-b4248	348
gene-b4249	122
gene-b4251	138
gene-b4252	637
gene-b4253	56
gene-b4254	156
gene-b4255	5320
gene-b4256	296
gene-b4257	81
gene-b4258	9211
gene-b4259	721
gene-b4260	7129
gene-b4261	5138
gene-b4262	3145
gene-b4263	6134
gene-b4264	226
gene-b4265	240
gene-b4266	110
gene-b4267	187
gene-b4268	491
gene-b4269	3856
gene-b4270	18
gene-b4272	16
gene-b4273	245
gene-b4277	71
gene-b4278	836
gene-b4279	1533
gene-b4280	2066
gene-b4655	45
gene-b4284	39
gene-b4287	182
gene-b4288	125
gene-b4289	109
gene-b4290	347
gene-b4291	1227
gene-b4292	2615
gene-b4293	2073
gene-b4294	381
gene-b4295	1712
gene-b4296	90
gene-b4297	387
gene-b4298	277
gene-b4299	118
gene-b4300	378
gene-b4301	407
gene-b4302	238
gene-b4624	179
gene-b4303	906
gene-b4304	1212
gene-b4565	496
gene-b4305	1071
gene-b4306	121
gene-b4307	34
gene-b4566	66
gene-b4309	327
gene-b4310	1291
gene-b4311	343
gene-b4312	48
gene-b4313	101
gene-b4314	1027
gene-b4315	174
gene-b4316	113
gene-b4317	142
gene-b4318	82
gene-b4319	52
gene-b4320	240
gene-b4321	631
gene-b4322	2655
gene-b4323	2534
gene-b4324	1954
gene-b4325	23
gene-b4720	37
gene-b4721	155
gene-b4722	226
gene-b4326	1365
gene-b4327	435
gene-b4328	189
gene-b4329	30
gene-b4330	25
gene-b4331	74
gene-b4332	300
gene-b4333	90
gene-b4715	74
gene-b4334	148
gene-b4335	613
gene-b4336	1335
gene-b4337	213
gene-b4340	893
gene-b4341	12
gene-b4342	456
gene-b4345	44
gene-b4346	326
gene-b4347	80
gene-b4625	34
gene-b4348	195
gene-b4349	1335
gene-b4350	1756
gene-b4351	488
gene-b4352	504
gene-b4353	126
gene-b4354	1541
gene-b4355	323
gene-b4356	339
gene-b4357	230
gene-b4358	21
gene-b4359	1685
gene-b4360	236
gene-b4361	1060
gene-b4362	1394
gene-b4363	72
gene-b4364	197
gene-b4365	34
gene-b4366	1203
gene-b4367	19795
gene-b4567	9122
gene-b4368	4640
gene-b4369	1672
gene-b4370	577
gene-b4371	1157
gene-b4372	1582
gene-b4373	1644
gene-b4374	1701
gene-b4375	1104
gene-b4376	90156
gene-b4568	4267
gene-b4377	4358
gene-b4378	2589
gene-b4379	140
gene-b4380	1329
gene-b4381	8435
gene-b4382	5953
gene-b4383	41694
gene-b4384	16484
gene-b4385	888
gene-b4386	412
gene-b4387	454
gene-b4388	813
gene-b4389	837
gene-b4390	2338
gene-b4391	8932
gene-b4392	2791
gene-b4393	1218
gene-b4394	570
gene-b4395	2491
gene-b4396	9982
gene-b4397	378
gene-b4398	599
gene-b4399	218
gene-b4400	444
gene-b4401	106299
gene-b4402	6582
gene-b4403	122
