Geneid	1714__30min_MMC_N=3_library-read-1.fastq.gz
gene-b1463	2208
gene-b1464	623
gene-b1465	393
gene-b1466	201
gene-b1467	366
gene-b1468	1380
gene-b1469	291
gene-b1471	14
gene-b1472	0
gene-b1473	71
gene-b1474	345
gene-b1475	275
gene-b1476	356
gene-b1477	11871
gene-b1478	18045
gene-b1479	3241
gene-b1480	6366
gene-b1481	103
gene-b1482	14200
gene-b1483	1267
gene-b1484	273
gene-b1485	251
gene-b1486	199
gene-b1487	255
gene-b1488	119
gene-b1489	10515
gene-b1490	27108
gene-b4746	1431
gene-b1491	744
gene-b1492	501682
gene-b1493	127802
gene-b1494	615
gene-b1495	129
gene-b1496	59
gene-b4747	13
gene-b1497	39
gene-b1498	220
gene-b1499	35
gene-b1500	22
gene-b1501	1321
gene-b1502	27
gene-b1503	1
gene-b1504	27
gene-b1505	106
gene-b1507	998
gene-b1508	334
gene-b1511	1713
gene-b1512	1516
gene-b1513	567
gene-b1514	721
gene-b1515	867
gene-b1516	623
gene-b1517	1184
gene-b1518	197
gene-b1519	6750
gene-b1520	1370
gene-b1521	2728
gene-b1522	333
gene-b1523	309
gene-b1524	258
gene-b1525	697
gene-b1526	1138
gene-b1527	140
gene-b1528	295
gene-b1529	3543
gene-b1530	83
gene-b1531	113
gene-b1532	100
gene-b1533	1666
gene-b1534	508
gene-b4599	17306
gene-b4698	55
gene-b1535	1506
gene-b1536	1411
gene-b1537	1637
gene-b1538	3502
gene-b1539	3461
gene-b1540	281
gene-b1541	0
gene-b1542	130
gene-b1543	948
gene-b4748	125
gene-b1544	38
gene-b1545	313
gene-b1546	20
gene-b1547	38
gene-b1548	45
gene-b4533	50
gene-b1549	3
gene-b1550	17
gene-b1551	14
gene-b4749	3
gene-b4724	24
gene-b1552	28
gene-b1553	22
gene-b4689	11
gene-b1554	38
gene-b1555	20
gene-b1556	26
gene-b1557	72
gene-b1558	107
gene-b4750	256
gene-b1559	314
gene-b1560	211
gene-b1561	989
gene-b1562	36617
gene-b1563	43319
gene-b1564	29158
gene-b1565	8314
gene-b1566	345
gene-b1567	63
gene-b1568	121
gene-b1569	81
gene-b1570	707
gene-b1571	70
gene-b1572	63
gene-b1573	131
gene-b1574	165
gene-b1575	31
gene-b1576	23
gene-b4534	219
gene-b1580	17158
gene-b1581	8223
gene-b1582	195
gene-b1583	418
gene-b1584	2333
gene-b1585	1600
gene-b1586	16484
gene-b1587	330
gene-b1588	461
gene-b1589	91
gene-b1590	1429
gene-b1591	1408
gene-b1592	835
gene-b1593	1925
gene-b1594	1634
gene-b1595	205
gene-b1596	403
gene-b1597	590
gene-b4601	739
gene-b1598	18156
gene-b1599	305
gene-b1600	25
gene-b1601	973
gene-b1602	19609
gene-b1603	3864
gene-b1604	1978
gene-b1605	309
gene-b1606	479
gene-b1607	242
gene-b1608	298
gene-b1609	499
gene-b1610	3014
gene-b1611	16337
gene-b1612	10321
gene-b1613	1806
gene-b1614	18770
gene-b1615	327
gene-b1616	243
gene-b1617	767
gene-b1618	1820
gene-b1619	20256
gene-b1620	615
gene-b1621	610
gene-b1622	1017
gene-b1623	1062
gene-b1624	6523
gene-b4409	50
gene-b1625	1756
gene-b1626	1668
gene-b1627	190
gene-b1628	183
gene-b1629	415
gene-b1630	119
gene-b1631	57
gene-b1632	108
gene-b1633	48
gene-b1634	1158
gene-b1635	7218
gene-b1636	968
gene-b1637	4195
gene-b1638	232
gene-b1639	439
gene-b1640	1834
gene-b1641	38725
gene-b1642	7063
gene-b1643	583
gene-b1644	190
gene-b1645	18535
gene-b1646	11011
gene-b1647	3456
gene-b1648	420
gene-b1649	510
gene-b1650	1133
gene-b1651	494
gene-b1652	82
gene-b1653	1803
gene-b1654	6434
gene-b1655	495
gene-b1656	3643
gene-b1657	445
gene-b4602	2107
gene-b1658	466
gene-b1659	1579
gene-b1660	445
gene-b1661	72330
gene-b1662	3246
gene-b1663	5451
gene-b1664	19380
gene-b1665	15
gene-b1666	7
gene-b1667	5836
gene-b1668	12319
gene-b1669	804
gene-b1670	151
gene-b1671	129
gene-b1672	100
gene-b1673	341
gene-b1674	89
gene-b1675	267
gene-b1676	59552
gene-b1677	38258
gene-b1678	82835
gene-b1679	2988
gene-b1680	19843
gene-b1681	26467
gene-b1682	23012
gene-b1683	44876
gene-b1684	11141
gene-b4430	181
gene-b1685	1210
gene-b1686	1183
gene-b1687	1045
gene-b1688	8806
gene-b4431	310
gene-b1689	138
gene-b1690	60
gene-b1691	35
gene-b1692	209
gene-b1693	212
gene-b1694	70
gene-b1695	102
gene-b1696	292
gene-b1697	199
gene-b1698	185
gene-b1699	168
gene-b1700	98
gene-b1701	484
gene-b1702	13457
gene-b1703	932
gene-b1704	313
gene-b1705	135
gene-b1706	1851
gene-b1707	337
gene-b1708	5419
gene-b1709	594
gene-b1710	2917
gene-b1711	891
gene-b1712	303540
gene-b1713	61611
gene-b1714	872
gene-b1715	96
gene-b1716	41221
gene-b1717	38518
gene-b1718	249105
gene-b1719	64907
gene-b4535	29
gene-b1722	146
gene-b1723	2849
gene-b1724	2417
gene-b1725	13028
gene-b1726	15481
gene-b1727	787
gene-b1728	608
gene-b1729	6238
gene-b1730	430
gene-b1731	64
gene-b1732	11898
gene-b1733	1464
gene-b1734	691
gene-b1735	719
gene-b1736	249
gene-b1737	454
gene-b1738	87
gene-b1739	7123
gene-b1740	3121
gene-b1741	591
gene-b1742	125
gene-b1743	9271
gene-b1744	5189
gene-b1745	8872
gene-b1746	13078
gene-b1747	10956
gene-b1748	18380
gene-b1749	1321
gene-b1750	539
gene-b1751	143
gene-b1752	610
gene-b1753	206
gene-b1754	433
gene-b1755	287
gene-b1756	364
gene-b1757	243
gene-b1758	599
gene-b1759	144
gene-b1760	260
gene-b1761	773
gene-b1762	63
gene-b1763	1383
gene-b1764	4050
gene-b1765	975
gene-b1766	960
gene-b1767	1343
gene-b1768	605
gene-b1769	314
gene-b1770	528
gene-b1771	172
gene-b1772	144
gene-b1773	71
gene-b1774	84
gene-b1775	54
gene-b1776	80
gene-b1777	2278
gene-b1778	3974
gene-b1779	269363
gene-b1780	768
gene-b1781	2152
gene-b1782	1301
gene-b1783	415437
gene-b1784	165848
gene-b1785	976
gene-b1786	914
gene-b1787	159
gene-b1788	6
gene-b1789	124
gene-b1790	342
gene-b1791	385
gene-b1792	629
gene-b1793	515
gene-b1794	703
gene-b4676	129
gene-b4675	176
gene-b1795	47527
gene-b1796	112
gene-b1797	117
gene-b1798	301
gene-b1799	1690
gene-b1800	1035
gene-b1801	49
gene-b1802	108
gene-b1803	196
gene-b1804	203
gene-b1805	18370
gene-b1806	32659
gene-b1807	608
gene-b1808	376
gene-b1809	188
gene-b1810	4918
gene-b1811	445
gene-b1812	1757
gene-b1813	1335
gene-b1814	71006
gene-b1815	4531
gene-b1816	1641
gene-b4751	250
gene-b1817	21209
gene-b1818	28591
gene-b1819	44438
gene-b1820	837
gene-b1821	97
gene-b1822	286
gene-b1823	173249
gene-b1824	93259
gene-b1825	2351
gene-b1826	121
gene-b4536	277
gene-b1827	22193
gene-b1828	239
gene-b1829	13012
gene-b1830	2640
gene-b1831	2925
gene-b1832	992
gene-b1833	1169
gene-b1834	1344
gene-b1835	609
gene-b1836	9396
gene-b1837	4725
gene-b1838	3336
gene-b4432	6631
gene-b4433	3400
gene-b1839	454
gene-b1840	387
gene-b1841	264
gene-b1842	555
gene-b1843	2062
gene-b1844	1341
gene-b1845	4964
gene-b1846	812
gene-b1847	4125
gene-b1848	1528
gene-b1849	104
gene-b1850	966
gene-b1851	215
gene-b1852	4800
gene-b1853	3034
gene-b1854	24511
gene-b1855	1497
gene-b1856	13570
gene-b1857	43702
gene-b1858	7516
gene-b1859	2094
gene-b1860	2370
gene-b1861	3191
gene-b4677	557
gene-b1862	142
gene-b1863	521
gene-b1864	2161
gene-b1865	7418
gene-b1866	11856
gene-b1867	300
gene-b1868	450
gene-b1869	244
gene-b1870	1160
gene-b1871	1221
gene-b1872	2248
gene-b1873	882
gene-b4717	1372
gene-b1874	6473
gene-b1875	1074
gene-b1876	4015
gene-b1877	150
gene-b1878	44
gene-b1879	674
gene-b1880	185
gene-b1881	983
gene-b1882	475
gene-b1883	147
gene-b1884	239
gene-b1885	391
gene-b1886	396
gene-b1887	907
gene-b1888	624
gene-b1889	346
gene-b1890	329
gene-b1891	1337
gene-b1892	335
gene-b1893	93
gene-b1894	8
gene-b1895	7522
gene-b1896	179883
gene-b1897	29106
gene-b4460	2511
gene-b1900	2538
gene-b1901	2162
gene-b1902	989
gene-b4537	179
gene-b4663	983
gene-b1904	181
gene-b1905	1104
gene-b1906	2069
gene-b1907	1494
gene-b1908	3871
gene-b1909	35
gene-b1910	75
gene-b1911	81
gene-b1912	2135
gene-b1913	663
gene-b1914	555
gene-b4752	70
gene-b1915	142
gene-b1916	563
gene-b4719	273
gene-b1917	2855
gene-b1918	1978
gene-b1919	6340
gene-b1920	6548
gene-b1921	136
gene-b1922	343
gene-b1923	9047
gene-b1924	92
gene-b1925	86
gene-b1926	94
gene-b1927	11967
gene-b1928	10432
gene-b1929	1053
gene-b1930	107
gene-b1931	1040
gene-b1932	73
gene-b1937	127
gene-b1938	181
gene-b1939	92
gene-b1940	104
gene-b1941	44
gene-b1942	98
gene-b1943	143
gene-b1944	64
gene-b1945	179
gene-b1946	56
gene-b1947	92
gene-b1948	71
gene-b1949	27
gene-b1950	71
gene-b1951	429
gene-b1952	510
gene-b1953	78569
gene-b1954	12778
gene-b1955	31941
gene-b1956	8079
gene-b1957	8239
gene-b1958	17522
gene-b1959	177
gene-b1960	157
gene-b1961	631
gene-b1962	3275
gene-b1963	3056
gene-b4603	6
gene-b1967	257822
gene-b1968	280
gene-b1969	291
gene-b1970	111
gene-b1971	8377
gene-b1972	2621
gene-b1973	24958
gene-b1974	124
gene-b1975	243
gene-b1976	6189
gene-b1977	469
gene-b1978	3387
gene-b1981	2859
gene-b1982	2565
gene-b1983	863
gene-b1984	190
gene-b1985	1577
gene-b1986	34
gene-b1987	421
gene-b1988	1072
gene-b1989	384
gene-b1990	29018
gene-b1991	1185
gene-b1992	714
gene-b1993	913
gene-b1994	180
gene-b1996	41
gene-b1997	3
gene-b4435	304
gene-b2000	1014
gene-b2001	440
gene-b2002	378
gene-b2003	40
gene-b2004	160
gene-b2005	66
gene-b2006	186
gene-b4538	827
gene-b2007	4140
gene-b2008	1999
gene-b2009	12667
gene-b2010	1326
gene-b2011	1520
gene-b2012	1768
gene-b2013	5699
gene-b2014	301
gene-b4678	5
gene-b2015	23675
gene-b2016	12980
gene-b4539	5933
gene-b2017	5515
gene-b2018	22
gene-b2019	1636
gene-b2020	2675
gene-b2021	954
gene-b2022	1595
gene-b2023	700
gene-b2024	465
gene-b2025	716
gene-b2026	1710
gene-b2027	10340
gene-b2028	2603
gene-b2029	33365
gene-b2030	816
gene-b2032	1393
gene-b2033	2607
gene-b2034	5501
gene-b2035	2736
gene-b2036	6473
gene-b2037	1766
gene-b2038	2288
gene-b2039	3491
gene-b2040	4570
gene-b2041	6731
gene-b2042	7762
gene-b2043	82
gene-b2044	148
gene-b2045	162
gene-b2046	152
gene-b2047	98
gene-b2048	254
gene-b2049	130
gene-b2050	190
gene-b2051	24
gene-b2052	89
gene-b2053	102
gene-b2054	30
gene-b2055	123
gene-b2056	144
gene-b2057	193
gene-b2058	9
gene-b2059	102
gene-b2060	108
gene-b2061	9
gene-b2062	19
gene-b2063	8664
gene-b2064	1516
gene-b2065	800
gene-b2066	271
gene-b2067	1739
gene-b2068	943
gene-b2069	705
gene-b2070	753
gene-b2071	67
gene-b2072	50
gene-b2073	28
gene-b4436	229
gene-b4667	170
gene-b4437	245
gene-b4668	157
gene-b2074	523
gene-b2075	668
gene-b2076	486
gene-b2077	869
gene-b2078	467
gene-b2079	1628
gene-b2080	19257
gene-b2081	2141
gene-b4438	893
gene-b2082	73
gene-b2085	171
gene-b2086	91535
gene-b2088	2
gene-b2089	29
gene-b2091	2576
gene-b2093	2189
gene-b2094	11522
gene-b2095	161567
gene-b2096	262965
gene-b2097	102914
gene-b2098	258
gene-b2099	246
gene-b2100	478
gene-b2101	481
gene-b2102	467
gene-b2103	1365
gene-b2104	1123
gene-b2105	586
gene-b2106	236
gene-b2107	455
gene-b2108	194
gene-b2109	147
gene-b2110	4
gene-b2111	5
gene-b2112	443
gene-b2113	4719
gene-b2114	3982
gene-b2115	108
gene-b2118	442
gene-b4541	44
gene-b2119	30
gene-b2120	220
gene-b2121	69
gene-b2122	206
gene-b2123	388
gene-b2124	555
gene-b2125	750
gene-b2126	1288
gene-b2127	7504
gene-b4542	150
gene-b2128	274
gene-b2129	475
gene-b2130	2470
gene-b2131	9221
gene-b2132	1182
gene-b2133	2591
gene-b2134	1933
gene-b2135	110524
gene-b2136	1196
gene-b2137	6727
gene-b4679	6475
gene-b2140	666
gene-b2141	1589
gene-b2142	2570
gene-b2143	6820
gene-b2144	182
gene-b2145	35
gene-b2146	1017
gene-b2147	1242
gene-b2148	329
gene-b2149	1008
gene-b2150	3169
gene-b2151	403
gene-b2152	497
gene-b2153	620
gene-b2154	911
gene-b2155	860
gene-b2156	43723
gene-b2157	1684
gene-b2158	1967
gene-b2159	688
gene-b2160	251
gene-b2161	77
gene-b2162	18
gene-b2163	46
gene-b2164	435
gene-b2165	90
gene-b2166	34
gene-b2167	36478
gene-b2168	9823
gene-b2169	12348
gene-b2170	141
gene-b4502	94
gene-b2171	359
gene-b2172	4206
gene-b2173	278
gene-b2174	49
gene-b2175	786
gene-b2176	339
gene-b2177	347
gene-b2178	79
gene-b2179	175
gene-b2180	6536
gene-b2181	19194
gene-b2182	621
gene-b2183	527
gene-b2184	182
gene-b2185	78
gene-b2186	2233
gene-b2187	614
gene-b2188	1865
gene-b2189	100
gene-b2192	36
gene-b2193	1078
gene-b2194	630
gene-b2195	242
gene-b2196	456
gene-b2197	109
gene-b2198	76
gene-b2199	246
gene-b2200	298
gene-b2201	3311
gene-b2202	501
gene-b2203	78
gene-b2204	220
gene-b2205	190
gene-b2206	424
gene-b2207	2
gene-b2208	17
gene-b4604	86
gene-b2209	2099
gene-b2210	1537
gene-b2211	465
gene-b2212	3079
gene-b2213	7811
gene-b2214	88
gene-b2215	21357
gene-b4439	428
gene-b2216	4115
gene-b2217	8492
gene-b2218	3726
gene-b2219	3391
gene-b2220	439
gene-b2221	72
gene-b2222	110
gene-b2223	326
gene-b2224	125
gene-b2225	655
gene-b2226	510
gene-b2229	91
gene-b2230	246
gene-b2231	4899
gene-b2232	260
gene-b2233	1728
gene-b4605	38
gene-b2234	3004
gene-b2235	2892
gene-b2236	777
gene-b2237	3537
gene-b2239	26419
gene-b2240	12419
gene-b2241	19043
gene-b2242	16994
gene-b2243	5246
gene-b2244	809
gene-b2245	264
gene-b2246	188
gene-b2247	482
gene-b2248	325
gene-b2249	1951
gene-b2250	277
gene-b2251	94
gene-b2252	82
gene-b2253	466
gene-b2254	180
gene-b2255	1064
gene-b2256	418
gene-b2257	405
gene-b4544	415
gene-b2258	175
gene-b2259	73
gene-b2260	762
gene-b2261	2786
gene-b2262	2068
gene-b2263	366
gene-b2264	962
gene-b2265	1657
gene-b2266	31331
gene-b2267	757
gene-b2268	141
gene-b2269	208
gene-b2270	281
gene-b2271	26
gene-b2272	58
gene-b2273	13
gene-b2274	31
gene-b2275	185
gene-b2276	5677
gene-b2277	2109
gene-b2278	5771
gene-b2279	531
gene-b2280	886
gene-b2281	496
gene-b2282	1449
gene-b2283	7139
gene-b2284	1921
gene-b2285	1697
gene-b2286	4078
gene-b2287	1588
gene-b2288	1504
gene-b2289	12384
gene-b2290	2155
gene-b2291	1176
gene-b2292	1475
gene-b2293	7473
gene-b2294	3184
gene-b2295	51166
gene-b2296	25995
gene-b2297	17029
gene-b2298	138
gene-b2299	933
gene-b2300	961
gene-b2301	577
gene-b2302	2046
gene-b2303	11391
gene-b2304	12300
gene-b2305	1973
gene-b2306	197
gene-b2307	247
gene-b2308	642
gene-b2309	2464
gene-b2310	3968
gene-b2311	89
gene-b2312	3082
gene-b2313	1748
gene-b2314	3095
gene-b2315	2515
gene-b2316	7337
gene-b2317	2379
gene-b2318	5582
gene-b2319	2757
gene-b2320	3847
gene-b2321	127
gene-b2322	164
gene-b2323	6600
gene-b2324	910
gene-b2325	163
gene-b2326	202
gene-b2327	232
gene-b2328	348
gene-b2329	1610
gene-b2330	599
gene-b2331	679
gene-b2332	1551
gene-b2333	70
gene-b2334	94
gene-b2335	52
gene-b2336	29
gene-b2339	12
gene-b2340	52342
gene-b2341	6493
gene-b2342	3496
gene-b2343	4037
gene-b2344	6239
gene-b2345	70
gene-b2346	7189
gene-b2347	2665
gene-b2348	184
gene-b2349	196
gene-b2350	133
gene-b2351	94
gene-b2352	117
gene-b2354	3126
gene-b2356	57
gene-b2357	13
gene-b2358	3
gene-b2359	74
gene-b2360	91
gene-b2361	45
gene-b2362	32
gene-b2363	290
gene-b4545	209
gene-b4501	1142
gene-b2364	744
gene-b2365	360
gene-b2366	429
gene-b2367	238
gene-b2368	432
gene-b2369	127
gene-b2370	791
gene-b2371	325
gene-b2372	59
gene-b2373	169
gene-b2374	85
gene-b2375	95
gene-b2376	371
gene-b2377	9793
gene-b2378	1052
gene-b4680	74
gene-b2379	1528
gene-b2380	1378
gene-b2381	4245
gene-b2382	976
gene-b2383	169
gene-b2384	150
gene-b2385	116
gene-b2386	68
gene-b2387	0
gene-b2388	11839
gene-b2389	1736
gene-b2390	7043
gene-b2392	88724
gene-b2393	1273
gene-b2394	77
gene-b2395	503
gene-b2396	14
gene-b2397	21
gene-b2398	592
gene-b2399	605
gene-b2400	7153
gene-b2401	61
gene-b2402	26
gene-b2403	2
gene-b2404	3
gene-b2405	641
gene-b2406	154
gene-b2407	19
gene-b2408	1432
gene-b2409	567
gene-b2410	2785
gene-b4546	620
gene-b2411	2817
gene-b2412	8561
gene-b2413	728
gene-b2414	24260
gene-b2415	5122
gene-b2416	71467
gene-b2417	159417
gene-b2418	6023
gene-b2419	172
gene-b2420	615
gene-b2421	437
gene-b2422	2268
gene-b2423	1026
gene-b2424	1413
gene-b2425	2318
gene-b2426	6477
gene-b2427	69
gene-b2428	279
gene-b2429	415
gene-b2430	171
gene-b2431	2286
gene-b2432	241
gene-b2433	380
gene-b2434	682
gene-b2435	850
gene-b2436	800
gene-b2437	1413
gene-b2438	853
gene-b2439	683
gene-b2440	491
gene-b2441	2721
gene-b2442	110
gene-b2443	3387
gene-b2444	71
gene-b2445	176
gene-b2446	225
gene-b2447	124
gene-b2448	269
gene-b2449	3558
gene-b2450	2851
gene-b2451	404
gene-b2452	401
gene-b2453	442
gene-b2454	77
gene-b2455	146
gene-b2456	2
gene-b2457	179
gene-b2458	283
gene-b2459	206
gene-b2460	147
gene-b2461	191
gene-b2462	69
gene-b2463	14487
gene-b2464	116627
gene-b2465	128901
gene-b2466	4076
gene-b2467	148
gene-b2468	539
gene-b2469	818
gene-b2470	340
gene-b4606	3306
gene-b2471	389
gene-b2472	3935
gene-b4547	31969
gene-b2473	2130
gene-b2474	7605
gene-b2475	13295
gene-b2476	335
gene-b2477	6164
gene-b2478	4086
gene-b2479	10865
gene-b2480	689
gene-b2481	16
gene-b2482	18
gene-b2483	105
gene-b2484	176
gene-b2485	48
gene-b2486	478
gene-b2487	271
gene-b2488	309
gene-b2489	335
gene-b2490	55
gene-b2491	240
gene-b2492	187
gene-b2493	1668
gene-b2494	7449
gene-b2495	893
gene-b2496	928
gene-b2497	224
gene-b2498	162
gene-b2499	173
gene-b2500	596
gene-b2501	12953
gene-b2502	4945
gene-b2503	295
gene-b2504	872
gene-b2505	10
gene-b2506	449
gene-b2507	2535
gene-b2508	581
gene-b2509	1443
gene-b2510	1023
gene-b2511	18989
gene-b2512	37235
gene-b2513	3717
gene-b2514	4002
gene-b2515	22231
gene-b2516	14381
gene-b2517	3514
gene-b2518	245
gene-b2519	640
gene-b2520	20659
gene-b2521	4081
gene-b4440	187
gene-b2522	1325
gene-b2523	4006
gene-b2524	1328
gene-b2525	1352
gene-b2526	4654
gene-b2527	3231
gene-b2528	18909
gene-b2529	53490
gene-b2530	56394
gene-b2531	8522
gene-b2532	9740
gene-b2533	408
gene-b2534	94
gene-b2535	37208
gene-b2536	2532
gene-b4706	76
gene-b2537	609
gene-b2538	161
gene-b2539	122
gene-b2540	131
gene-b2541	89
gene-b2542	274
gene-b2543	2945
gene-b2544	508
gene-b2545	310
gene-b2546	65
gene-b2547	475
gene-b2548	79
gene-b2549	373
gene-b2550	451
gene-b2551	1292
gene-b2552	974
gene-b2553	206
gene-b2554	545
gene-b2555	1843
gene-b2556	4895
gene-b4441	526
gene-b2557	477
gene-b2558	229
gene-b2559	206
gene-b2560	775
gene-b2561	205
gene-b2562	415
gene-b4687	294
gene-b4608	138
gene-b2563	675
gene-b2564	1142
gene-b2565	4862
gene-b2566	41254
gene-b2567	14515
gene-b2568	3136
gene-b2569	3178
gene-b2570	1055
gene-b2571	86606
gene-b2572	367662
gene-b2573	156528
gene-b4725	6803
gene-b2574	361
gene-b2575	215
gene-b2576	1825
gene-b2577	707
gene-b2578	1539
gene-b2579	5953
gene-b2580	202
gene-b2581	445
gene-b2582	8821
gene-b2583	448
gene-b2584	16191
gene-b2585	15929
gene-b2586	3499
gene-b2587	102124
gene-b2588	100
gene-b2589	10087
gene-b2590	6845
gene-b2591	156918
gene-b2592	519660
gene-b4609	11728
gene-b2593	1555
gene-b2594	3099
gene-b2595	4124
gene-b2597	9996
gene-b2598	243
gene-b2599	2030
gene-b2600	3922
gene-b2601	4080
gene-b2602	1466
gene-b2603	1745
gene-b2604	570
gene-b2605	59
gene-b2606	27230
gene-b2607	15357
gene-b2608	12922
gene-b2609	5163
gene-b2610	6087
gene-b2611	787
gene-b4461	1186
gene-b2614	39325
gene-b2615	2505
gene-b2616	18350
gene-b2617	15166
gene-b2618	1623
gene-b2619	2332
gene-b2620	356
gene-b2621	2674219
gene-b2622	3453
gene-b2623	211
gene-b2624	6
gene-b2625	103
gene-b2626	144
gene-b2627	3795
gene-b2628	4403
gene-b2629	67
gene-b2630	87493
gene-b2631	27544
gene-b2632	972
gene-b2633	86
gene-b2634	187
gene-b2635	26
gene-b2636	63
gene-b2637	2220
gene-b2638	1299
gene-b2642	240
gene-b2643	69
gene-b2644	23
gene-b4548	6
gene-b2645	69
gene-b2646	106
gene-b2647	21814
gene-b2649	30
gene-b2650	6
gene-b2652	3
gene-b2659	45500
gene-b2660	10206
gene-b2661	6901
gene-b2662	7600
gene-b2663	1157
gene-b2664	12884
gene-b2665	19354
gene-b2666	3074
gene-b2667	403
gene-b2668	438
gene-b2669	3319
gene-b2670	9106
gene-b2671	3170
gene-b2672	47656
gene-b2673	6849
gene-b2674	34990
gene-b2675	25199
gene-b2676	3103
gene-b2677	81
gene-b2678	96
gene-b2679	41
gene-b2682	359
gene-b2683	29
gene-b2684	257
gene-b2685	681
gene-b2686	4913
gene-b2687	12402
gene-b4442	1575
gene-b2688	10660
gene-b2689	663
gene-b2690	583
gene-b2691	150
gene-b2692	241
gene-b2693	466
gene-b2694	246
gene-b2695	233
gene-b2696	15908
gene-b2697	6652
gene-b2698	316
gene-b2699	11349
gene-b2700	171
gene-b2701	194
gene-b2702	1899
gene-b2703	1588
gene-b2704	469
gene-b2705	1491
gene-b2706	238
gene-b2707	435
gene-b2708	571
gene-b2709	2041
gene-b2710	761
gene-b2711	364
gene-b2712	2041
gene-b2713	326
gene-b2714	320
gene-b2715	1684
gene-b2716	383
gene-b2717	1729
gene-b2718	1287
gene-b2719	667
gene-b2720	100
gene-b2721	127
gene-b2722	47
gene-b2723	42
gene-b2724	28
gene-b2725	2
gene-b2726	25
gene-b2727	158
gene-b2728	18
gene-b2729	891
gene-b2730	6174
gene-b2731	3839
gene-b2732	466
gene-b2733	547
gene-b2734	153
gene-b2735	2001
gene-b2736	2297
gene-b2737	2204
gene-b2738	921
gene-b2739	1110
gene-b2740	296
gene-b2741	138764
gene-b2742	27186
gene-b2743	2926
gene-b2744	717
gene-b2745	704
gene-b2746	438
gene-b2747	2872
gene-b2748	2217
gene-b2749	84
gene-b2750	1494
gene-b2751	3512
gene-b2752	1641
gene-b2753	282
gene-b2754	110
gene-b2755	562
gene-b2756	358
gene-b2757	213
gene-b2758	251
gene-b2759	70
gene-b2760	197
gene-b2761	971
gene-b4701	2
gene-b2762	2185
gene-b2763	3833
gene-b2764	4966
gene-b2765	23
gene-b2766	258
gene-b2767	29
gene-b2768	85
gene-b2769	110
gene-b2770	46
gene-b2771	61
gene-b4463	77
gene-b2774	6
gene-b2775	64
gene-b2776	199
gene-b2777	3938
gene-b4682	22
gene-b2778	52
gene-b2779	142577
gene-b2780	18570
gene-b2781	4035
gene-b2782	1533
gene-b2783	1201
gene-b2784	4629
gene-b2785	1252
gene-b2786	685
gene-b2787	447
gene-b2788	279
gene-b2789	461
gene-b2790	670
gene-b2791	252
gene-b2792	97
gene-b4408	11817
gene-b2793	729
gene-b2794	958
gene-b2795	2795
gene-b2796	7610
gene-b2797	2169
gene-b2798	69
gene-b2799	2029
gene-b2800	245
gene-b2801	203
gene-b2802	615
gene-b2803	1121
gene-b2804	1251
gene-b2805	893
gene-b2806	5527
gene-b2807	1890
gene-b2808	2272
gene-b4443	569
gene-b2809	2427
gene-b2810	1504
gene-b2811	2021
gene-b2812	1329
gene-b2813	811
gene-b2814	97
gene-b2815	76
gene-b2816	77
gene-b2817	48
gene-b2818	1023
gene-b2819	1508
gene-b2820	622
gene-b2821	521
gene-b2822	3289
gene-b2823	170
gene-b2824	169
gene-b2825	186
gene-b2826	24
gene-b2827	753
gene-b2828	1330
gene-b2829	2924
gene-b2830	2925
gene-b4610	13
gene-b2831	185
gene-b2832	3106
gene-b2833	1743
gene-b2834	4125
gene-b2835	4018
gene-b2836	1619
gene-b4444	23
gene-b4445	4
gene-b2837	1291
gene-b2838	376
gene-b2839	299
gene-b2840	328
gene-b2841	2314
gene-b2842	497
gene-b2843	190
gene-b2844	2825
gene-b2845	301
gene-b2846	25
gene-b2847	45
gene-b2848	43
gene-b4683	5
gene-b2849	19
gene-b2851	9
gene-b2852	62
gene-b2853	26
gene-b2860	70
gene-b2861	62
gene-b2863	262
gene-b2864	88
gene-b2865	640
gene-b2866	626
gene-b2867	358
gene-b2868	245
gene-b2869	5651
gene-b2870	66
gene-b2871	79
gene-b2872	624
gene-b2873	114
gene-b2874	596
gene-b2875	849
gene-b2876	308
gene-b2877	1198
gene-b2878	417
gene-b2879	34
gene-b2880	257
gene-b2881	1339
gene-b2882	399
gene-b2883	395
gene-b4464	420
gene-b2886	207
gene-b2887	186
gene-b2888	61
gene-b4684	222
gene-b4753	153
gene-b2889	2080
gene-b2890	4448
gene-b2891	1247
gene-b2892	2757
gene-b2893	1877
gene-b2894	2687
gene-b2895	1684
gene-b2896	1475
gene-b2897	1130
gene-b2898	8588
gene-b2899	1276
gene-b2900	953
gene-b2901	2777
gene-b2902	100
gene-b2903	2642
gene-b2904	1355
gene-b2905	656
gene-b4754	18
gene-b2906	1981
gene-b2907	5473
gene-b2908	9096
gene-b2909	10656
gene-b2910	22740
gene-b2911	57536
gene-b2912	1533
gene-b4446	212
gene-b4665	149
gene-b2913	8481
gene-b2914	2505
gene-b2916	564
gene-b2917	232
gene-b2918	177
gene-b2919	36
gene-b2920	289
gene-b2921	433
gene-b2922	8825
gene-b2923	498
gene-b2924	7004
gene-b2925	75927
gene-b2926	50330
gene-b2927	10854
gene-b2928	626
gene-b2929	649
gene-b2930	376
gene-b4465	255
gene-b2933	254
gene-b2934	3
gene-b2935	2792
gene-b2936	15528
gene-b2937	3311
gene-b2938	49913
gene-b2939	708
