Geneid	1714__ROC_MMC_N=3_library-read-1.fastq.gz
gene-b1431	2321
gene-b1432	2263
gene-b1433	918
gene-b1434	484
gene-b1435	7142
gene-b1436	1549
gene-b4532	1674
gene-b1438	3608
gene-b1439	3043
gene-b1440	1015
gene-b1441	760
gene-b1442	768
gene-b1443	699
gene-b1444	3189
gene-b4598	460
gene-b1445	782
gene-b1446	903
gene-b1447	917
gene-b1448	368
gene-b1449	692
gene-b1450	1060
gene-b1451	1476
gene-b1452	5508
gene-b1453	875
gene-b1454	323
gene-b1455	124
gene-b1457	360
gene-b4745	458
gene-b1460	802
gene-b1461	451
gene-b1462	425
gene-b1463	438
gene-b1464	1006
gene-b1465	1318
gene-b1466	695
gene-b1467	1835
gene-b1468	3182
gene-b1469	655
gene-b1471	227
gene-b1472	132
gene-b1473	569
gene-b1474	3192
gene-b1475	992
gene-b1476	1404
gene-b1477	626
gene-b1478	837
gene-b1479	3907
gene-b1480	861
gene-b1481	593
gene-b1482	3022
gene-b1483	1865
gene-b1484	982
gene-b1485	760
gene-b1486	964
gene-b1487	901
gene-b1488	399
gene-b1489	2328
gene-b1490	1058
gene-b4746	132
gene-b1491	779
gene-b1492	6931
gene-b1493	3438
gene-b1494	5461
gene-b1495	2364
gene-b1496	2119
gene-b4747	176
gene-b1497	1649
gene-b1498	1318
gene-b1499	1071
gene-b1500	88
gene-b1501	9336
gene-b1502	2736
gene-b1503	1987
gene-b1504	2776
gene-b1505	8409
gene-b1507	1427
gene-b1508	621
gene-b1511	2729
gene-b1512	2152
gene-b1513	1705
gene-b1514	1076
gene-b1515	1021
gene-b1516	1521
gene-b1517	2257
gene-b1518	599
gene-b1519	2357
gene-b1520	1414
gene-b1521	2477
gene-b1522	1014
gene-b1523	572
gene-b1524	2717
gene-b1525	1981
gene-b1526	1107
gene-b1527	1288
gene-b1528	1930
gene-b1529	482
gene-b1530	767
gene-b1531	1148
gene-b1532	596
gene-b1533	1884
gene-b1534	645
gene-b4599	73640
gene-b4698	2850
gene-b1535	16418
gene-b1536	1769
gene-b1537	1398
gene-b1538	3212
gene-b1539	3111
gene-b1540	2125
gene-b1541	1033
gene-b1542	1017
gene-b1543	2791
gene-b4748	1076
gene-b1544	681
gene-b1545	1366
gene-b1546	159
gene-b1547	259
gene-b1548	153
gene-b4533	169
gene-b1549	599
gene-b1550	347
gene-b1551	63
gene-b4749	53
gene-b4724	110
gene-b1552	149
gene-b1553	427
gene-b4689	278
gene-b1554	381
gene-b1555	307
gene-b1556	188
gene-b1557	1068
gene-b1558	1095
gene-b4750	809
gene-b1559	1569
gene-b1560	1896
gene-b1561	456
gene-b1562	4772
gene-b1563	4776
gene-b1564	3668
gene-b1565	1757
gene-b1566	687
gene-b1567	87
gene-b1568	76
gene-b1569	54
gene-b1570	789
gene-b1571	101
gene-b1572	134
gene-b1573	212
gene-b1574	97
gene-b1575	184
gene-b1576	207
gene-b4534	398
gene-b1580	2826
gene-b1581	1685
gene-b1582	271
gene-b1583	1423
gene-b1584	4626
gene-b1585	3304
gene-b1586	939
gene-b1587	1872
gene-b1588	3058
gene-b1589	629
gene-b1590	1414
gene-b1591	1309
gene-b1592	1236
gene-b1593	673
gene-b1594	1376
gene-b1595	597
gene-b1596	2108
gene-b1597	520
gene-b4601	553
gene-b1598	1299
gene-b1599	958
gene-b1600	1094
gene-b1601	3069
gene-b1602	5538
gene-b1603	1177
gene-b1604	2146
gene-b1605	1257
gene-b1606	928
gene-b1607	372
gene-b1608	1720
gene-b1609	2717
gene-b1610	1198
gene-b1611	2072
gene-b1612	5846
gene-b1613	2134
gene-b1614	2118
gene-b1615	661
gene-b1616	1372
gene-b1617	3203
gene-b1618	783
gene-b1619	4977
gene-b1620	1516
gene-b1621	2359
gene-b1622	1747
gene-b1623	4190
gene-b1624	2179
gene-b4409	1003
gene-b1625	4119
gene-b1626	8972
gene-b1627	9896
gene-b1628	15164
gene-b1629	18663
gene-b1630	4476
gene-b1631	2671
gene-b1632	4547
gene-b1633	2234
gene-b1634	7206
gene-b1635	1173
gene-b1636	1093
gene-b1637	7957
gene-b1638	556
gene-b1639	308
gene-b1640	1649
gene-b1641	18437
gene-b1642	3427
gene-b1643	1079
gene-b1644	1734
gene-b1645	2990
gene-b1646	574
gene-b1647	966
gene-b1648	88
gene-b1649	521
gene-b1650	2266
gene-b1651	1171
gene-b1652	1849
gene-b1653	5026
gene-b1654	14509
gene-b1655	640
gene-b1656	4916
gene-b1657	1706
gene-b4602	3627
gene-b1658	1384
gene-b1659	1498
gene-b1660	13456
gene-b1661	13004
gene-b1662	3160
gene-b1663	7516
gene-b1664	4495
gene-b1665	389
gene-b1666	373
gene-b1667	4624
gene-b1668	3347
gene-b1669	987
gene-b1670	488
gene-b1671	550
gene-b1672	614
gene-b1673	1382
gene-b1674	423
gene-b1675	132
gene-b1676	22936
gene-b1677	2740
gene-b1678	1145
gene-b1679	815
gene-b1680	2888
gene-b1681	3458
gene-b1682	3098
gene-b1683	5241
gene-b1684	2163
gene-b4430	9109
gene-b1685	34838
gene-b1686	526
gene-b1687	1997
gene-b1688	1143
gene-b4431	228
gene-b1689	424
gene-b1690	253
gene-b1691	816
gene-b1692	1410
gene-b1693	1033
gene-b1694	1981
gene-b1695	2321
gene-b1696	1094
gene-b1697	1141
gene-b1698	1339
gene-b1699	734
gene-b1700	378
gene-b1701	1808
gene-b1702	15204
gene-b1703	814
gene-b1704	1218
gene-b1705	760
gene-b1706	3985
gene-b1707	1098
gene-b1708	960
gene-b1709	649
gene-b1710	1309
gene-b1711	926
gene-b1712	9044
gene-b1713	21865
gene-b1714	8152
gene-b1715	547
gene-b1716	85561
gene-b1717	92579
gene-b1718	311566
gene-b1719	31044
gene-b4535	553
gene-b1722	3924
gene-b1723	1352
gene-b1724	1062
gene-b1725	1400
gene-b1726	1781
gene-b1727	875
gene-b1728	1068
gene-b1729	2944
gene-b1730	1366
gene-b1731	433
gene-b1732	2879
gene-b1733	2329
gene-b1734	5114
gene-b1735	1475
gene-b1736	851
gene-b1737	1227
gene-b1738	287
gene-b1739	243
gene-b1740	1635
gene-b1741	4445
gene-b1742	1056
gene-b1743	12299
gene-b1744	774
gene-b1745	1931
gene-b1746	1394
gene-b1747	661
gene-b1748	975
gene-b1749	2477
gene-b1750	954
gene-b1751	302
gene-b1752	229
gene-b1753	277
gene-b1754	901
gene-b1755	1097
gene-b1756	836
gene-b1757	1179
gene-b1758	557
gene-b1759	215
gene-b1760	377
gene-b1761	2104
gene-b1762	1064
gene-b1763	4868
gene-b1764	3684
gene-b1765	405
gene-b1766	2173
gene-b1767	3534
gene-b1768	2188
gene-b1769	3698
gene-b1770	2327
gene-b1771	2226
gene-b1772	2204
gene-b1773	2621
gene-b1774	2225
gene-b1775	1657
gene-b1776	1069
gene-b1777	1064
gene-b1778	2060
gene-b1779	57031
gene-b1780	1375
gene-b1781	3450
gene-b1782	13703
gene-b1783	3980
gene-b1784	2734
gene-b1785	1229
gene-b1786	20182
gene-b1787	1018
gene-b1788	199
gene-b1789	811
gene-b1790	939
gene-b1791	1362
gene-b1792	470
gene-b1793	355
gene-b1794	1502
gene-b4676	29
gene-b4675	31
gene-b1795	910
gene-b1796	208
gene-b1797	466
gene-b1798	1260
gene-b1799	628
gene-b1800	1025
gene-b1801	934
gene-b1802	1498
gene-b1803	1536
gene-b1804	1658
gene-b1805	5242
gene-b1806	5157
gene-b1807	6664
gene-b1808	3041
gene-b1809	558
gene-b1810	652
gene-b1811	860
gene-b1812	3373
gene-b1813	2090
gene-b1814	25588
gene-b1815	2497
gene-b1816	1646
gene-b4751	209
gene-b1817	4904
gene-b1818	5863
gene-b1819	8426
gene-b1820	961
gene-b1821	472
gene-b1822	1273
gene-b1823	32142
gene-b1824	18230
gene-b1825	18171
gene-b1826	1297
gene-b4536	508
gene-b1827	8204
gene-b1828	656
gene-b1829	3936
gene-b1830	9648
gene-b1831	8707
gene-b1832	448
gene-b1833	3615
gene-b1834	5137
gene-b1835	3799
gene-b1836	271
gene-b1837	428
gene-b1838	585
gene-b4432	280
gene-b4433	156
gene-b1839	818
gene-b1840	1723
gene-b1841	1602
gene-b1842	1260
gene-b1843	1556
gene-b1844	1803
gene-b1845	11422
gene-b1846	16398
gene-b1847	48302
gene-b1848	32838
gene-b1849	1245
gene-b1850	3805
gene-b1851	2117
gene-b1852	6172
gene-b1853	2161
gene-b1854	10577
gene-b1855	3776
gene-b1856	27553
gene-b1857	71596
gene-b1858	32032
gene-b1859	23864
gene-b1860	13179
gene-b1861	9044
gene-b4677	894
gene-b1862	3400
gene-b1863	9887
gene-b1864	24297
gene-b1865	30417
gene-b1866	80626
gene-b1867	583
gene-b1868	1163
gene-b1869	351
gene-b1870	1700
gene-b1871	2163
gene-b1872	2768
gene-b1873	883
gene-b4717	251
gene-b1874	1902
gene-b1875	1597
gene-b1876	23693
gene-b1877	1049
gene-b1878	397
gene-b1879	1679
gene-b1880	932
gene-b1881	4529
gene-b1882	2379
gene-b1883	1606
gene-b1884	1833
gene-b1885	1361
gene-b1886	819
gene-b1887	1653
gene-b1888	4035
gene-b1889	776
gene-b1890	679
gene-b1891	1034
gene-b1892	848
gene-b1893	1452
gene-b1894	78
gene-b1895	1108
gene-b1896	5056
gene-b1897	833
gene-b4460	1196
gene-b1900	1479
gene-b1901	1159
gene-b1902	924
gene-b4537	899
gene-b4663	4906
gene-b1904	938
gene-b1905	1062
gene-b1906	273
gene-b1907	1142
gene-b1908	887
gene-b1909	615
gene-b1910	95
gene-b1911	67
gene-b1912	2990
gene-b1913	3777
gene-b1914	1314
gene-b4752	899
gene-b1915	2485
gene-b1916	1229
gene-b4719	175
gene-b1917	1300
gene-b1918	541
gene-b1919	888
gene-b1920	518
gene-b1921	576
gene-b1922	1819
gene-b1923	4479
gene-b1924	1309
gene-b1925	686
gene-b1926	837
gene-b1927	1522
gene-b1928	1462
gene-b1929	1943
gene-b1930	267
gene-b1931	508
gene-b1932	313
gene-b1937	641
gene-b1938	2372
gene-b1939	1983
gene-b1940	835
gene-b1941	899
gene-b1942	307
gene-b1943	664
gene-b1944	887
gene-b1945	2420
gene-b1946	664
gene-b1947	688
gene-b1948	780
gene-b1949	403
gene-b1950	974
gene-b1951	2376
gene-b1952	229
gene-b1953	740
gene-b1954	95
gene-b1955	808
gene-b1956	1837
gene-b1957	278
gene-b1958	1129
gene-b1959	369
gene-b1960	849
gene-b1961	2351
gene-b1962	1377
gene-b1963	927
gene-b4603	89
gene-b1967	4859
gene-b1968	3234
gene-b1969	1120
gene-b1970	412
gene-b1971	3412
gene-b1972	2042
gene-b1973	16003
gene-b1974	824
gene-b1975	182
gene-b1976	2305
gene-b1977	166
gene-b1978	9647
gene-b1981	1492
gene-b1982	1469
gene-b1983	149681
gene-b1984	340
gene-b1985	1774
gene-b1986	372
gene-b1987	3633
gene-b1988	1976
gene-b1989	101
gene-b1990	1988
gene-b1991	3348
gene-b1992	1150
gene-b1993	1503
gene-b1994	591
gene-b1996	1208
gene-b1997	74
gene-b4435	246
gene-b2000	3478
gene-b2001	2203
gene-b2002	741
gene-b2003	303
gene-b2004	557
gene-b2005	439
gene-b2006	469
gene-b4538	1617
gene-b2007	3079
gene-b2008	1796
gene-b2009	2503
gene-b2010	1536
gene-b2011	2372
gene-b2012	809
gene-b2013	1652
gene-b2014	15037
gene-b4678	715
gene-b2015	5126
gene-b2016	7272
gene-b4539	7322
gene-b2017	6512
gene-b2018	45
gene-b2019	832
gene-b2020	1516
gene-b2021	1076
gene-b2022	2046
gene-b2023	994
gene-b2024	937
gene-b2025	1420
gene-b2026	2808
gene-b2027	44269
gene-b2028	3742
gene-b2029	86089
gene-b2030	820
gene-b2032	3875
gene-b2033	6117
gene-b2034	13658
gene-b2035	5266
gene-b2036	22839
gene-b2037	6367
gene-b2038	7713
gene-b2039	12464
gene-b2040	20009
gene-b2041	29660
gene-b2042	6200
gene-b2043	1432
gene-b2044	1769
gene-b2045	1888
gene-b2046	1688
gene-b2047	1220
gene-b2048	1264
gene-b2049	1670
gene-b2050	1787
gene-b2051	925
gene-b2052	1976
gene-b2053	2206
gene-b2054	676
gene-b2055	2165
gene-b2056	2149
gene-b2057	1748
gene-b2058	487
gene-b2059	901
gene-b2060	1218
gene-b2061	145
gene-b2062	698
gene-b2063	1723
gene-b2064	6301
gene-b2065	3750
gene-b2066	5311
gene-b2067	1932
gene-b2068	527
gene-b2069	5296
gene-b2070	1609
gene-b2071	320
gene-b2072	694
gene-b2073	475
gene-b4436	209
gene-b4667	176
gene-b4437	408
gene-b4668	326
gene-b2074	697
gene-b2075	2821
gene-b2076	2307
gene-b2077	1594
gene-b2078	1580
gene-b2079	1148
gene-b2080	314
gene-b2081	26150
gene-b4438	4931
gene-b2082	575
gene-b2085	289
gene-b2086	1652
gene-b2088	46
gene-b2089	132
gene-b2091	6654
gene-b2093	4765
gene-b2094	11105
gene-b2095	33055
gene-b2096	28101
gene-b2097	3207
gene-b2098	962
gene-b2099	1536
gene-b2100	1969
gene-b2101	1411
gene-b2102	928
gene-b2103	1131
gene-b2104	854
gene-b2105	516
gene-b2106	829
gene-b2107	507
gene-b2108	1621
gene-b2109	1235
gene-b2110	318
gene-b2111	118
gene-b2112	532
gene-b2113	6817
gene-b2114	14959
gene-b2115	999
gene-b2118	2223
gene-b4541	311
gene-b2119	1056
gene-b2120	1068
gene-b2121	750
gene-b2122	1767
gene-b2123	1582
gene-b2124	2569
gene-b2125	1864
gene-b2126	2174
gene-b2127	900
gene-b4542	252
gene-b2128	957
gene-b2129	559
gene-b2130	1060
gene-b2131	951
gene-b2132	3586
gene-b2133	1952
gene-b2134	769
gene-b2135	1181
gene-b2136	605
gene-b2137	838
gene-b4679	355
gene-b2140	1678
gene-b2141	573
gene-b2142	744
gene-b2143	2383
gene-b2144	955
gene-b2145	468
gene-b2146	1270
gene-b2147	1376
gene-b2148	2821
gene-b2149	8104
gene-b2150	11095
gene-b2151	2624
gene-b2152	2586
gene-b2153	2458
gene-b2154	2054
gene-b2155	10439
gene-b2156	5737
gene-b2157	1157
gene-b2158	736
gene-b2159	2163
gene-b2160	2394
gene-b2161	737
gene-b2162	357
gene-b2163	521
gene-b2164	1517
gene-b2165	464
gene-b2166	340
gene-b2167	4726
gene-b2168	1793
gene-b2169	1379
gene-b2170	852
gene-b4502	295
gene-b2171	938
gene-b2172	1167
gene-b2173	912
gene-b2174	1791
gene-b2175	8857
gene-b2176	988
gene-b2177	1438
gene-b2178	718
gene-b2179	837
gene-b2180	5321
gene-b2181	1527
gene-b2182	2660
gene-b2183	2471
gene-b2184	853
gene-b2185	1356
gene-b2186	6147
gene-b2187	3175
gene-b2188	14224
gene-b2189	689
gene-b2192	196
gene-b2193	1294
gene-b2194	1915
gene-b2195	918
gene-b2196	2063
gene-b2197	828
gene-b2198	328
gene-b2199	1304
gene-b2200	757
gene-b2201	1258
gene-b2202	688
gene-b2203	268
gene-b2204	980
gene-b2205	1016
gene-b2206	1799
gene-b2207	217
gene-b2208	228
gene-b4604	111
gene-b2209	2325
gene-b2210	1353
gene-b2211	1950
gene-b2212	667
gene-b2213	991
gene-b2214	820
gene-b2215	35270
gene-b4439	1000
gene-b2216	7248
gene-b2217	4515
gene-b2218	5290
gene-b2219	5618
gene-b2220	1543
gene-b2221	477
gene-b2222	291
gene-b2223	874
gene-b2224	815
gene-b2225	865
gene-b2226	1962
gene-b2229	412
gene-b2230	808
gene-b2231	155638
gene-b2232	1872
gene-b2233	5537
gene-b4605	207
gene-b2234	6084
gene-b2235	3552
gene-b2236	1565
gene-b2237	1425
gene-b2239	34457
gene-b2240	27400
gene-b2241	6295
gene-b2242	5361
gene-b2243	2183
gene-b2244	1040
gene-b2245	1581
gene-b2246	1583
gene-b2247	1508
gene-b2248	373
gene-b2249	1496
gene-b2250	464
gene-b2251	430
gene-b2252	421
gene-b2253	2781
gene-b2254	1564
gene-b2255	3322
gene-b2256	1311
gene-b2257	1272
gene-b4544	252
gene-b2258	280
gene-b2259	272
gene-b2260	2083
gene-b2261	3815
gene-b2262	3146
gene-b2263	1295
gene-b2264	2645
gene-b2265	4812
gene-b2266	595
gene-b2267	596
gene-b2268	850
gene-b2269	1636
gene-b2270	1521
gene-b2271	491
gene-b2272	443
gene-b2273	513
gene-b2274	584
gene-b2275	891
gene-b2276	4513
gene-b2277	3393
gene-b2278	6804
gene-b2279	533
gene-b2280	1524
gene-b2281	1701
gene-b2282	3635
gene-b2283	15726
gene-b2284	6981
gene-b2285	4493
gene-b2286	13019
gene-b2287	5205
gene-b2288	4643
gene-b2289	117744
gene-b2290	1408
gene-b2291	503
gene-b2292	1911
gene-b2293	2379
gene-b2294	2107
gene-b2295	7557
gene-b2296	9908
gene-b2297	27181
gene-b2298	1534
gene-b2299	2926
gene-b2300	2803
gene-b2301	681
gene-b2302	591
gene-b2303	2109
gene-b2304	2353
gene-b2305	1558
gene-b2306	1821
gene-b2307	1426
gene-b2308	1103
gene-b2309	2901
gene-b2310	1080
gene-b2311	547
gene-b2312	4407
gene-b2313	3405
gene-b2314	769
gene-b2315	2921
gene-b2316	14328
gene-b2317	2386
gene-b2318	4353
gene-b2319	6352
gene-b2320	4079
gene-b2321	1387
gene-b2322	1175
gene-b2323	5872
gene-b2324	3772
gene-b2325	844
gene-b2326	1107
gene-b2327	940
gene-b2328	1962
gene-b2329	7055
gene-b2330	4011
gene-b2331	842
gene-b2332	1449
gene-b2333	801
gene-b2334	629
gene-b2335	481
gene-b2336	481
gene-b2339	511
gene-b2340	11384
gene-b2341	2308
gene-b2342	1391
gene-b2343	895
gene-b2344	2157
gene-b2345	1402
gene-b2346	1676
gene-b2347	485
gene-b2348	106
gene-b2349	1219
gene-b2350	2076
gene-b2351	4451
gene-b2352	2841
gene-b2354	1774
gene-b2356	272
gene-b2357	321
gene-b2358	256
gene-b2359	519
gene-b2360	3441
gene-b2361	730
gene-b2362	714
gene-b2363	1018
gene-b4545	548
gene-b4501	704
gene-b2364	1288
gene-b2365	1878
gene-b2366	3108
gene-b2367	936
gene-b2368	928
gene-b2369	2626
gene-b2370	5896
gene-b2371	594
gene-b2372	1244
gene-b2373	3345
gene-b2374	2607
gene-b2375	835
gene-b2376	415
gene-b2377	895
gene-b2378	3566
gene-b4680	196
gene-b2379	1126
gene-b2380	1466
gene-b2381	1451
gene-b2382	460
gene-b2383	1634
gene-b2384	1222
gene-b2385	1272
gene-b2386	847
gene-b2387	116
gene-b2388	11722
gene-b2389	1566
gene-b2390	1147
gene-b2392	3871
gene-b2393	2858
gene-b2394	169
gene-b2395	3199
gene-b2396	131
gene-b2397	117
gene-b2398	652
gene-b2399	1284
gene-b2400	34790
gene-b2401	140
gene-b2402	178
gene-b2403	602
gene-b2404	413
gene-b2405	1007
gene-b2406	1576
gene-b2407	226
gene-b2408	672
gene-b2409	1028
gene-b2410	2050
gene-b4546	731
gene-b2411	4072
gene-b2412	2139
gene-b2413	2714
gene-b2414	2757
gene-b2415	1740
gene-b2416	16642
gene-b2417	12039
gene-b2418	963
gene-b2419	666
gene-b2420	1734
gene-b2421	489
gene-b2422	1100
gene-b2423	370
gene-b2424	383
gene-b2425	580
gene-b2426	4416
gene-b2427	430
gene-b2428	1056
gene-b2429	996
gene-b2430	1147
gene-b2431	3616
gene-b2432	931
gene-b2433	736
gene-b2434	792
gene-b2435	6223
gene-b2436	4496
gene-b2437	3127
gene-b2438	912
gene-b2439	925
gene-b2440	611
gene-b2441	3725
gene-b2442	1046
gene-b2443	946
gene-b2444	14
gene-b2445	275
gene-b2446	266
gene-b2447	452
gene-b2448	328
gene-b2449	2316
gene-b2450	881
gene-b2451	1311
gene-b2452	1119
gene-b2453	2010
gene-b2454	976
gene-b2455	1465
gene-b2456	353
gene-b2457	572
gene-b2458	1828
gene-b2459	1088
gene-b2460	507
gene-b2461	336
gene-b2462	212
gene-b2463	7573
gene-b2464	1172
gene-b2465	2365
gene-b2466	2403
gene-b2467	1255
gene-b2468	1444
gene-b2469	1794
gene-b2470	2188
gene-b4606	1240
gene-b2471	372
gene-b2472	955
gene-b4547	906
gene-b2473	595
gene-b2474	3550
gene-b2475	1661
gene-b2476	1655
gene-b2477	10528
gene-b2478	3824
gene-b2479	1411
gene-b2480	1061
gene-b2481	440
gene-b2482	1230
gene-b2483	238
gene-b2484	1113
gene-b2485	520
gene-b2486	1759
gene-b2487	1218
gene-b2488	978
gene-b2489	609
gene-b2490	329
gene-b2491	1524
gene-b2492	1147
gene-b2493	3410
gene-b2494	2672
gene-b2495	914
gene-b2496	5000
gene-b2497	323
gene-b2498	2500
gene-b2499	940
gene-b2500	1438
gene-b2501	4736
gene-b2502	2879
gene-b2503	2001
gene-b2504	1277
gene-b2505	639
gene-b2506	728
gene-b2507	21211
gene-b2508	10448
gene-b2509	7141
gene-b2510	1062
gene-b2511	9257
gene-b2512	9238
gene-b2513	4342
gene-b2514	6216
gene-b2515	5047
gene-b2516	3783
gene-b2517	22577
gene-b2518	751
gene-b2519	1914
gene-b2520	6381
gene-b2521	1322
gene-b4440	1276
gene-b2522	5292
gene-b2523	9784
gene-b2524	3005
gene-b2525	5200
gene-b2526	21505
gene-b2527	11612
gene-b2528	16086
gene-b2529	41594
gene-b2530	81302
gene-b2531	18413
gene-b2532	27416
gene-b2533	6850
gene-b2534	1107
gene-b2535	2455
gene-b2536	1005
gene-b4706	21
gene-b2537	415
gene-b2538	995
gene-b2539	470
gene-b2540	312
gene-b2541	460
gene-b2542	1088
gene-b2543	684
gene-b2544	934
gene-b2545	1473
gene-b2546	862
gene-b2547	2250
gene-b2548	1076
gene-b2549	2166
gene-b2550	923
gene-b2551	14143
gene-b2552	864
gene-b2553	449
gene-b2554	2357
gene-b2555	4068
gene-b2556	8141
gene-b4441	1614
gene-b2557	4035
gene-b2558	1879
gene-b2559	1030
gene-b2560	1897
gene-b2561	731
gene-b2562	3827
gene-b4687	1320
gene-b4608	313
gene-b2563	1552
gene-b2564	2187
gene-b2565	4485
gene-b2566	29400
gene-b2567	16408
gene-b2568	4149
gene-b2569	8735
gene-b2570	1280
gene-b2571	12820
gene-b2572	19608
gene-b2573	14238
gene-b4725	780
gene-b2574	1495
gene-b2575	959
gene-b2576	9116
gene-b2577	1168
gene-b2578	170
gene-b2579	1229
gene-b2580	771
gene-b2581	1819
gene-b2582	2948
gene-b2583	1082
gene-b2584	5478
gene-b2585	25039
gene-b2586	8455
gene-b2587	63099
gene-b2588	138
gene-b2589	15747
gene-b2590	41645
gene-b2591	149309
gene-b2592	15712
gene-b4609	984
gene-b2593	2271
gene-b2594	3156
gene-b2595	7235
gene-b2597	1692
gene-b2598	160
gene-b2599	2151
gene-b2600	5144
gene-b2601	4439
gene-b2602	1088
gene-b2603	7689
gene-b2604	17107
gene-b2605	5640
gene-b2606	184389
gene-b2607	172148
gene-b2608	189414
gene-b2609	72838
gene-b2610	12366
gene-b2611	1123
gene-b4461	2287
gene-b2614	10450
gene-b2615	2712
gene-b2616	96386
gene-b2617	20439
gene-b2618	9463
gene-b2619	13219
gene-b2620	3852
gene-b2621	3686640
gene-b2622	2528
gene-b2623	2812
gene-b2624	382
gene-b2625	1434
gene-b2626	1957
gene-b2627	3903
gene-b2628	4048
gene-b2629	180
gene-b2630	64969
gene-b2631	20680
gene-b2632	1718
gene-b2633	305
gene-b2634	900
gene-b2635	529
gene-b2636	717
gene-b2637	1047
gene-b2638	437
gene-b2642	915
gene-b2643	171
gene-b2644	564
gene-b4548	364
gene-b2645	956
gene-b2646	621
gene-b2647	4272
gene-b2649	345
gene-b2650	128
gene-b2652	22
gene-b2659	837
gene-b2660	611
gene-b2661	939
gene-b2662	1359
gene-b2663	1142
gene-b2664	1345
gene-b2665	1344
gene-b2666	863
gene-b2667	649
gene-b2668	2484
gene-b2669	113243
gene-b2670	32715
gene-b2671	15986
gene-b2672	5710
gene-b2673	1410
gene-b2674	8486
gene-b2675	10660
gene-b2676	2236
gene-b2677	2735
gene-b2678	2811
gene-b2679	3545
gene-b2682	2084
gene-b2683	304
gene-b2684	1843
gene-b2685	1443
gene-b2686	1843
gene-b2687	3142
gene-b4442	860
gene-b2688	9975
gene-b2689	1101
gene-b2690	1563
gene-b2691	1679
gene-b2692	4918
gene-b2693	5714
gene-b2694	3079
gene-b2695	2787
gene-b2696	1476
gene-b2697	29525
gene-b2698	11320
gene-b2699	291661
gene-b2700	532
gene-b2701	499
gene-b2702	678
gene-b2703	784
gene-b2704	474
gene-b2705	1911
gene-b2706	362
gene-b2707	904
gene-b2708	1479
gene-b2709	5002
gene-b2710	2086
gene-b2711	1758
gene-b2712	1878
gene-b2713	984
gene-b2714	623
gene-b2715	1922
gene-b2716	1953
gene-b2717	1056
gene-b2718	1203
gene-b2719	1202
gene-b2720	868
gene-b2721	1701
gene-b2722	676
gene-b2723	1336
gene-b2724	380
gene-b2725	411
gene-b2726	781
gene-b2727	862
gene-b2728	194
gene-b2729	1423
gene-b2730	1974
gene-b2731	2435
gene-b2732	436
gene-b2733	3735
gene-b2734	2615
gene-b2735	2124
gene-b2736	957
gene-b2737	1303
gene-b2738	1049
gene-b2739	1863
gene-b2740	1227
gene-b2741	10708
gene-b2742	3820
gene-b2743	1514
gene-b2744	1218
gene-b2745	1748
gene-b2746	942
gene-b2747	1429
gene-b2748	842
gene-b2749	276
gene-b2750	1138
gene-b2751	2155
gene-b2752	730
gene-b2753	1475
gene-b2754	328
gene-b2755	1898
gene-b2756	1891
gene-b2757	886
gene-b2758	1637
gene-b2759	777
gene-b2760	1776
gene-b2761	1104
gene-b4701	7
gene-b2762	1310
gene-b2763	1980
gene-b2764	1307
gene-b2765	564
gene-b2766	1189
gene-b2767	209
gene-b2768	547
gene-b2769	834
gene-b2770	747
gene-b2771	482
gene-b4463	777
gene-b2774	380
gene-b2775	42
gene-b2776	1201
gene-b2777	12870
gene-b4682	74
gene-b2778	399
gene-b2779	120575
gene-b2780	30732
gene-b2781	3187
gene-b2782	2245
gene-b2783	1415
gene-b2784	4455
gene-b2785	3854
gene-b2786	2767
gene-b2787	1976
gene-b2788	930
gene-b2789	1056
gene-b2790	704
gene-b2791	521
gene-b2792	437
gene-b4408	2187
gene-b2793	833
gene-b2794	1898
gene-b2795	2301
gene-b2796	30858
gene-b2797	24367
gene-b2798	1210
gene-b2799	1013
gene-b2800	664
gene-b2801	990
gene-b2802	5634
gene-b2803	4267
gene-b2804	1928
gene-b2805	1775
gene-b2806	2637
gene-b2807	986
gene-b2808	1122
gene-b4443	31829
gene-b2809	1151
gene-b2810	4021
gene-b2811	2373
gene-b2812	2913
gene-b2813	2133
gene-b2814	240
gene-b2815	369
gene-b2816	273
gene-b2817	2430
gene-b2818	2392
gene-b2819	2842
gene-b2820	5750
gene-b2821	5912
gene-b2822	4599
gene-b2823	534
gene-b2824	394
gene-b2825	499
gene-b2826	255
gene-b2827	3074
gene-b2828	3748
gene-b2829	4827
gene-b2830	1363
gene-b4610	105
gene-b2831	643
gene-b2832	7892
gene-b2833	1660
gene-b2834	1396
gene-b2835	838
gene-b2836	1031
gene-b4444	35
gene-b4445	22
gene-b2837	956
gene-b2838	917
gene-b2839	1202
gene-b2840	700
gene-b2841	2848
gene-b2842	761
gene-b2843	560
gene-b2844	1666
gene-b2845	3249
gene-b2846	291
gene-b2847	538
gene-b2848	240
gene-b4683	86
gene-b2849	293
gene-b2851	112
gene-b2852	848
gene-b2853	84
gene-b2860	187
gene-b2861	228
gene-b2863	4050
gene-b2864	402
gene-b2865	1194
gene-b2866	1179
gene-b2867	573
gene-b2868	394
gene-b2869	3116
gene-b2870	1399
gene-b2871	833
gene-b2872	3753
gene-b2873	835
gene-b2874	622
gene-b2875	2070
gene-b2876	702
gene-b2877	522
gene-b2878	2440
gene-b2879	880
