Geneid	1714__30min_LEVO_N=3_library-read-1.fastq.gz
gene-b2944	25
gene-b2945	316
gene-b2946	606
gene-b2947	2616
gene-b2948	1011
gene-b2949	324
gene-b2950	192
gene-b2951	819
gene-b2952	516
gene-b2953	139
gene-b2954	246
gene-b2955	274
gene-b2956	118
gene-b2957	383
gene-b2958	4253
gene-b2959	4534
gene-b2960	4969
gene-b2961	379
gene-b2962	266
gene-b2963	142
gene-b2964	9076
gene-b2965	167
gene-b2966	250
gene-b2967	17
gene-b2968	154
gene-b2971	9
gene-b2972	13
gene-b4466	1888
gene-b2975	988
gene-b2976	2930
gene-b2977	785
gene-b4467	764
gene-b4468	259
gene-b2979	312
gene-b2980	12800
gene-b2981	1142
gene-b2982	74
gene-b2983	298
gene-b2984	47
gene-b2985	1
gene-b2986	48
gene-b2987	105
gene-b2988	7047
gene-b2989	1297
gene-b2990	129
gene-b2991	344
gene-b2992	717
gene-b2993	434
gene-b2994	1279
gene-b2995	336
gene-b2996	286
gene-b2997	355
gene-b2998	62
gene-b4755	875
gene-b3001	12266
gene-b3002	924
gene-b3003	3549
gene-b3005	8916
gene-b3006	10195
gene-b3008	258
gene-b3009	6761
gene-b3010	2826
gene-b3011	3225
gene-b3012	12765
gene-b3013	186
gene-b3014	52
gene-b4469	259
gene-b3017	631
gene-b3018	394
gene-b3019	1472
gene-b3020	1155
gene-b3021	19946
gene-b3022	2669
gene-b3023	1417
gene-b3024	17503
gene-b3025	172
gene-b3026	502
gene-b3027	41
gene-b3028	3182
gene-b3029	11576
gene-b3030	3167
gene-b3031	3025
gene-b3032	8771
gene-b3033	2114
gene-b3034	656
gene-b3035	1927
gene-b3036	520
gene-b3037	3090
gene-b3038	3322
gene-b3039	942
gene-b3040	7592
gene-b4756	385
gene-b3041	28694
gene-b3042	745
gene-b3043	11
gene-b3044	13
gene-b3045	49
gene-b3047	32
gene-b3048	269
gene-b3049	23604
gene-b3050	444
gene-b3051	133
gene-b4447	634
gene-b4664	507
gene-b4611	172
gene-b4666	151
gene-b3052	1250
gene-b3053	2174
gene-b3054	1424
gene-b3055	2310
gene-b3056	2496
gene-b3057	742
gene-b3058	411
gene-b3059	912
gene-b3060	80
gene-b3061	53
gene-b3062	37
gene-b3063	106
gene-b3064	402
gene-b3065	1025
gene-b3066	9815
gene-b3067	147768
gene-b3068	2291
gene-b3069	29
gene-b3070	397
gene-b3071	932
gene-b3072	531
gene-b3073	68512
gene-b3074	1622
gene-b3075	152
gene-b3076	184
gene-b3077	1
gene-b3078	73
gene-b3079	64
gene-b3080	115
gene-b3081	842
gene-b3082	265
gene-b3083	138
gene-b3084	140
gene-b3085	268
gene-b3086	6
gene-b3087	10855
gene-b3088	142
gene-b3089	27903
gene-b3090	947
gene-b3091	4633
gene-b3092	5629
gene-b3093	6665
gene-b3094	11572
gene-b3095	9288
gene-b3096	2819
gene-b3097	9657
gene-b3098	8842
gene-b3099	24303
gene-b3100	16953
gene-b3101	401
gene-b3102	11527
gene-b3103	2489
gene-b3104	569
gene-b3105	136
gene-b3106	304
gene-b3107	230
gene-b4470	418
gene-b3110	103
gene-b4471	387
gene-b3113	418
gene-b3114	1431
gene-b3115	1005
gene-b3116	2691
gene-b3117	2439
gene-b3118	624
gene-b3119	9
gene-b3120	16
gene-b3121	20
gene-b3123	6406
gene-b3124	760
gene-b3125	159
gene-b3126	197
gene-b3127	277
gene-b3128	398
gene-b3129	3036
gene-b3130	3593
gene-b3131	1149
gene-b3132	140
gene-b3133	76
gene-b3136	23
gene-b3137	36
gene-b3138	2
gene-b3139	30
gene-b3140	510
gene-b3141	140
gene-b3142	213
gene-b3143	184
gene-b3144	8330
gene-b3145	271
gene-b3146	305
gene-b3147	1654
gene-b3148	126
gene-b3149	636
gene-b3150	521
gene-b3151	524
gene-b3152	3564
gene-b3153	684
gene-b3154	461
gene-b3155	1426
gene-b3156	4170
gene-b3157	5682
gene-b3158	5
gene-b3159	61
gene-b3160	855
gene-b3161	315
gene-b3162	42245
gene-b4685	1906
gene-b3163	20671
gene-b3164	6023
gene-b4449	318
gene-b3165	1724
gene-b3166	700
gene-b3167	780
gene-b3168	8434
gene-b3169	4147
gene-b3170	1140
gene-b3171	226
gene-b3172	793
gene-b3173	264
gene-b3174	457
gene-b3175	1645
gene-b3176	2127
gene-b3177	683
gene-b3178	145487
gene-b3179	51098
gene-b3180	1567
gene-b3181	2344
gene-b3182	217
gene-b3183	28431
gene-b3184	3879
gene-b3185	7862
gene-b3186	7010
gene-b3187	2215
gene-b3188	41
gene-b3189	416
gene-b3190	158
gene-b3191	2183
gene-b3192	4758
gene-b3193	1770
gene-b3194	769
gene-b3195	1258
gene-b3196	678
gene-b3197	2166
gene-b3198	2534
gene-b3199	4516
gene-b3200	2918
gene-b3201	3352
gene-b3202	8238
gene-b3203	2125
gene-b3204	1842
gene-b3205	1137
gene-b3206	274
gene-b3207	66066
gene-b3208	24374
gene-b3209	685
gene-b4450	345
gene-b3210	3790
gene-b3211	30
gene-b3212	2454
gene-b3213	1089
gene-b3214	16
gene-b3215	187
gene-b3216	337
gene-b3218	137
gene-b3219	422
gene-b3220	654
gene-b3221	500
gene-b3222	2594
gene-b3223	2748
gene-b3224	9385
gene-b3225	19874
gene-b3226	743
gene-b3227	115
gene-b3228	3838
gene-b3229	9125
gene-b3230	4951
gene-b3231	3609
gene-b3232	202
gene-b3233	22131
gene-b3234	2225
gene-b3235	1832
gene-b3236	21749
gene-b3237	862
gene-b3238	744
gene-b3239	1637
gene-b3240	283
gene-b3241	90
gene-b3242	271
gene-b3243	428
gene-b3244	4266
gene-b4472	1576
gene-b3247	1055
gene-b3248	835
gene-b3249	407
gene-b3250	826
gene-b3251	4008
gene-b3252	1806
gene-b3253	4469
gene-b3255	1467
gene-b3256	4544
gene-b3257	9
gene-b3258	2478
gene-b3259	2977
gene-b3260	456
gene-b3261	330
gene-b3262	87
gene-b3263	82
gene-b3264	143
gene-b3265	21
gene-b3266	351
gene-b3267	365
gene-b3269	386
gene-b3270	239
gene-b3271	146
gene-b3272	1916
gene-b3273	34
gene-b3274	95
gene-b3275	71957
gene-b3276	0
gene-b3277	0
gene-b3278	77809
gene-b3279	2771
gene-b3280	3174
gene-b3281	8910
gene-b3282	2364
gene-b3283	13416
gene-b3284	18972
gene-b4473	8307
gene-b3287	26571
gene-b3288	27974
gene-b3289	2628
gene-b3290	2812
gene-b3291	19018
gene-b4550	7744
gene-b3292	6342
gene-b3293	9427
gene-b3294	26864
gene-b3295	56315
gene-b3296	40725
gene-b3297	25406
gene-b3298	20588
gene-b3299	9622
gene-b3300	137985
gene-b3301	30627
gene-b3302	43457
gene-b3303	54160
gene-b3304	40430
gene-b3305	25259
gene-b3306	22767
gene-b3307	14634
gene-b3308	37138
gene-b3309	39027
gene-b3310	18287
gene-b3311	22276
gene-b3312	5452
gene-b3313	16567
gene-b3314	31724
gene-b3315	19141
gene-b3316	6203
gene-b3317	9639
gene-b3318	5964
gene-b3319	6992
gene-b3320	15655
gene-b3321	5616
gene-b3322	65
gene-b3323	57
gene-b3324	86
gene-b3325	137
gene-b3326	25
gene-b3327	90
gene-b3328	34
gene-b3329	119
gene-b3330	102
gene-b3331	52
gene-b3332	250
gene-b3333	231
gene-b3334	87
gene-b3335	515
gene-b3336	1574
gene-b3337	845
gene-b3338	723
gene-b3339	70147
gene-b3340	203707
gene-b3341	19667
gene-b3342	13537
gene-b3343	680
gene-b3344	262
gene-b3345	381
gene-b3346	1718
gene-b3347	19689
gene-b3348	229
gene-b3349	5579
gene-b4551	319
gene-b3350	1669
gene-b3351	317
gene-b3352	857
gene-b3353	423
gene-b3354	155
gene-b3355	623
gene-b3356	750
gene-b3357	8436
gene-b3358	412
gene-b3359	214
gene-b3360	1388
gene-b3361	7383
gene-b3362	3413
gene-b3363	2003
gene-b3364	267
gene-b3365	216
gene-b3366	19
gene-b3367	220
gene-b3368	1146
gene-b3369	0
gene-b3370	24
gene-b3371	485
gene-b4474	133
gene-b3374	361
gene-b3375	334
gene-b3376	230
gene-b3377	89
gene-b3378	90
gene-b3379	113
gene-b3380	31
gene-b3381	150
gene-b3382	256
gene-b3383	595
gene-b3384	2185
gene-b3385	360
gene-b3386	502
gene-b3387	616
gene-b3388	5781
gene-b3389	2639
gene-b3390	1482
gene-b3391	93
gene-b3392	15
gene-b3393	6
gene-b3394	5
gene-b3395	73
gene-b3396	549
gene-b3397	1226
gene-b3398	750
gene-b3399	1303
gene-b3400	4239
gene-b3401	7410
gene-b3402	1213
gene-b3403	33224
gene-b3404	4709
gene-b3405	2237
gene-b3406	49
gene-b3407	407
gene-b3408	1044
gene-b3409	4019
gene-b3410	206
gene-b3411	79
gene-b3412	130
gene-b3413	658
gene-b3414	10144
gene-b3415	1786
gene-b3416	1206
gene-b3417	1597
gene-b3418	5052
gene-b4475	3278
gene-b3421	3321
gene-b3422	315
gene-b3424	450
gene-b3425	209
gene-b3426	330977
gene-b3427	10223
gene-b3428	9324
gene-b3429	6401
gene-b3430	4709
gene-b3431	6017
gene-b3432	4495
gene-b3433	6595
gene-b3434	262
gene-b4476	443
gene-b3437	333
gene-b3438	1603
gene-b3439	1186
gene-b3440	1937
gene-b4451	204
gene-b3441	4
gene-b3442	40
gene-b3444	0
gene-b3445	19
gene-b4612	4
gene-b3446	445
gene-b3447	381
gene-b3448	58212
gene-b3449	12550
gene-b3450	356
gene-b3451	231
gene-b3452	107
gene-b3453	2266
gene-b3454	139
gene-b3455	139
gene-b3456	370
gene-b3457	256
gene-b3458	359
gene-b3459	108
gene-b3460	397
gene-b3461	33476
gene-b3462	8227
gene-b3463	5332
gene-b3464	3569
gene-b3465	403
gene-b3466	188
gene-b3467	114
gene-b3468	729
gene-b3469	2301
gene-b3470	217
gene-b3471	486
gene-b3472	2917
gene-b3473	533
gene-b3474	2671
gene-b3475	650
gene-b3476	31
gene-b3477	1
gene-b3478	33
gene-b3479	59
gene-b3480	181
gene-b3481	582
gene-b3482	112
gene-b3483	11
gene-b3484	32
gene-b3485	274
gene-b3486	1372
gene-b3487	2607
gene-b3488	557
gene-b3491	12742
gene-b3492	605
gene-b3493	15988
gene-b3494	28551
gene-b3495	24068
gene-b3496	13812
gene-b3497	1623
gene-b3498	11941
gene-b3499	1784
gene-b3500	2279
gene-b4613	586
gene-b4712	33
gene-b4713	86
gene-b3501	175
gene-b3502	937
gene-b3503	141
gene-b3505	269
gene-b3506	42250
gene-b3507	489
gene-b3508	351
gene-b3509	76368
gene-b3510	63531
gene-b3511	35934
gene-b4704	2989
gene-b3512	12963
gene-b4718	4965
gene-b3513	383
gene-b3514	628
gene-b3515	2837
gene-b4452	2139
gene-b3516	5717
gene-b3517	43184
gene-b3518	514
gene-b3519	8073
gene-b3520	597
gene-b3521	81
gene-b3522	9868
gene-b3523	616
gene-b3524	13091
gene-b3525	102
gene-b3526	367
gene-b3527	1329
gene-b3528	24758
gene-b3529	1239
gene-b3530	1896
gene-b3531	22
gene-b3532	158
gene-b3533	183
gene-b3535	306
gene-b3536	1122
gene-b3537	183
gene-b3538	595
gene-b4453	500
gene-b4454	220
gene-b3539	244
gene-b3540	109
gene-b3541	50
gene-b3542	6
gene-b3543	63
gene-b3544	1586
gene-b3545	12
gene-b3546	823
gene-b3547	428
gene-b3548	3588
gene-b3549	249
gene-b3550	236
gene-b3551	1607
gene-b3552	93
gene-b3553	357
gene-b3554	8351
gene-b3555	8397
gene-b3556	2282
gene-b4455	0
gene-b3557	5
gene-b3558	14
gene-b3559	14128
gene-b3560	4099
gene-b4553	78
gene-b3561	424
gene-b3562	43
gene-b3563	14
gene-b3564	6978
gene-b3565	3846
gene-b3566	81
gene-b3567	137
gene-b3568	437
gene-b3569	304
gene-b3570	3181
gene-b3571	856
gene-b3572	1869
gene-b3573	87
gene-b3574	409
gene-b3575	80
gene-b3576	4
gene-b3577	3
gene-b3578	50
gene-b3579	57
gene-b3580	69
gene-b3581	10
gene-b3582	13
gene-b3583	178
gene-b3584	514
gene-b3585	560
gene-b3586	291
gene-b3587	3
gene-b3588	3755
gene-b3589	35
gene-b3590	1221
gene-b3591	755
gene-b3592	915
gene-b3593	661
gene-b3594	1369
gene-b3596	8
gene-b4615	24
gene-b3597	1317
gene-b3598	1205
gene-b3599	11987
gene-b3600	6212
gene-b3601	71280
gene-b4554	70550
gene-b3602	504
gene-b3603	2586
gene-b3604	1617
gene-b3605	1335
gene-b3606	274
gene-b3607	2477
gene-b3608	112156
gene-b3609	201790
gene-b3610	6139
gene-b3611	3423
gene-b3612	2988
gene-b3613	424
gene-b3614	514
gene-b3615	108
gene-b3616	8715
gene-b3617	5310
gene-b3618	595
gene-b3619	23213
gene-b3620	3625
gene-b3621	579
gene-b3622	754
gene-b3623	537
gene-b3624	608
gene-b3625	562
gene-b3626	912
gene-b3627	1498
gene-b3628	1574
gene-b3629	1002
gene-b3630	765
gene-b3631	3078
gene-b3632	2432
gene-b3633	410
gene-b3634	526
gene-b3635	480
gene-b3636	1822
gene-b3637	1915
gene-b3638	134
gene-b3639	999
gene-b3640	319
gene-b3641	322
gene-b3642	138
gene-b3643	309
gene-b3644	1009
gene-b3645	1133
gene-b3646	50
gene-b3647	356
gene-b3648	8544
gene-b3649	7537
gene-b3650	4388
gene-b3651	217
gene-b3652	448
gene-b3653	3243
gene-b3654	33
gene-b3655	4711
gene-b3656	340
gene-b3657	74
gene-b3658	14
gene-b3659	100
gene-b3660	774
gene-b3661	1425
gene-b4555	48
gene-b3662	87
gene-b3663	721
gene-b3664	165
gene-b3665	454
gene-b3666	76
gene-b3667	292
gene-b3668	138
gene-b3669	482
gene-b3670	1654
gene-b3671	2766
gene-b3672	175
gene-b4616	1
gene-b4618	4245
gene-b3673	763
gene-b3674	821
gene-b3675	529
gene-b3676	558
gene-b3677	68
gene-b3678	237
gene-b3679	144
gene-b3680	141
gene-b3681	98
gene-b3682	15
gene-b3683	7
gene-b3684	364
gene-b3685	2063
gene-b3686	6676
gene-b3687	29498
gene-b3688	863
gene-b3689	629
gene-b3690	72
gene-b3691	54
gene-b4478	89
gene-b4477	229
gene-b3693	528
gene-b4479	756
gene-b3696	658
gene-b3697	1676
gene-b3698	914
gene-b3699	22385
gene-b3700	1428
gene-b3701	2450
gene-b3702	4416
gene-b4757	209
gene-b3703	4758
gene-b3704	3811
gene-b4557	262
gene-b3705	2130
gene-b3706	4301
gene-b3707	2261
gene-b3708	53972
gene-b3709	7293
gene-b3710	107
gene-b3711	117
gene-b3712	521
gene-b3713	1071
gene-b3714	400
gene-b3715	309
gene-b3716	100
gene-b3717	286
gene-b3718	74
gene-b3719	29
gene-b3720	26
gene-b3721	5
gene-b3722	108
gene-b3723	48
gene-b3724	2008
gene-b3725	6549
gene-b3726	2342
gene-b3727	3583
gene-b3728	12699
gene-b3729	14540
gene-b3730	4413
gene-b3731	4855
gene-b3732	18862
gene-b3733	16544
gene-b3734	18230
gene-b3735	3902
gene-b3736	5246
gene-b3737	4391
gene-b3738	2744
gene-b3739	398
gene-b3740	322
gene-b3741	1266
gene-b3742	508
gene-b3743	279
gene-b3744	664
gene-b3745	357
gene-b3746	749
gene-b3747	1257
gene-b3748	12353
gene-b3749	7280
gene-b3750	2556
gene-b3751	5581
gene-b3752	1022
gene-b3753	500
gene-b3754	223
gene-b3755	510
gene-b3756	345800
gene-b3757	486
gene-b3758	334076
gene-b3759	528
gene-b3760	596
gene-b3761	1002
gene-b4480	509
gene-b3764	1443
gene-b3765	674
gene-b3766	272
gene-b4669	55
gene-b3769	105
gene-b3770	872
gene-b3771	1506
gene-b3772	621
gene-b3773	1102
gene-b3774	447
gene-b3775	116
gene-b3778	550
gene-b3779	1892
gene-b3780	7365
gene-b3781	11069
gene-b3782	1912
gene-b3783	22098
gene-b3784	999
gene-b3785	562
gene-b3786	421
gene-b3787	780
gene-b3788	497
gene-b3789	503
gene-b3790	536
gene-b3791	1768
gene-b3792	972
gene-b4481	1411
gene-b3793	359
gene-b3794	199
gene-b3795	1308
gene-b3796	471
gene-b3797	1327
gene-b3798	600
gene-b3799	166
gene-b3800	129
gene-b3801	502
gene-b4456	2245
gene-b3802	982
gene-b3803	1423
gene-b3804	1407
gene-b3805	3455
gene-b3806	24220
gene-b3807	402
gene-b3808	171
gene-b4558	1042
gene-b3809	1771
gene-b3810	617
gene-b3811	368
gene-b3812	401
gene-b3813	1848
gene-b4482	54
gene-b3816	8088
gene-b3817	95
gene-b3818	3
gene-b3819	239
gene-b3820	716
gene-b3821	568
gene-b3822	261
gene-b3823	214
gene-b3824	219
gene-b3825	1137
gene-b3826	737
gene-b3827	224
gene-b3828	43
gene-b3829	478
gene-b3830	2082
gene-b3831	2570
gene-b3832	533
gene-b3833	1258
gene-b3834	994
gene-b4707	299
gene-b3835	1258
gene-b3836	2143
gene-b3838	960
gene-b3839	362
gene-b4483	267
gene-b3842	317
gene-b3843	9677
gene-b3844	3451
gene-b3845	3421
gene-b3846	5160
gene-b3847	833
gene-b3848	507
gene-b3849	3002
gene-b3850	317
gene-b3851	108985
gene-b3852	4
gene-b3853	13
gene-b3854	388404
gene-b3855	2203
gene-b3856	484
gene-b3857	143
gene-b3858	373
gene-b3859	1316
gene-b3860	3025
gene-b3861	146
gene-b3862	6
gene-b3863	5223
gene-b3864	329
gene-b3865	1018
gene-b4457	29599
gene-b3866	938
gene-b3867	2879
gene-b4686	1769
gene-b3868	1275
gene-b3869	889
gene-b3870	933
gene-b3871	11060
gene-b3872	225
gene-b3873	305
gene-b3874	113
gene-b3875	77
gene-b3876	1382
gene-b3877	140
gene-b3878	223
gene-b3879	52
gene-b3880	298
gene-b3881	263
gene-b3882	134
gene-b3883	1261
gene-b3884	918
gene-b3885	974
gene-b3886	3882
gene-b3887	2995
gene-b3888	4094
gene-b3889	34
gene-b3890	140
gene-b3891	1869
gene-b3892	3592
gene-b3893	8795
gene-b3894	19998
gene-b3895	1150
gene-b3896	0
gene-b3897	48
gene-b3898	127
gene-b3899	210
gene-b3900	11
gene-b3901	68
gene-b3902	41
gene-b3903	4
gene-b3904	56
gene-b3905	57
gene-b3906	403
gene-b3907	464
gene-b3908	7066
gene-b3909	368
gene-b3910	2393
gene-b3911	1967
gene-b3912	1469
gene-b4484	5586
gene-b4716	2926
gene-b3915	2111
gene-b3916	13243
gene-b3917	155
gene-b3918	115
gene-b3919	3362
gene-b3920	84
gene-b3921	794
gene-b3922	6715
gene-b3923	11970
gene-b3924	3367
gene-b3925	2904
gene-b3926	42047
gene-b3927	38888
gene-b3928	3113
gene-b3929	5155
gene-b3930	331
gene-b3931	24202
gene-b3932	6437
gene-b3933	874
gene-b3934	1107
gene-b3935	336
gene-b3936	12302
gene-b3937	427
gene-b3938	758
gene-b3939	404
gene-b3940	1321
gene-b3941	572
gene-b3942	7723
gene-b3943	230
gene-b3944	62
gene-b3945	390
gene-b3946	107
gene-b3947	296
gene-b3949	76
gene-b3950	16
gene-b3951	282
gene-b3952	41
gene-b3953	57
gene-b3954	94
gene-b3955	1150
gene-b3956	4360
gene-b3957	1129
gene-b3958	74
gene-b3959	246
gene-b3960	2149
gene-b4458	0
gene-b3961	974
gene-b3962	10298
gene-b3963	4286
gene-b3964	7349
gene-b3965	11539
gene-b3966	1759
gene-b3967	1472
gene-b3968	1224
gene-b3969	404
gene-b3970	854
gene-b3971	42
gene-b3972	604
gene-b3973	917
gene-b3974	506
gene-b3976	71
gene-b3977	177
gene-b3978	738
gene-b3979	560
gene-b3980	10663
gene-b3981	9325
gene-b3982	6124
gene-b3983	5991
gene-b3984	13232
gene-b3985	13466
gene-b3986	68481
gene-b3987	104918
gene-b3988	114061
gene-b3989	188
gene-b4691	183
gene-b3990	3836
gene-b3991	2455
gene-b4407	2089
gene-b3992	6454
gene-b3993	2616
gene-b3994	16321
gene-b3995	3934
gene-b3996	1214
gene-b3997	1250
gene-b3998	488
gene-b3999	695
gene-b4000	2319
gene-b4001	585
gene-b4002	574
gene-b4003	401
gene-b4004	682
gene-b4005	280
gene-b4006	191
gene-b4007	722
gene-b4008	276
gene-b4009	897
gene-b4010	11
gene-b4011	517
gene-b4012	581
gene-b4013	106
gene-b4014	52690
gene-b4015	41220
gene-b4016	60955
gene-b4017	85
gene-b4018	547
gene-b4019	2939
gene-b4020	1632
gene-b4021	339
gene-b4022	1057
gene-b4023	838
gene-b4024	1337
gene-b4025	10909
gene-b4026	2964
gene-b4027	1
gene-b4028	10
gene-b4029	195
gene-b4620	103
gene-b4030	99
gene-b4031	838
gene-b4032	260
gene-b4033	295
gene-b4034	372
gene-b4035	57
gene-b4036	421
gene-b4037	609
gene-b4039	1007
gene-b4040	4249
gene-b4041	17522
gene-b4042	1092
gene-b4043	22836
gene-b4044	5917
gene-b4045	1779
gene-b4046	1222
gene-b4047	5
gene-b4048	20
gene-b4049	520
gene-b4050	416
gene-b4051	5981
gene-b4052	823
gene-b4053	339
gene-b4054	421
gene-b4621	9
gene-b4055	268
gene-b4056	3055
gene-b4057	3104
gene-b4058	18581
gene-b4059	3806
gene-b4060	164
gene-b4061	4392
gene-b4062	4743
gene-b4063	2248
gene-b4459	1935
gene-b4064	216
gene-b4065	1209
gene-b4066	53
gene-b4067	1552
gene-b4068	402
gene-b4069	10001
gene-b4070	64
gene-b4071	0
gene-b4072	21
gene-b4073	90
gene-b4074	147
gene-b4075	14
gene-b4076	27
gene-b4077	576
gene-b4078	458
gene-b4079	1462
gene-b4080	26
gene-b4081	169
gene-b4082	77
gene-b4622	0
gene-b4083	4
gene-b4084	675
gene-b4085	214
gene-b4086	151
gene-b4087	273
gene-b4088	178
gene-b4089	831
gene-b4090	101
gene-b4487	370
gene-b4092	615
gene-b4093	190
gene-b4094	75
gene-b4095	79
gene-b4096	266
gene-b4097	47
gene-b4098	53
gene-b4099	12
gene-b4100	8
gene-b4101	0
gene-b4102	62
gene-b4105	43
gene-b4106	30
gene-b4107	7656
gene-b4108	5223
gene-b4109	92
gene-b4110	92
gene-b4111	1292
gene-b4703	329
gene-b4112	803
gene-b4113	1338
gene-b4114	822
gene-b4115	178
gene-b4116	366
gene-b4117	277
gene-b4118	1180
gene-b4119	2839
gene-b4120	1447
gene-b4121	283
gene-b4122	296
gene-b4123	143
gene-b4124	348
gene-b4125	287
gene-b4126	719
gene-b4127	1911
gene-b4128	105
gene-b4559	128
gene-b4129	5165
gene-b4130	235
gene-b4131	2070
gene-b4132	604
gene-b4133	840
gene-b4134	119
gene-b4135	2049
gene-b4136	669
gene-b4137	160
gene-b4138	8764
gene-b4139	30590
gene-b4140	57342
gene-b4141	2998
gene-b4142	25212
gene-b4143	162435
gene-b4144	327
gene-b4145	223
gene-b4146	413
gene-b4147	1564
gene-b4410	157
gene-b4411	902
gene-b4148	1025
gene-b4149	3114
gene-b4150	223
gene-b4151	2892
gene-b4152	3333
gene-b4153	8107
gene-b4154	13393
gene-b4155	405
gene-b4156	638
gene-b4157	34
gene-b4158	81
gene-b4159	786
gene-b4160	819
gene-b4161	2441
gene-b4162	200
gene-b4163	86
gene-b4164	98
gene-b4165	165
gene-b4670	26
gene-b4166	1597
gene-b4167	5699
gene-b4168	364
gene-b4169	720
gene-b4170	990
gene-b4171	17103
gene-b4172	4683
gene-b4173	6495
gene-b4174	11498
gene-b4175	3519
gene-b4176	56
gene-b4177	20916
gene-b4178	2096
gene-b4179	13000
gene-b4180	2208
gene-b4181	21
gene-b4182	100
gene-b4183	9
gene-b4184	26
gene-b4185	54
gene-b4186	44
gene-b4187	44970
gene-b4188	25076
gene-b4189	7429
gene-b4190	227
gene-b4191	208
gene-b4192	704
gene-b4193	177
gene-b4194	94
gene-b4195	139
gene-b4196	118
gene-b4197	549
gene-b4198	425
gene-b4199	7376
gene-b4200	2123
gene-b4201	1229
gene-b4202	881
gene-b4203	10649
gene-b4204	18
gene-b4206	1723
gene-b4207	346
gene-b4208	9446
gene-b4209	873
gene-b4210	490
gene-b4211	137
gene-b4212	1449
gene-b4213	961
gene-b4214	85100
gene-b4215	436
gene-b4216	1089
gene-b4217	4344
gene-b4218	1485
gene-b4219	2208
gene-b4220	398
gene-b4221	1634
gene-b4222	454
gene-b4223	332
gene-b4224	7505
gene-b4225	6194
gene-b4226	2500
gene-b4227	16730
gene-b4485	6913
gene-b4230	4135
gene-b4231	3233
gene-b4232	6698
gene-b4233	2285
gene-b4234	20689
gene-b4235	3383
gene-b4237	723
gene-b4238	12069
gene-b4239	1252
gene-b4240	1954
gene-b4241	850
gene-b4702	1339
gene-b4242	2759
gene-b4243	573
gene-b4244	71
gene-b4245	163
gene-b4246	79
gene-b4248	387
gene-b4249	110
gene-b4251	74
gene-b4252	1437
gene-b4253	176
gene-b4254	346
gene-b4255	4830
gene-b4256	269
gene-b4257	156
gene-b4258	8438
gene-b4259	630
gene-b4260	6195
gene-b4261	5239
gene-b4262	6888
gene-b4263	3449
gene-b4264	128
gene-b4265	121
gene-b4266	99
gene-b4267	223
gene-b4268	503
gene-b4269	2477
gene-b4270	18
gene-b4272	23
gene-b4273	677
gene-b4277	18
gene-b4278	975
gene-b4279	4166
gene-b4280	4942
gene-b4655	74
gene-b4284	75
gene-b4287	188
gene-b4288	162
gene-b4289	212
gene-b4290	322
gene-b4291	794
gene-b4292	1235
gene-b4293	2282
gene-b4294	773
gene-b4295	4091
gene-b4296	99
gene-b4297	749
gene-b4298	345
gene-b4299	304
gene-b4300	503
gene-b4301	548
gene-b4302	550
gene-b4624	492
gene-b4303	2630
gene-b4304	2398
gene-b4565	534
gene-b4305	2240
gene-b4306	44
gene-b4307	35
gene-b4566	75
gene-b4309	445
gene-b4310	3647
gene-b4311	1036
gene-b4312	101
gene-b4313	29
gene-b4314	1212
gene-b4315	195
gene-b4316	162
gene-b4317	315
gene-b4318	116
gene-b4319	65
gene-b4320	384
gene-b4321	1066
gene-b4322	2211
gene-b4323	3644
gene-b4324	4180
gene-b4325	53
gene-b4720	0
gene-b4721	43
gene-b4722	135
gene-b4326	970
gene-b4327	537
gene-b4328	247
gene-b4329	23
gene-b4330	28
gene-b4331	60
gene-b4332	295
gene-b4333	60
gene-b4715	188
gene-b4334	103
gene-b4335	1212
gene-b4336	1169
gene-b4337	169
gene-b4340	778
gene-b4341	1
gene-b4342	382
gene-b4345	33
gene-b4346	1458
gene-b4347	233
gene-b4625	49
gene-b4348	175
gene-b4349	349
gene-b4350	1869
gene-b4351	769
gene-b4352	925
gene-b4353	146
gene-b4354	3868
gene-b4355	623
gene-b4356	1146
gene-b4357	557
gene-b4358	62
gene-b4359	2153
gene-b4360	130
gene-b4361	791
gene-b4362	1370
gene-b4363	102
gene-b4364	272
gene-b4365	18
gene-b4366	1018
gene-b4367	9001
gene-b4567	9555
gene-b4368	7626
gene-b4369	4160
gene-b4370	1239
gene-b4371	823
gene-b4372	131
gene-b4373	604
gene-b4374	1237
gene-b4375	856
gene-b4376	97222
gene-b4568	8038
gene-b4377	1944
gene-b4378	1282
gene-b4379	265
gene-b4380	6316
gene-b4381	14519
gene-b4382	10576
gene-b4383	31061
gene-b4384	21652
gene-b4385	683
gene-b4386	253
gene-b4387	348
gene-b4388	454
gene-b4389	726
gene-b4390	4346
gene-b4391	2528
gene-b4392	2831
gene-b4393	351
gene-b4394	312
gene-b4395	8068
gene-b4396	16098
gene-b4397	349
gene-b4398	188
gene-b4399	227
gene-b4400	212
gene-b4401	138710
gene-b4402	5245
gene-b4403	76
