Geneid	1714__30min_LEVO_library-read-1.fastq.gz
gene-b3026	174
gene-b3027	15
gene-b3028	613
gene-b3029	3611
gene-b3030	836
gene-b3031	1112
gene-b3032	3350
gene-b3033	991
gene-b3034	280
gene-b3035	249
gene-b3036	249
gene-b3037	992
gene-b3038	871
gene-b3039	186
gene-b3040	3631
gene-b4756	187
gene-b3041	12727
gene-b3042	187
gene-b3043	10
gene-b3044	0
gene-b3045	0
gene-b3047	3
gene-b3048	73
gene-b3049	5551
gene-b3050	65
gene-b3051	40
gene-b4447	88
gene-b4664	85
gene-b4611	59
gene-b4666	54
gene-b3052	573
gene-b3053	419
gene-b3054	619
gene-b3055	216
gene-b3056	990
gene-b3057	179
gene-b3058	34
gene-b3059	106
gene-b3060	15
gene-b3061	6
gene-b3062	22
gene-b3063	85
gene-b3064	4
gene-b3065	95
gene-b3066	1326
gene-b3067	34784
gene-b3068	1215
gene-b3069	0
gene-b3070	36
gene-b3071	408
gene-b3072	230
gene-b3073	16071
gene-b3074	201
gene-b3075	16
gene-b3076	32
gene-b3077	2
gene-b3078	36
gene-b3079	3
gene-b3080	45
gene-b3081	260
gene-b3082	34
gene-b3083	16
gene-b3084	28
gene-b3085	60
gene-b3086	1
gene-b3087	3876
gene-b3088	77
gene-b3089	16653
gene-b3090	566
gene-b3091	1444
gene-b3092	2172
gene-b3093	2840
gene-b3094	3889
gene-b3095	2423
gene-b3096	1170
gene-b3097	1526
gene-b3098	1756
gene-b3099	7435
gene-b3100	5787
gene-b3101	10
gene-b3102	1770
gene-b3103	1466
gene-b3104	27
gene-b3105	82
gene-b3106	63
gene-b3107	25
gene-b4470	56
gene-b3110	39
gene-b4471	156
gene-b3113	16
gene-b3114	147
gene-b3115	55
gene-b3116	126
gene-b3117	104
gene-b3118	26
gene-b3119	1
gene-b3120	5
gene-b3121	7
gene-b3123	12105
gene-b3124	285
gene-b3125	86
gene-b3126	29
gene-b3127	37
gene-b3128	86
gene-b3129	526
gene-b3130	675
gene-b3131	354
gene-b3132	132
gene-b3133	141
gene-b3136	3
gene-b3137	3
gene-b3138	1
gene-b3139	2
gene-b3140	139
gene-b3141	7
gene-b3142	33
gene-b3143	4
gene-b3144	623
gene-b3145	42
gene-b3146	1
gene-b3147	473
gene-b3148	37
gene-b3149	62
gene-b3150	52
gene-b3151	353
gene-b3152	1355
gene-b3153	265
gene-b3154	50
gene-b3155	483
gene-b3156	2578
gene-b3157	3809
gene-b3158	2
gene-b3159	51
gene-b3160	111
gene-b3161	99
gene-b3162	18820
gene-b4685	685
gene-b3163	7566
gene-b3164	1688
gene-b4449	79
gene-b3165	133
gene-b3166	195
gene-b3167	92
gene-b3168	2281
gene-b3169	829
gene-b3170	214
gene-b3171	94
gene-b3172	271
gene-b3173	9
gene-b3174	377
gene-b3175	554
gene-b3176	582
gene-b3177	96
gene-b3178	30558
gene-b3179	7099
gene-b3180	548
gene-b3181	790
gene-b3182	14
gene-b3183	10606
gene-b3184	1263
gene-b3185	1274
gene-b3186	2073
gene-b3187	438
gene-b3188	9
gene-b3189	100
gene-b3190	5
gene-b3191	407
gene-b3192	1391
gene-b3193	428
gene-b3194	95
gene-b3195	315
gene-b3196	226
gene-b3197	354
gene-b3198	817
gene-b3199	862
gene-b3200	364
gene-b3201	538
gene-b3202	1514
gene-b3203	171
gene-b3204	330
gene-b3205	96
gene-b3206	50
gene-b3207	15988
gene-b3208	6104
gene-b3209	352
gene-b4450	70
gene-b3210	1020
gene-b3211	1
gene-b3212	500
gene-b3213	277
gene-b3214	4
gene-b3215	1
gene-b3216	104
gene-b3218	1
gene-b3219	53
gene-b3220	197
gene-b3221	106
gene-b3222	718
gene-b3223	833
gene-b3224	4210
gene-b3225	8305
gene-b3226	101
gene-b3227	56
gene-b3228	1460
gene-b3229	3218
gene-b3230	868
gene-b3231	751
gene-b3232	76
gene-b3233	10196
gene-b3234	468
gene-b3235	433
gene-b3236	3860
gene-b3237	572
gene-b3238	93
gene-b3239	310
gene-b3240	53
gene-b3241	8
gene-b3242	38
gene-b3243	191
gene-b3244	2109
gene-b4472	609
gene-b3247	316
gene-b3248	501
gene-b3249	108
gene-b3250	226
gene-b3251	783
gene-b3252	164
gene-b3253	2092
gene-b3255	126
gene-b3256	942
gene-b3257	1
gene-b3258	464
gene-b3259	978
gene-b3260	59
gene-b3261	49
gene-b3262	1
gene-b3263	2
gene-b3264	5
gene-b3265	2
gene-b3266	24
gene-b3267	145
gene-b3269	58
gene-b3270	43
gene-b3271	107
gene-b3272	1172
gene-b3273	0
gene-b3274	40
gene-b3275	41531
gene-b3276	0
gene-b3277	0
gene-b3278	63112
gene-b3279	402
gene-b3280	513
gene-b3281	1306
gene-b3282	354
gene-b3283	1592
gene-b3284	5500
gene-b4473	3044
gene-b3287	8716
gene-b3288	9697
gene-b3289	352
gene-b3290	647
gene-b3291	4722
gene-b4550	1490
gene-b3292	625
gene-b3293	633
gene-b3294	4745
gene-b3295	14848
gene-b3296	7756
gene-b3297	5628
gene-b3298	3845
gene-b3299	1304
gene-b3300	44321
gene-b3301	8097
gene-b3302	3934
gene-b3303	3415
gene-b3304	4232
gene-b3305	3777
gene-b3306	1887
gene-b3307	2160
gene-b3308	4795
gene-b3309	7512
gene-b3310	5093
gene-b3311	2076
gene-b3312	1189
gene-b3313	1653
gene-b3314	2110
gene-b3315	678
gene-b3316	294
gene-b3317	484
gene-b3318	210
gene-b3319	229
gene-b3320	518
gene-b3321	250
gene-b3322	22
gene-b3323	4
gene-b3324	0
gene-b3325	11
gene-b3326	2
gene-b3327	1
gene-b3328	0
gene-b3329	4
gene-b3330	34
gene-b3331	0
gene-b3332	37
gene-b3333	74
gene-b3334	1
gene-b3335	99
gene-b3336	776
gene-b3337	166
gene-b3338	464
gene-b3339	13734
gene-b3340	28979
gene-b3341	2663
gene-b3342	1164
gene-b3343	103
gene-b3344	41
gene-b3345	65
gene-b3346	372
gene-b3347	11119
gene-b3348	54
gene-b3349	3544
gene-b4551	106
gene-b3350	709
gene-b3351	101
gene-b3352	167
gene-b3353	107
gene-b3354	106
gene-b3355	103
gene-b3356	329
gene-b3357	2760
gene-b3358	119
gene-b3359	75
gene-b3360	180
gene-b3361	1369
gene-b3362	363
gene-b3363	465
gene-b3364	118
gene-b3365	143
gene-b3366	34
gene-b3367	280
gene-b3368	1052
gene-b3369	0
gene-b3370	10
gene-b3371	125
gene-b4474	37
gene-b3374	92
gene-b3375	72
gene-b3376	162
gene-b3377	41
gene-b3378	0
gene-b3379	0
gene-b3380	0
gene-b3381	54
gene-b3382	55
gene-b3383	214
gene-b3384	969
gene-b3385	12
gene-b3386	126
gene-b3387	88
gene-b3388	1361
gene-b3389	436
gene-b3390	194
gene-b3391	5
gene-b3392	0
gene-b3393	0
gene-b3394	0
gene-b3395	0
gene-b3396	239
gene-b3397	355
gene-b3398	181
gene-b3399	281
gene-b3400	618
gene-b3401	1699
gene-b3402	134
gene-b3403	12087
gene-b3404	886
gene-b3405	715
gene-b3406	26
gene-b3407	69
gene-b3408	66
gene-b3409	1543
gene-b3410	269
gene-b3411	32
gene-b3412	62
gene-b3413	212
gene-b3414	2421
gene-b3415	418
gene-b3416	379
gene-b3417	209
gene-b3418	1481
gene-b4475	1358
gene-b3421	1160
gene-b3422	197
gene-b3424	10
gene-b3425	146
gene-b3426	167834
gene-b3427	2262
gene-b3428	3870
gene-b3429	1712
gene-b3430	1908
gene-b3431	1267
gene-b3432	667
gene-b3433	3244
gene-b3434	19
gene-b4476	204
gene-b3437	152
gene-b3438	313
gene-b3439	259
gene-b3440	611
gene-b4451	8
gene-b3441	1
gene-b3442	1
gene-b3444	0
gene-b3445	3
gene-b4612	0
gene-b3446	27
gene-b3447	46
gene-b3448	8974
gene-b3449	2401
gene-b3450	98
gene-b3451	30
gene-b3452	18
gene-b3453	962
gene-b3454	17
gene-b3455	55
gene-b3456	48
gene-b3457	127
gene-b3458	164
gene-b3459	44
gene-b3460	90
gene-b3461	7230
gene-b3462	2952
gene-b3463	1376
gene-b3464	977
gene-b3465	173
gene-b3466	31
gene-b3467	4
gene-b3468	320
gene-b3469	327
gene-b3470	3
gene-b3471	5
gene-b3472	1093
gene-b3473	114
gene-b3474	580
gene-b3475	116
gene-b3476	2
gene-b3477	4
gene-b3478	0
gene-b3479	1
gene-b3480	49
gene-b3481	99
gene-b3482	99
gene-b3483	3
gene-b3484	6
gene-b3485	222
gene-b3486	212
gene-b3487	829
gene-b3488	3
gene-b3491	192
gene-b3492	51
gene-b3493	3116
gene-b3494	6914
gene-b3495	5536
gene-b3496	4181
gene-b3497	792
gene-b3498	2099
gene-b3499	329
gene-b3500	711
gene-b4613	286
gene-b4712	0
gene-b4713	14
gene-b3501	75
gene-b3502	382
gene-b3503	107
gene-b3505	3
gene-b3506	1511
gene-b3507	32
gene-b3508	22
gene-b3509	3567
gene-b3510	2950
gene-b3511	1386
gene-b4704	168
gene-b3512	766
gene-b4718	431
gene-b3513	2
gene-b3514	76
gene-b3515	291
gene-b4452	168
gene-b3516	582
gene-b3517	1357
gene-b3518	367
gene-b3519	1585
gene-b3520	17
gene-b3521	150
gene-b3522	2111
gene-b3523	178
gene-b3524	3288
gene-b3525	31
gene-b3526	140
gene-b3527	226
gene-b3528	21991
gene-b3529	301
gene-b3530	638
gene-b3531	1
gene-b3532	4
gene-b3533	61
gene-b3535	103
gene-b3536	195
gene-b3537	10
gene-b3538	133
gene-b4453	58
gene-b4454	25
gene-b3539	22
gene-b3540	0
gene-b3541	20
gene-b3542	4
gene-b3543	0
gene-b3544	219
gene-b3545	0
gene-b3546	183
gene-b3547	124
gene-b3548	774
gene-b3549	71
gene-b3550	122
gene-b3551	338
gene-b3552	59
gene-b3553	66
gene-b3554	1570
gene-b3555	1314
gene-b3556	131
gene-b4455	30
gene-b3557	3
gene-b3558	1
gene-b3559	3181
gene-b3560	877
gene-b4553	32
gene-b3561	136
gene-b3562	0
gene-b3563	0
gene-b3564	4424
gene-b3565	1720
gene-b3566	40
gene-b3567	1
gene-b3568	279
gene-b3569	11
gene-b3570	960
gene-b3571	155
gene-b3572	264
gene-b3573	2
gene-b3574	64
gene-b3575	0
gene-b3576	0
gene-b3577	0
gene-b3578	2
gene-b3579	0
gene-b3580	1
gene-b3581	2
gene-b3582	22
gene-b3583	156
gene-b3584	221
gene-b3585	149
gene-b3586	67
gene-b3587	0
gene-b3588	1319
gene-b3589	0
gene-b3590	270
gene-b3591	167
gene-b3592	563
gene-b3593	216
gene-b3594	246
gene-b3596	2
gene-b4615	0
gene-b3597	174
gene-b3598	138
gene-b3599	2406
gene-b3600	1019
gene-b3601	8363
gene-b4554	10344
gene-b3602	133
gene-b3603	1044
gene-b3604	87
gene-b3605	573
gene-b3606	68
gene-b3607	612
gene-b3608	34617
gene-b3609	58906
gene-b3610	567
gene-b3611	156
gene-b3612	694
gene-b3613	101
gene-b3614	61
gene-b3615	8
gene-b3616	2611
gene-b3617	1311
gene-b3618	75
gene-b3619	4027
gene-b3620	707
gene-b3621	57
gene-b3622	7
gene-b3623	80
gene-b3624	46
gene-b3625	29
gene-b3626	87
gene-b3627	59
gene-b3628	108
gene-b3629	53
gene-b3630	69
gene-b3631	316
gene-b3632	132
gene-b3633	93
gene-b3634	110
gene-b3635	40
gene-b3636	433
gene-b3637	606
gene-b3638	198
gene-b3639	46
gene-b3640	43
gene-b3641	48
gene-b3642	68
gene-b3643	84
gene-b3644	103
gene-b3645	129
gene-b3646	36
gene-b3647	129
gene-b3648	1743
gene-b3649	2085
gene-b3650	873
gene-b3651	46
gene-b3652	141
gene-b3653	779
gene-b3654	38
gene-b3655	1614
gene-b3656	32
gene-b3657	8
gene-b3658	0
gene-b3659	44
gene-b3660	196
gene-b3661	320
gene-b4555	0
gene-b3662	5
gene-b3663	279
gene-b3664	20
gene-b3665	158
gene-b3666	43
gene-b3667	64
gene-b3668	30
gene-b3669	80
gene-b3670	201
gene-b3671	371
gene-b3672	49
gene-b4616	1
gene-b4618	3790
gene-b3673	245
gene-b3674	128
gene-b3675	109
gene-b3676	94
gene-b3677	5
gene-b3678	74
gene-b3679	35
gene-b3680	11
gene-b3681	66
gene-b3682	0
gene-b3683	0
gene-b3684	82
gene-b3685	650
gene-b3686	498
gene-b3687	3230
gene-b3688	246
gene-b3689	133
gene-b3690	0
gene-b3691	23
gene-b4478	91
gene-b4477	69
gene-b3693	452
gene-b4479	608
gene-b3696	142
gene-b3697	509
gene-b3698	40
gene-b3699	5525
gene-b3700	219
gene-b3701	375
gene-b3702	718
gene-b4757	51
gene-b3703	1318
gene-b3704	934
gene-b4557	14
gene-b3705	387
gene-b3706	744
gene-b3707	149
gene-b3708	2006
gene-b3709	334
gene-b3710	35
gene-b3711	118
gene-b3712	137
gene-b3713	343
gene-b3714	168
gene-b3715	16
gene-b3716	0
gene-b3717	34
gene-b3718	0
gene-b3719	1
gene-b3720	1
gene-b3721	3
gene-b3722	0
gene-b3723	8
gene-b3724	367
gene-b3725	1070
gene-b3726	793
gene-b3727	1193
gene-b3728	2686
gene-b3729	5139
gene-b3730	1433
gene-b3731	1703
gene-b3732	3100
gene-b3733	1151
gene-b3734	1341
gene-b3735	394
gene-b3736	550
gene-b3737	539
gene-b3738	398
gene-b3739	85
gene-b3740	90
gene-b3741	34
gene-b3742	84
gene-b3743	0
gene-b3744	132
gene-b3745	66
gene-b3746	141
gene-b3747	540
gene-b3748	4786
gene-b3749	2274
gene-b3750	1130
gene-b3751	1496
gene-b3752	209
gene-b3753	72
gene-b3754	61
gene-b3755	192
gene-b3756	346959
gene-b3757	142
gene-b3758	261397
gene-b3759	251
gene-b3760	175
gene-b3761	250
gene-b4480	61
gene-b3764	125
gene-b3765	35
gene-b3766	38
gene-b4669	12
gene-b3769	5
gene-b3770	141
gene-b3771	281
gene-b3772	201
gene-b3773	608
gene-b3774	119
gene-b3775	11
gene-b3778	101
gene-b3779	132
gene-b3780	1914
gene-b3781	5816
gene-b3782	629
gene-b3783	4247
gene-b3784	253
gene-b3785	175
gene-b3786	39
gene-b3787	71
gene-b3788	42
gene-b3789	73
gene-b3790	129
gene-b3791	457
gene-b3792	349
gene-b4481	483
gene-b3793	138
gene-b3794	49
gene-b3795	1382
gene-b3796	1005
gene-b3797	2020
gene-b3798	401
gene-b3799	87
gene-b3800	18
gene-b3801	395
gene-b4456	270
gene-b3802	263
gene-b3803	188
gene-b3804	283
gene-b3805	1281
gene-b3806	5046
gene-b3807	41
gene-b3808	126
gene-b4558	253
gene-b3809	205
gene-b3810	133
gene-b3811	120
gene-b3812	25
gene-b3813	365
gene-b4482	6
gene-b3816	1231
gene-b3817	5
gene-b3818	0
gene-b3819	4
gene-b3820	250
gene-b3821	36
gene-b3822	64
gene-b3823	98
gene-b3824	69
gene-b3825	104
gene-b3826	78
gene-b3827	75
gene-b3828	38
gene-b3829	113
gene-b3830	520
gene-b3831	819
gene-b3832	75
gene-b3833	422
gene-b3834	89
gene-b4707	28
gene-b3835	146
gene-b3836	228
gene-b3838	242
gene-b3839	29
gene-b4483	95
gene-b3842	21
gene-b3843	1923
gene-b3844	706
gene-b3845	2514
gene-b3846	2449
gene-b3847	206
gene-b3848	93
gene-b3849	689
gene-b3850	105
gene-b3851	81836
gene-b3852	0
gene-b3853	0
gene-b3854	213741
gene-b3855	553
gene-b3856	53
gene-b3857	71
gene-b3858	200
gene-b3859	112
gene-b3860	724
gene-b3861	1
gene-b3862	0
gene-b3863	1489
gene-b3864	105
gene-b3865	690
gene-b4457	6460
gene-b3866	219
gene-b3867	388
gene-b4686	224
gene-b3868	234
gene-b3869	120
gene-b3870	94
gene-b3871	2321
gene-b3872	38
gene-b3873	18
gene-b3874	3
gene-b3875	7
gene-b3876	397
gene-b3877	38
gene-b3878	4
gene-b3879	10
gene-b3880	86
gene-b3881	26
gene-b3882	34
gene-b3883	473
gene-b3884	220
gene-b3885	186
gene-b3886	626
gene-b3887	602
gene-b3888	717
gene-b3889	30
gene-b3890	52
gene-b3891	246
gene-b3892	380
gene-b3893	1407
gene-b3894	6846
gene-b3895	541
gene-b3896	5
gene-b3897	4
gene-b3898	40
gene-b3899	52
gene-b3900	1
gene-b3901	0
gene-b3902	44
gene-b3903	0
gene-b3904	1
gene-b3905	42
gene-b3906	23
gene-b3907	27
gene-b3908	1341
gene-b3909	73
gene-b3910	518
gene-b3911	533
gene-b3912	244
gene-b4484	2664
gene-b4716	832
gene-b3915	232
gene-b3916	3240
gene-b3917	90
gene-b3918	0
gene-b3919	934
gene-b3920	22
gene-b3921	220
gene-b3922	595
gene-b3923	2029
gene-b3924	355
gene-b3925	2031
gene-b3926	16801
gene-b3927	14253
gene-b3928	907
gene-b3929	4403
gene-b3930	50
gene-b3931	3285
gene-b3932	1207
gene-b3933	109
gene-b3934	146
gene-b3935	20
gene-b3936	2340
gene-b3937	33
gene-b3938	250
gene-b3939	8
gene-b3940	574
gene-b3941	79
gene-b3942	2504
gene-b3943	10
gene-b3944	2
gene-b3945	248
gene-b3946	34
gene-b3947	134
gene-b3949	36
gene-b3950	0
gene-b3951	47
gene-b3952	22
gene-b3953	6
gene-b3954	25
gene-b3955	189
gene-b3956	1086
gene-b3957	291
gene-b3958	34
gene-b3959	66
gene-b3960	796
gene-b4458	1
gene-b3961	127
gene-b3962	1450
gene-b3963	1030
gene-b3964	1421
gene-b3965	2562
gene-b3966	358
gene-b3967	207
gene-b3968	276
gene-b3969	79
gene-b3970	223
gene-b3971	21
gene-b3972	21
gene-b3973	382
gene-b3974	59
gene-b3976	0
gene-b3977	3
gene-b3978	24
gene-b3979	43
gene-b3980	604
gene-b3981	2562
gene-b3982	2227
gene-b3983	508
gene-b3984	2868
gene-b3985	4269
gene-b3986	12831
gene-b3987	10291
gene-b3988	16330
gene-b3989	21
gene-b4691	0
gene-b3990	1035
gene-b3991	351
gene-b4407	371
gene-b3992	1212
gene-b3993	440
gene-b3994	2034
gene-b3995	1550
gene-b3996	249
gene-b3997	109
gene-b3998	69
gene-b3999	128
gene-b4000	484
gene-b4001	185
gene-b4002	340
gene-b4003	47
gene-b4004	339
gene-b4005	50
gene-b4006	13
gene-b4007	416
gene-b4008	57
gene-b4009	110
gene-b4010	0
gene-b4011	110
gene-b4012	280
gene-b4013	64
gene-b4014	7317
gene-b4015	5710
gene-b4016	10286
gene-b4017	1
gene-b4018	37
gene-b4019	632
gene-b4020	263
gene-b4021	246
gene-b4022	172
gene-b4023	282
gene-b4024	411
gene-b4025	2302
gene-b4026	42
gene-b4027	0
gene-b4028	0
gene-b4029	84
gene-b4620	66
gene-b4030	18
gene-b4031	145
gene-b4032	84
gene-b4033	1
gene-b4034	55
gene-b4035	6
gene-b4036	21
gene-b4037	308
gene-b4039	502
gene-b4040	1583
gene-b4041	4479
gene-b4042	203
gene-b4043	7487
gene-b4044	1336
gene-b4045	792
gene-b4046	212
gene-b4047	1
gene-b4048	1
gene-b4049	103
gene-b4050	163
gene-b4051	1175
gene-b4052	197
gene-b4053	35
gene-b4054	16
gene-b4621	1
gene-b4055	4
gene-b4056	828
gene-b4057	1318
gene-b4058	2326
gene-b4059	2895
gene-b4060	101
gene-b4061	1194
gene-b4062	1525
gene-b4063	651
gene-b4459	488
gene-b4064	104
gene-b4065	439
gene-b4066	1
gene-b4067	1058
gene-b4068	213
gene-b4069	2917
gene-b4070	76
gene-b4071	2
gene-b4072	0
gene-b4073	4
gene-b4074	4
gene-b4075	0
gene-b4076	1
gene-b4077	137
gene-b4078	436
gene-b4079	1351
gene-b4080	0
gene-b4081	5
gene-b4082	0
gene-b4622	0
gene-b4083	1
gene-b4084	248
gene-b4085	2
gene-b4086	5
gene-b4087	29
gene-b4088	1
gene-b4089	106
gene-b4090	98
gene-b4487	164
gene-b4092	42
gene-b4093	16
gene-b4094	0
gene-b4095	24
gene-b4096	196
gene-b4097	50
gene-b4098	0
gene-b4099	1
gene-b4100	0
gene-b4101	42
gene-b4102	23
gene-b4105	1
gene-b4106	2
gene-b4107	694
gene-b4108	455
gene-b4109	6
gene-b4110	52
gene-b4111	228
gene-b4703	36
gene-b4112	148
gene-b4113	372
gene-b4114	221
gene-b4115	12
gene-b4116	96
gene-b4117	160
gene-b4118	536
gene-b4119	1829
gene-b4120	385
gene-b4121	109
gene-b4122	45
gene-b4123	38
gene-b4124	97
gene-b4125	140
gene-b4126	160
gene-b4127	447
gene-b4128	12
gene-b4559	5
gene-b4129	318
gene-b4130	10
gene-b4131	142
gene-b4132	18
gene-b4133	209
gene-b4134	40
gene-b4135	1203
gene-b4136	24
gene-b4137	30
gene-b4138	2602
gene-b4139	16808
gene-b4140	9679
gene-b4141	1049
gene-b4142	1262
gene-b4143	9322
gene-b4144	149
gene-b4145	92
gene-b4146	87
gene-b4147	404
gene-b4410	1
gene-b4411	347
gene-b4148	931
gene-b4149	985
gene-b4150	14
gene-b4151	1924
gene-b4152	2191
gene-b4153	2834
gene-b4154	5807
gene-b4155	248
gene-b4156	117
gene-b4157	0
gene-b4158	1
gene-b4159	297
gene-b4160	107
gene-b4161	508
gene-b4162	127
gene-b4163	17
gene-b4164	55
gene-b4165	57
gene-b4670	1
gene-b4166	635
gene-b4167	1434
gene-b4168	137
gene-b4169	183
gene-b4170	248
gene-b4171	4644
gene-b4172	858
gene-b4173	1467
gene-b4174	2183
gene-b4175	926
gene-b4176	0
gene-b4177	9159
gene-b4178	310
gene-b4179	4331
gene-b4180	666
gene-b4181	1
gene-b4182	46
gene-b4183	1
gene-b4184	0
gene-b4185	0
gene-b4186	40
gene-b4187	2020
gene-b4188	17737
gene-b4189	3371
gene-b4190	164
gene-b4191	10
gene-b4192	725
gene-b4193	93
gene-b4194	59
gene-b4195	38
gene-b4196	147
gene-b4197	185
gene-b4198	171
gene-b4199	1043
gene-b4200	345
gene-b4201	198
gene-b4202	72
gene-b4203	765
gene-b4204	32
gene-b4206	645
gene-b4207	145
gene-b4208	4543
gene-b4209	86
gene-b4210	44
gene-b4211	66
gene-b4212	611
gene-b4213	100
gene-b4214	17607
gene-b4215	8
gene-b4216	308
gene-b4217	2911
gene-b4218	240
gene-b4219	471
gene-b4220	61
gene-b4221	327
gene-b4222	138
gene-b4223	122
gene-b4224	2426
gene-b4225	1744
gene-b4226	469
gene-b4227	6718
gene-b4485	3772
gene-b4230	2530
gene-b4231	1665
gene-b4232	1974
gene-b4233	384
gene-b4234	5763
gene-b4235	1316
gene-b4237	110
gene-b4238	1401
gene-b4239	91
gene-b4240	97
gene-b4241	179
gene-b4702	290
gene-b4242	431
gene-b4243	219
gene-b4244	1
gene-b4245	0
gene-b4246	23
gene-b4248	73
gene-b4249	62
gene-b4251	54
gene-b4252	200
gene-b4253	62
gene-b4254	84
gene-b4255	2492
gene-b4256	172
gene-b4257	11
gene-b4258	1616
gene-b4259	144
gene-b4260	1270
gene-b4261	2007
gene-b4262	2773
gene-b4263	1093
gene-b4264	2
gene-b4265	43
gene-b4266	3
gene-b4267	62
gene-b4268	183
gene-b4269	683
gene-b4270	0
gene-b4272	0
gene-b4273	185
gene-b4277	3
gene-b4278	352
gene-b4279	273
gene-b4280	426
gene-b4655	3
gene-b4284	0
gene-b4287	1
gene-b4288	16
gene-b4289	4
gene-b4290	147
gene-b4291	137
gene-b4292	408
gene-b4293	421
gene-b4294	64
gene-b4295	1197
gene-b4296	3
gene-b4297	404
gene-b4298	236
gene-b4299	56
gene-b4300	220
gene-b4301	217
gene-b4302	78
gene-b4624	63
gene-b4303	1721
gene-b4304	2352
gene-b4565	690
gene-b4305	2025
gene-b4306	45
gene-b4307	0
gene-b4566	73
gene-b4309	103
gene-b4310	689
gene-b4311	142
gene-b4312	4
gene-b4313	37
gene-b4314	195
gene-b4315	71
gene-b4316	72
gene-b4317	35
gene-b4318	10
gene-b4319	0
gene-b4320	201
gene-b4321	444
gene-b4322	1073
gene-b4323	1109
gene-b4324	2262
gene-b4325	0
gene-b4720	0
gene-b4721	9
gene-b4722	0
gene-b4326	0
gene-b4327	50
gene-b4328	110
gene-b4329	2
gene-b4330	96
gene-b4331	0
gene-b4332	26
gene-b4333	0
gene-b4715	10
gene-b4334	54
gene-b4335	515
gene-b4336	480
gene-b4337	211
gene-b4340	138
gene-b4341	1
gene-b4342	101
gene-b4345	1
gene-b4346	789
gene-b4347	156
gene-b4625	0
gene-b4348	10
gene-b4349	3
gene-b4350	338
gene-b4351	180
gene-b4352	91
gene-b4353	1
gene-b4354	247
gene-b4355	204
gene-b4356	196
gene-b4357	200
gene-b4358	25
gene-b4359	730
gene-b4360	32
gene-b4361	180
gene-b4362	227
gene-b4363	22
gene-b4364	132
gene-b4365	1
gene-b4366	160
gene-b4367	2421
gene-b4567	3135
gene-b4368	1698
gene-b4369	555
gene-b4370	163
gene-b4371	145
gene-b4372	2
gene-b4373	177
gene-b4374	520
gene-b4375	72
gene-b4376	15905
gene-b4568	750
gene-b4377	124
gene-b4378	224
gene-b4379	33
gene-b4380	400
gene-b4381	4287
gene-b4382	2660
gene-b4383	8143
gene-b4384	2790
gene-b4385	272
gene-b4386	0
gene-b4387	34
gene-b4388	124
gene-b4389	128
gene-b4390	1002
gene-b4391	684
gene-b4392	479
gene-b4393	82
gene-b4394	89
gene-b4395	2220
gene-b4396	6259
gene-b4397	122
gene-b4398	95
gene-b4399	54
gene-b4400	102
gene-b4401	57755
gene-b4402	1744
gene-b4403	45
