Geneid	1714__30min_LEVO_N=2_library-read-1.fastq.gz
gene-b1491	139
gene-b1492	12808
gene-b1493	4418
gene-b1494	254
gene-b1495	66
gene-b1496	8
gene-b4747	1
gene-b1497	29
gene-b1498	110
gene-b1499	8
gene-b1500	1
gene-b1501	558
gene-b1502	3
gene-b1503	1
gene-b1504	13
gene-b1505	6
gene-b1507	266
gene-b1508	146
gene-b1511	671
gene-b1512	530
gene-b1513	259
gene-b1514	270
gene-b1515	305
gene-b1516	269
gene-b1517	385
gene-b1518	143
gene-b1519	1752
gene-b1520	221
gene-b1521	1431
gene-b1522	197
gene-b1523	65
gene-b1524	82
gene-b1525	356
gene-b1526	604
gene-b1527	27
gene-b1528	155
gene-b1529	1643
gene-b1530	55
gene-b1531	48
gene-b1532	66
gene-b1533	789
gene-b1534	142
gene-b4599	5765
gene-b4698	1
gene-b1535	396
gene-b1536	603
gene-b1537	443
gene-b1538	1183
gene-b1539	1144
gene-b1540	267
gene-b1541	16
gene-b1542	164
gene-b1543	378
gene-b4748	13
gene-b1544	18
gene-b1545	80
gene-b1546	8
gene-b1547	42
gene-b1548	30
gene-b4533	0
gene-b1549	1
gene-b1550	13
gene-b1551	2
gene-b4749	0
gene-b4724	1
gene-b1552	0
gene-b1553	11
gene-b4689	6
gene-b1554	7
gene-b1555	13
gene-b1556	11
gene-b1557	32
gene-b1558	59
gene-b4750	93
gene-b1559	41
gene-b1560	33
gene-b1561	382
gene-b1562	18338
gene-b1563	43520
gene-b1564	31724
gene-b1565	3770
gene-b1566	171
gene-b1567	12
gene-b1568	56
gene-b1569	14
gene-b1570	170
gene-b1571	81
gene-b1572	55
gene-b1573	75
gene-b1574	105
gene-b1575	0
gene-b1576	1
gene-b4534	13
gene-b1580	5521
gene-b1581	1318
gene-b1582	155
gene-b1583	309
gene-b1584	1115
gene-b1585	264
gene-b1586	5166
gene-b1587	82
gene-b1588	135
gene-b1589	61
gene-b1590	438
gene-b1591	434
gene-b1592	277
gene-b1593	1077
gene-b1594	647
gene-b1595	55
gene-b1596	222
gene-b1597	225
gene-b4601	228
gene-b1598	3931
gene-b1599	30
gene-b1600	15
gene-b1601	225
gene-b1602	8509
gene-b1603	1988
gene-b1604	648
gene-b1605	92
gene-b1606	142
gene-b1607	116
gene-b1608	128
gene-b1609	181
gene-b1610	786
gene-b1611	8625
gene-b1612	13487
gene-b1613	508
gene-b1614	7492
gene-b1615	136
gene-b1616	106
gene-b1617	207
gene-b1618	1392
gene-b1619	8408
gene-b1620	315
gene-b1621	279
gene-b1622	323
gene-b1623	475
gene-b1624	3557
gene-b4409	19
gene-b1625	142
gene-b1626	141
gene-b1627	91
gene-b1628	147
gene-b1629	195
gene-b1630	18
gene-b1631	45
gene-b1632	62
gene-b1633	52
gene-b1634	736
gene-b1635	2516
gene-b1636	295
gene-b1637	1764
gene-b1638	168
gene-b1639	168
gene-b1640	967
gene-b1641	10671
gene-b1642	3167
gene-b1643	204
gene-b1644	55
gene-b1645	6056
gene-b1646	4719
gene-b1647	1296
gene-b1648	175
gene-b1649	95
gene-b1650	236
gene-b1651	136
gene-b1652	31
gene-b1653	759
gene-b1654	5485
gene-b1655	202
gene-b1656	3677
gene-b1657	156
gene-b4602	877
gene-b1658	90
gene-b1659	450
gene-b1660	68
gene-b1661	15698
gene-b1662	564
gene-b1663	2928
gene-b1664	4446
gene-b1665	0
gene-b1666	0
gene-b1667	2433
gene-b1668	1884
gene-b1669	232
gene-b1670	20
gene-b1671	52
gene-b1672	60
gene-b1673	50
gene-b1674	11
gene-b1675	125
gene-b1676	17544
gene-b1677	44704
gene-b1678	34122
gene-b1679	569
gene-b1680	3204
gene-b1681	5915
gene-b1682	4266
gene-b1683	10222
gene-b1684	2638
gene-b4430	54
gene-b1685	615
gene-b1686	850
gene-b1687	386
gene-b1688	3007
gene-b4431	42
gene-b1689	10
gene-b1690	20
gene-b1691	26
gene-b1692	49
gene-b1693	93
gene-b1694	4
gene-b1695	23
gene-b1696	41
gene-b1697	49
gene-b1698	70
gene-b1699	32
gene-b1700	34
gene-b1701	233
gene-b1702	9093
gene-b1703	333
gene-b1704	100
gene-b1705	128
gene-b1706	870
gene-b1707	197
gene-b1708	1502
gene-b1709	199
gene-b1710	740
gene-b1711	653
gene-b1712	122107
gene-b1713	27950
gene-b1714	598
gene-b1715	13
gene-b1716	22508
gene-b1717	15686
gene-b1718	116046
gene-b1719	40143
gene-b4535	2
gene-b1722	47
gene-b1723	1876
gene-b1724	404
gene-b1725	7829
gene-b1726	6320
gene-b1727	532
gene-b1728	245
gene-b1729	2231
gene-b1730	119
gene-b1731	48
gene-b1732	1937
gene-b1733	502
gene-b1734	162
gene-b1735	268
gene-b1736	186
gene-b1737	277
gene-b1738	110
gene-b1739	3762
gene-b1740	1013
gene-b1741	329
gene-b1742	47
gene-b1743	1943
gene-b1744	1279
gene-b1745	2093
gene-b1746	3187
gene-b1747	2848
gene-b1748	5158
gene-b1749	543
gene-b1750	114
gene-b1751	15
gene-b1752	132
gene-b1753	78
gene-b1754	123
gene-b1755	86
gene-b1756	99
gene-b1757	185
gene-b1758	326
gene-b1759	33
gene-b1760	99
gene-b1761	324
gene-b1762	20
gene-b1763	770
gene-b1764	2421
gene-b1765	472
gene-b1766	313
gene-b1767	440
gene-b1768	421
gene-b1769	87
gene-b1770	258
gene-b1771	144
gene-b1772	9
gene-b1773	106
gene-b1774	36
gene-b1775	68
gene-b1776	30
gene-b1777	1468
gene-b1778	2009
gene-b1779	60776
gene-b1780	272
gene-b1781	506
gene-b1782	612
gene-b1783	140651
gene-b1784	30425
gene-b1785	234
gene-b1786	305
gene-b1787	56
gene-b1788	0
gene-b1789	10
gene-b1790	99
gene-b1791	95
gene-b1792	204
gene-b1793	61
gene-b1794	248
gene-b4676	12
gene-b4675	0
gene-b1795	7337
gene-b1796	28
gene-b1797	31
gene-b1798	247
gene-b1799	519
gene-b1800	683
gene-b1801	58
gene-b1802	18
gene-b1803	79
gene-b1804	154
gene-b1805	11562
gene-b1806	14357
gene-b1807	270
gene-b1808	148
gene-b1809	89
gene-b1810	2356
gene-b1811	248
gene-b1812	667
gene-b1813	376
gene-b1814	28428
gene-b1815	627
gene-b1816	444
gene-b4751	26
gene-b1817	7962
gene-b1818	14987
gene-b1819	22190
gene-b1820	274
gene-b1821	31
gene-b1822	178
gene-b1823	42786
gene-b1824	23677
gene-b1825	684
gene-b1826	30
gene-b4536	56
gene-b1827	5679
gene-b1828	43
gene-b1829	7693
gene-b1830	1181
gene-b1831	1520
gene-b1832	335
gene-b1833	260
gene-b1834	267
gene-b1835	191
gene-b1836	2529
gene-b1837	1137
gene-b1838	1263
gene-b4432	2393
gene-b4433	1201
gene-b1839	165
gene-b1840	148
gene-b1841	147
gene-b1842	28
gene-b1843	636
gene-b1844	535
gene-b1845	1537
gene-b1846	702
gene-b1847	2537
gene-b1848	2290
gene-b1849	17
gene-b1850	829
gene-b1851	300
gene-b1852	2296
gene-b1853	1634
gene-b1854	8807
gene-b1855	564
gene-b1856	5371
gene-b1857	8907
gene-b1858	5621
gene-b1859	1289
gene-b1860	976
gene-b1861	1278
gene-b4677	153
gene-b1862	76
gene-b1863	263
gene-b1864	997
gene-b1865	1325
gene-b1866	3986
gene-b1867	76
gene-b1868	165
gene-b1869	246
gene-b1870	429
gene-b1871	759
gene-b1872	1589
gene-b1873	385
gene-b4717	1121
gene-b1874	5677
gene-b1875	423
gene-b1876	890
gene-b1877	11
gene-b1878	20
gene-b1879	355
gene-b1880	44
gene-b1881	244
gene-b1882	65
gene-b1883	8
gene-b1884	102
gene-b1885	104
gene-b1886	186
gene-b1887	244
gene-b1888	342
gene-b1889	190
gene-b1890	113
gene-b1891	543
gene-b1892	112
gene-b1893	13
gene-b1894	0
gene-b1895	1543
gene-b1896	25501
gene-b1897	5544
gene-b4460	1253
gene-b1900	1324
gene-b1901	1799
gene-b1902	807
gene-b4537	22
gene-b4663	144
gene-b1904	105
gene-b1905	205
gene-b1906	365
gene-b1907	857
gene-b1908	3701
gene-b1909	67
gene-b1910	66
gene-b1911	37
gene-b1912	762
gene-b1913	244
gene-b1914	367
gene-b4752	2
gene-b1915	32
gene-b1916	415
gene-b4719	112
gene-b1917	1199
gene-b1918	763
gene-b1919	1545
gene-b1920	4699
gene-b1921	95
gene-b1922	478
gene-b1923	4961
gene-b1924	56
gene-b1925	48
gene-b1926	4
gene-b1927	2849
gene-b1928	4612
gene-b1929	593
gene-b1930	130
gene-b1931	362
gene-b1932	76
gene-b1937	33
gene-b1938	179
gene-b1939	156
gene-b1940	54
gene-b1941	54
gene-b1942	15
gene-b1943	123
gene-b1944	63
gene-b1945	256
gene-b1946	127
gene-b1947	63
gene-b1948	61
gene-b1949	7
gene-b1950	35
gene-b1951	116
gene-b1952	128
gene-b1953	25611
gene-b1954	5908
gene-b1955	11061
gene-b1956	1728
gene-b1957	4104
gene-b1958	5187
gene-b1959	38
gene-b1960	37
gene-b1961	124
gene-b1962	550
gene-b1963	408
gene-b4603	11
gene-b1967	68209
gene-b1968	248
gene-b1969	182
gene-b1970	27
gene-b1971	1758
gene-b1972	779
gene-b1973	5175
gene-b1974	84
gene-b1975	156
gene-b1976	3619
gene-b1977	336
gene-b1978	773
gene-b1981	1339
gene-b1982	1420
gene-b1983	546
gene-b1984	72
gene-b1985	568
gene-b1986	8
gene-b1987	35
gene-b1988	110
gene-b1989	42
gene-b1990	11503
gene-b1991	442
gene-b1992	389
gene-b1993	488
gene-b1994	102
gene-b1996	12
gene-b1997	6
gene-b4435	147
gene-b2000	785
gene-b2001	233
gene-b2002	121
gene-b2003	19
gene-b2004	137
gene-b2005	3
gene-b2006	39
gene-b4538	176
gene-b2007	1594
gene-b2008	913
gene-b2009	4999
gene-b2010	455
gene-b2011	509
gene-b2012	1238
gene-b2013	2872
gene-b2014	129
gene-b4678	1
gene-b2015	8805
gene-b2016	8082
gene-b4539	3910
gene-b2017	4318
gene-b2018	6
gene-b2019	1280
gene-b2020	1500
gene-b2021	754
gene-b2022	901
gene-b2023	518
gene-b2024	352
gene-b2025	282
gene-b2026	807
gene-b2027	4594
gene-b2028	735
gene-b2029	17245
gene-b2030	232
gene-b2032	718
gene-b2033	1284
gene-b2034	1884
gene-b2035	1043
gene-b2036	2183
gene-b2037	600
gene-b2038	434
gene-b2039	1108
gene-b2040	2137
gene-b2041	1969
gene-b2042	4890
gene-b2043	37
gene-b2044	6
gene-b2045	37
gene-b2046	4
gene-b2047	40
gene-b2048	72
gene-b2049	26
gene-b2050	29
gene-b2051	20
gene-b2052	3
gene-b2053	20
gene-b2054	4
gene-b2055	30
gene-b2056	5
gene-b2057	3
gene-b2058	13
gene-b2059	33
gene-b2060	21
gene-b2061	11
gene-b2062	12
gene-b2063	1902
gene-b2064	883
gene-b2065	848
gene-b2066	43
gene-b2067	424
gene-b2068	328
gene-b2069	255
gene-b2070	244
gene-b2071	42
gene-b2072	8
gene-b2073	59
gene-b4436	62
gene-b4667	31
gene-b4437	148
gene-b4668	73
gene-b2074	54
gene-b2075	157
gene-b2076	106
gene-b2077	180
gene-b2078	104
gene-b2079	758
gene-b2080	5731
gene-b2081	673
gene-b4438	430
gene-b2082	22
gene-b2085	5
gene-b2086	61996
gene-b2088	2
gene-b2089	22
gene-b2091	1459
gene-b2093	2764
gene-b2094	10331
gene-b2095	104673
gene-b2096	156176
gene-b2097	39145
gene-b2098	106
gene-b2099	106
gene-b2100	152
gene-b2101	268
gene-b2102	207
gene-b2103	709
gene-b2104	540
gene-b2105	91
gene-b2106	108
gene-b2107	110
gene-b2108	21
gene-b2109	32
gene-b2110	2
gene-b2111	1
gene-b2112	174
gene-b2113	2700
gene-b2114	1563
gene-b2115	34
gene-b2118	129
gene-b4541	3
gene-b2119	7
gene-b2120	32
gene-b2121	25
gene-b2122	41
gene-b2123	140
gene-b2124	459
gene-b2125	331
gene-b2126	781
gene-b2127	1203
gene-b4542	17
gene-b2128	105
gene-b2129	133
gene-b2130	553
gene-b2131	1981
gene-b2132	410
gene-b2133	1378
gene-b2134	977
gene-b2135	63148
gene-b2136	625
gene-b2137	1403
gene-b4679	1312
gene-b2140	127
gene-b2141	297
gene-b2142	606
gene-b2143	2399
gene-b2144	76
gene-b2145	62
gene-b2146	115
gene-b2147	246
gene-b2148	350
gene-b2149	712
gene-b2150	2746
gene-b2151	276
gene-b2152	151
gene-b2153	454
gene-b2154	371
gene-b2155	357
gene-b2156	9385
gene-b2157	961
gene-b2158	555
gene-b2159	151
gene-b2160	62
gene-b2161	12
gene-b2162	9
gene-b2163	5
gene-b2164	118
gene-b2165	16
gene-b2166	2
gene-b2167	17481
gene-b2168	3642
gene-b2169	5105
gene-b2170	43
gene-b4502	28
gene-b2171	260
gene-b2172	2822
gene-b2173	103
gene-b2174	40
gene-b2175	553
gene-b2176	157
gene-b2177	120
gene-b2178	27
gene-b2179	21
gene-b2180	1688
gene-b2181	7817
gene-b2182	399
gene-b2183	268
gene-b2184	112
gene-b2185	49
gene-b2186	712
gene-b2187	243
gene-b2188	608
gene-b2189	60
gene-b2192	18
gene-b2193	878
gene-b2194	390
gene-b2195	37
gene-b2196	116
gene-b2197	13
gene-b2198	2
gene-b2199	118
gene-b2200	177
gene-b2201	1802
gene-b2202	590
gene-b2203	83
gene-b2204	33
gene-b2205	30
gene-b2206	184
gene-b2207	4
gene-b2208	1
gene-b4604	4
gene-b2209	543
gene-b2210	998
gene-b2211	246
gene-b2212	670
gene-b2213	1875
gene-b2214	20
gene-b2215	9902
gene-b4439	149
gene-b2216	2100
gene-b2217	5168
gene-b2218	1469
gene-b2219	2288
gene-b2220	381
gene-b2221	56
gene-b2222	92
gene-b2223	48
gene-b2224	127
gene-b2225	297
gene-b2226	124
gene-b2229	0
gene-b2230	75
gene-b2231	2103
gene-b2232	129
gene-b2233	628
gene-b4605	14
gene-b2234	533
gene-b2235	880
gene-b2236	226
gene-b2237	1274
gene-b2239	9379
gene-b2240	10915
gene-b2241	25148
gene-b2242	17857
gene-b2243	9907
gene-b2244	172
gene-b2245	132
gene-b2246	109
gene-b2247	241
gene-b2248	165
gene-b2249	833
gene-b2250	181
gene-b2251	38
gene-b2252	50
gene-b2253	112
gene-b2254	81
gene-b2255	430
gene-b2256	195
gene-b2257	102
gene-b4544	147
gene-b2258	62
gene-b2259	86
gene-b2260	248
gene-b2261	788
gene-b2262	624
gene-b2263	98
gene-b2264	419
gene-b2265	322
gene-b2266	6205
gene-b2267	172
gene-b2268	97
gene-b2269	50
gene-b2270	75
gene-b2271	4
gene-b2272	14
gene-b2273	2
gene-b2274	2
gene-b2275	36
gene-b2276	3739
gene-b2277	809
gene-b2278	2393
gene-b2279	253
gene-b2280	570
gene-b2281	479
gene-b2282	930
gene-b2283	3440
gene-b2284	1775
gene-b2285	872
gene-b2286	2964
gene-b2287	1045
gene-b2288	1036
gene-b2289	11655
gene-b2290	1011
gene-b2291	184
gene-b2292	496
gene-b2293	3355
gene-b2294	1209
gene-b2295	20609
gene-b2296	8325
gene-b2297	7227
gene-b2298	102
gene-b2299	460
gene-b2300	532
gene-b2301	182
gene-b2302	600
gene-b2303	2405
gene-b2304	3519
gene-b2305	369
gene-b2306	71
gene-b2307	170
gene-b2308	210
gene-b2309	864
gene-b2310	1748
gene-b2311	21
gene-b2312	853
gene-b2313	587
gene-b2314	2965
gene-b2315	1709
gene-b2316	3575
gene-b2317	1430
gene-b2318	4596
gene-b2319	1057
gene-b2320	1560
gene-b2321	31
gene-b2322	64
gene-b2323	2920
gene-b2324	201
gene-b2325	142
gene-b2326	202
gene-b2327	106
gene-b2328	85
gene-b2329	497
gene-b2330	228
gene-b2331	470
gene-b2332	1119
gene-b2333	10
gene-b2334	10
gene-b2335	3
gene-b2336	17
gene-b2339	0
gene-b2340	15447
gene-b2341	1928
gene-b2342	1229
gene-b2343	2697
gene-b2344	1567
gene-b2345	18
gene-b2346	2196
gene-b2347	610
gene-b2348	43
gene-b2349	83
gene-b2350	18
gene-b2351	47
gene-b2352	104
gene-b2354	194
gene-b2356	20
gene-b2357	1
gene-b2358	3
gene-b2359	22
gene-b2360	50
gene-b2361	20
gene-b2362	3
gene-b2363	149
gene-b4545	73
gene-b4501	497
gene-b2364	197
gene-b2365	94
gene-b2366	177
gene-b2367	47
gene-b2368	88
gene-b2369	40
gene-b2370	427
gene-b2371	146
gene-b2372	26
gene-b2373	79
gene-b2374	24
gene-b2375	9
gene-b2376	121
gene-b2377	3076
gene-b2378	568
gene-b4680	15
gene-b2379	436
gene-b2380	196
gene-b2381	623
gene-b2382	279
gene-b2383	40
gene-b2384	3
gene-b2385	41
gene-b2386	23
gene-b2387	2
gene-b2388	3433
gene-b2389	409
gene-b2390	2075
gene-b2392	40022
gene-b2393	539
gene-b2394	9
gene-b2395	116
gene-b2396	11
gene-b2397	12
gene-b2398	505
gene-b2399	406
gene-b2400	3130
gene-b2401	0
gene-b2402	0
gene-b2403	4
gene-b2404	1
gene-b2405	218
gene-b2406	134
gene-b2407	15
gene-b2408	614
gene-b2409	119
gene-b2410	2229
gene-b4546	310
gene-b2411	1083
gene-b2412	3670
gene-b2413	524
gene-b2414	9572
gene-b2415	4270
gene-b2416	19662
gene-b2417	102913
gene-b2418	976
gene-b2419	96
gene-b2420	233
gene-b2421	205
gene-b2422	1328
gene-b2423	999
gene-b2424	953
gene-b2425	1685
gene-b2426	6967
gene-b2427	44
gene-b2428	52
gene-b2429	58
gene-b2430	25
gene-b2431	1216
gene-b2432	139
gene-b2433	154
gene-b2434	282
gene-b2435	432
gene-b2436	165
gene-b2437	298
gene-b2438	225
gene-b2439	292
gene-b2440	233
gene-b2441	697
gene-b2442	34
gene-b2443	1464
gene-b2444	2
gene-b2445	26
gene-b2446	69
gene-b2447	70
gene-b2448	53
gene-b2449	1728
gene-b2450	978
gene-b2451	104
gene-b2452	32
gene-b2453	94
gene-b2454	11
gene-b2455	21
gene-b2456	3
gene-b2457	47
gene-b2458	248
gene-b2459	191
gene-b2460	130
gene-b2461	79
gene-b2462	104
gene-b2463	6494
gene-b2464	24328
gene-b2465	34136
gene-b2466	1591
gene-b2467	39
gene-b2468	200
gene-b2469	357
gene-b2470	194
gene-b4606	1091
gene-b2471	313
gene-b2472	2221
gene-b4547	9982
gene-b2473	1039
gene-b2474	1532
gene-b2475	3369
gene-b2476	79
gene-b2477	3015
gene-b2478	1558
gene-b2479	5976
gene-b2480	375
gene-b2481	4
gene-b2482	39
gene-b2483	100
gene-b2484	32
gene-b2485	5
gene-b2486	276
gene-b2487	150
gene-b2488	27
gene-b2489	78
gene-b2490	1
gene-b2491	55
gene-b2492	22
gene-b2493	734
gene-b2494	2534
gene-b2495	488
gene-b2496	305
gene-b2497	103
gene-b2498	56
gene-b2499	77
gene-b2500	189
gene-b2501	2646
gene-b2502	1334
gene-b2503	143
gene-b2504	330
gene-b2505	24
gene-b2506	143
gene-b2507	1048
gene-b2508	277
gene-b2509	650
gene-b2510	96
gene-b2511	3446
gene-b2512	17677
gene-b2513	694
gene-b2514	1472
gene-b2515	9838
gene-b2516	5351
gene-b2517	1296
gene-b2518	194
gene-b2519	276
gene-b2520	6287
gene-b2521	1539
gene-b4440	172
gene-b2522	512
gene-b2523	860
gene-b2524	344
gene-b2525	584
gene-b2526	2731
gene-b2527	1257
gene-b2528	8659
gene-b2529	15164
gene-b2530	21350
gene-b2531	5730
gene-b2532	4905
gene-b2533	140
gene-b2534	22
gene-b2535	6377
gene-b2536	556
gene-b4706	4
gene-b2537	203
gene-b2538	82
gene-b2539	59
gene-b2540	59
gene-b2541	23
gene-b2542	157
gene-b2543	747
gene-b2544	189
gene-b2545	174
gene-b2546	39
gene-b2547	154
gene-b2548	46
gene-b2549	98
gene-b2550	243
gene-b2551	667
gene-b2552	379
gene-b2553	153
gene-b2554	172
gene-b2555	297
gene-b2556	1297
gene-b4441	140
gene-b2557	151
gene-b2558	64
gene-b2559	38
gene-b2560	114
gene-b2561	117
gene-b2562	28
gene-b4687	118
gene-b4608	1
gene-b2563	149
gene-b2564	273
gene-b2565	1026
gene-b2566	8314
gene-b2567	3251
gene-b2568	2411
gene-b2569	1118
gene-b2570	298
gene-b2571	22486
gene-b2572	89678
gene-b2573	48367
gene-b4725	3270
gene-b2574	118
gene-b2575	61
gene-b2576	503
gene-b2577	233
gene-b2578	420
gene-b2579	2479
gene-b2580	260
gene-b2581	335
gene-b2582	2922
gene-b2583	168
gene-b2584	11217
gene-b2585	4505
gene-b2586	2069
gene-b2587	68092
gene-b2588	35
gene-b2589	10213
gene-b2590	2184
gene-b2591	321269
gene-b2592	232383
gene-b4609	4471
gene-b2593	806
gene-b2594	1257
gene-b2595	1324
gene-b2597	8022
gene-b2598	95
gene-b2599	875
gene-b2600	1498
gene-b2601	1265
gene-b2602	361
gene-b2603	654
gene-b2604	288
gene-b2605	31
gene-b2606	18530
gene-b2607	13782
gene-b2608	5581
gene-b2609	4256
gene-b2610	4083
gene-b2611	434
gene-b4461	460
gene-b2614	12402
gene-b2615	631
gene-b2616	18556
gene-b2617	5129
gene-b2618	860
gene-b2619	1319
gene-b2620	169
gene-b2621	2055871
gene-b2622	1585
gene-b2623	160
gene-b2624	4
gene-b2625	10
gene-b2626	51
gene-b2627	663
gene-b2628	909
gene-b2629	9
gene-b2630	31192
gene-b2631	10244
gene-b2632	172
gene-b2633	32
gene-b2634	120
gene-b2635	20
gene-b2636	36
gene-b2637	882
gene-b2638	170
gene-b2642	27
gene-b2643	22
gene-b2644	1
gene-b4548	0
gene-b2645	29
gene-b2646	23
gene-b2647	7594
gene-b2649	36
gene-b2650	3
gene-b2652	0
gene-b2659	1344
gene-b2660	427
gene-b2661	913
gene-b2662	1107
gene-b2663	171
gene-b2664	3325
gene-b2665	8642
gene-b2666	760
gene-b2667	31
gene-b2668	87
gene-b2669	605
gene-b2670	6305
gene-b2671	1397
gene-b2672	28009
gene-b2673	772
gene-b2674	2067
gene-b2675	2037
gene-b2676	376
gene-b2677	34
gene-b2678	88
gene-b2679	10
gene-b2682	99
gene-b2683	73
gene-b2684	162
gene-b2685	146
gene-b2686	2643
gene-b2687	15528
gene-b4442	978
gene-b2688	7030
gene-b2689	254
gene-b2690	340
gene-b2691	89
gene-b2692	120
gene-b2693	251
gene-b2694	115
gene-b2695	137
gene-b2696	8801
gene-b2697	2080
gene-b2698	154
gene-b2699	18269
gene-b2700	72
gene-b2701	113
gene-b2702	516
gene-b2703	499
gene-b2704	89
gene-b2705	642
gene-b2706	56
gene-b2707	514
gene-b2708	534
gene-b2709	853
gene-b2710	179
gene-b2711	118
gene-b2712	851
gene-b2713	131
gene-b2714	144
gene-b2715	347
gene-b2716	341
gene-b2717	1755
gene-b2718	764
gene-b2719	289
gene-b2720	7
gene-b2721	29
gene-b2722	20
gene-b2723	54
gene-b2724	0
gene-b2725	1
gene-b2726	22
gene-b2727	45
gene-b2728	13
gene-b2729	482
gene-b2730	4207
gene-b2731	858
gene-b2732	331
gene-b2733	247
gene-b2734	18
gene-b2735	1171
gene-b2736	591
gene-b2737	596
gene-b2738	332
gene-b2739	373
gene-b2740	139
gene-b2741	110984
gene-b2742	16806
gene-b2743	1686
gene-b2744	558
gene-b2745	422
gene-b2746	129
gene-b2747	840
gene-b2748	764
gene-b2749	60
gene-b2750	486
gene-b2751	1311
gene-b2752	1056
gene-b2753	251
gene-b2754	56
gene-b2755	275
gene-b2756	248
gene-b2757	96
gene-b2758	44
gene-b2759	50
gene-b2760	61
gene-b2761	291
gene-b4701	0
gene-b2762	1375
gene-b2763	2831
gene-b2764	2795
gene-b2765	33
gene-b2766	230
gene-b2767	7
gene-b2768	66
gene-b2769	43
gene-b2770	6
gene-b2771	49
gene-b4463	73
gene-b2774	5
gene-b2775	3
gene-b2776	42
gene-b2777	2471
gene-b4682	1
gene-b2778	24
gene-b2779	34252
gene-b2780	8376
gene-b2781	2392
gene-b2782	818
gene-b2783	765
gene-b2784	2322
gene-b2785	1237
gene-b2786	375
gene-b2787	224
gene-b2788	43
gene-b2789	737
gene-b2790	365
gene-b2791	31
gene-b2792	6
gene-b4408	4215
gene-b2793	231
gene-b2794	594
gene-b2795	1340
gene-b2796	2653
gene-b2797	1515
gene-b2798	45
gene-b2799	994
gene-b2800	70
gene-b2801	147
gene-b2802	431
gene-b2803	425
gene-b2804	280
gene-b2805	443
gene-b2806	1860
gene-b2807	434
gene-b2808	538
gene-b4443	218
gene-b2809	722
gene-b2810	720
gene-b2811	997
gene-b2812	529
gene-b2813	498
gene-b2814	25
gene-b2815	21
gene-b2816	5
gene-b2817	45
gene-b2818	97
gene-b2819	460
gene-b2820	290
gene-b2821	378
gene-b2822	1240
gene-b2823	28
gene-b2824	43
gene-b2825	129
gene-b2826	59
gene-b2827	345
gene-b2828	813
gene-b2829	1910
gene-b2830	2199
gene-b4610	3
gene-b2831	112
gene-b2832	638
gene-b2833	353
gene-b2834	1257
gene-b2835	1732
gene-b2836	681
gene-b4444	22
gene-b4445	0
gene-b2837	594
gene-b2838	115
gene-b2839	149
gene-b2840	122
gene-b2841	2119
gene-b2842	351
gene-b2843	74
gene-b2844	2168
gene-b2845	138
gene-b2846	4
gene-b2847	10
gene-b2848	10
gene-b4683	9
gene-b2849	10
gene-b2851	5
gene-b2852	8
gene-b2853	4
gene-b2860	9
gene-b2861	21
gene-b2863	43
gene-b2864	21
gene-b2865	341
gene-b2866	419
gene-b2867	101
gene-b2868	195
gene-b2869	2395
gene-b2870	117
gene-b2871	68
gene-b2872	128
gene-b2873	20
gene-b2874	109
gene-b2875	1003
gene-b2876	439
gene-b2877	1104
gene-b2878	272
gene-b2879	43
gene-b2880	50
gene-b2881	293
gene-b2882	87
gene-b2883	130
gene-b4464	209
gene-b2886	127
gene-b2887	81
gene-b2888	31
gene-b4684	17
gene-b4753	8
gene-b2889	495
gene-b2890	2055
gene-b2891	1043
gene-b2892	1328
gene-b2893	603
gene-b2894	735
gene-b2895	1195
gene-b2896	635
gene-b2897	409
gene-b2898	2498
gene-b2899	903
gene-b2900	226
gene-b2901	888
gene-b2902	46
gene-b2903	1115
gene-b2904	630
gene-b2905	507
gene-b4754	0
gene-b2906	1003
gene-b2907	3019
gene-b2908	5262
gene-b2909	4020
gene-b2910	15970
gene-b2911	28876
gene-b2912	2005
gene-b4446	136
gene-b4665	71
gene-b2913	3110
gene-b2914	1345
gene-b2916	357
gene-b2917	309
gene-b2918	18
gene-b2919	16
gene-b2920	72
gene-b2921	171
gene-b2922	1625
gene-b2923	128
gene-b2924	1156
gene-b2925	23926
gene-b2926	20229
gene-b2927	3715
gene-b2928	161
gene-b2929	278
gene-b2930	181
gene-b4465	37
gene-b2933	241
gene-b2934	0
gene-b2935	1593
gene-b2936	6215
gene-b2937	1610
gene-b2938	18384
gene-b2939	131
gene-b2940	43
gene-b2941	2
gene-b2942	188
gene-b2943	232
gene-b2944	24
gene-b2945	135
gene-b2946	368
gene-b2947	1473
gene-b2948	337
gene-b2949	266
gene-b2950	102
gene-b2951	449
gene-b2952	248
gene-b2953	18
gene-b2954	178
gene-b2955	229
gene-b2956	58
gene-b2957	158
gene-b2958	1226
gene-b2959	3058
gene-b2960	2631
gene-b2961	226
gene-b2962	94
gene-b2963	139
gene-b2964	3489
gene-b2965	143
gene-b2966	185
gene-b2967	4
gene-b2968	116
gene-b2971	3
gene-b2972	19
gene-b4466	1824
gene-b2975	656
gene-b2976	1115
gene-b2977	289
gene-b4467	257
gene-b4468	156
gene-b2979	114
gene-b2980	4327
gene-b2981	479
gene-b2982	27
gene-b2983	105
gene-b2984	32
gene-b2985	20
gene-b2986	22
gene-b2987	111
gene-b2988	2890
gene-b2989	741
gene-b2990	82
gene-b2991	191
gene-b2992	337
gene-b2993	738
gene-b2994	737
